,Title-Artist,Title-Artist,Lyrics
226,237,Make Me FeelJanelle Monae,"[Verse 1]
Baby, don’t make me spell it out for you
All of the feelings that I've got for you
Can't be explained, but I can try for you
Yeah, baby, don't make me spell it out for you
You keep on asking me the same questions (why?)
And second-guessing all my intentions
Should know by the way I use my compression
That you've got the answers to my confessions
[Pre-Chorus]
It's like I'm powerful with a little bit of tender
An emotional sexual bender
Mess me up, yeah, but no one does it better
There's nothin' better
[Chorus]
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
(That's just the way you make me feel)
So good, so good, so fuckin' real
(So good, so good, so fuckin' real)
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
[Verse 2]
You know I love it, so please don't stop it
You got me right here in your jean pocket (right now)
Laying your body on a shag carpet (oh)
You know I love it so please don't stop it
[Pre-Chorus]
It's like I'm powerful with a little bit of tender
An emotional sexual bender
Mess me up, yeah, but no one does it better
There's nothin' better
[Chorus]
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
(That's just the way you make me feel)
So good, so good, so fuckin' real
(So good, so good, so fuckin' real)
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
[Bridge]
That's just the way that I feel now, baby
Good God! I can't help it! Agh!
Hey! That's just the way that I feel, yeah
Please! I can't help it
[Pre-Chorus]
It's like I'm powerful with a little bit of tender
An emotional, sexual bender
Mess me up, yeah, but no one does it better (oh!)
There's nothin' better (better!)
(Damn)
[Chorus]
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
(That's just the way you make me feel)
So good, so good, so fuckin' real
(So good, so good, so fuckin' real)
That's just the way you make me feel
(That's just the way you make me feel)
That's just the way you make me feel
"
227,238,Sky WalkerMiguel,"[Intro]
Quick to dead the bull like a matador
Quick to dead the bull like a matador
Bull, bull, bull like a matador
Quick to dead the bull like a matador
[Chorus]
Cap and a stem, catch a wave on us (splish)
Take a shot, make a friend, just enjoy the moment
I'm Luke Skywalkin' on these haters (splish)
Celebrate every day like a birthday
Good things come to those that wait up (splish)
But don't wait to jump in too long
Don't sleep, you gotta stay up (splish)
Don't, don't sleep, you gotta stay up
Yeah, yeah, yeah
[Verse 1]
I'm outstandin' so I stand out (stand out)
Got more babes than a bathhouse
Top Gun, on my Tom Cruise
I play for keeps and I don't lose
You're gonna love it 'cause you're cool as a breeze (cool as a breeze)
So pick a poison, yeah I got what you need (got what you need)
Nonchalant got the green on rotation all night
We gon' keep it psychedelic like a...
[Chorus]
Cap and a stem, catch a wave on us (splish)
Take a shot, make a friend, just enjoy the moment
I'm Luke Skywalkin' on these haters (splish)
Celebrate every day like a birthday
Good things come to those that wait up (splish)
But don't wait to jump in too long
Don't sleep, you gotta stay up (splish)
Don't, don't sleep, you gotta stay up
Yeah, yeah, yeah
[Verse 2]
Wildin' on my haters (yah)
In my 23s, havin' a Jordan moment
Wildin' with the paper (it's lit)
Ice all on my chain, I'ma...
I just popped two, I'll be stayin' up (yeah, yeah)
Hangin' with the gang, that shit dangerous, yeah
I can't fuck you with my chains, that shit tangle up, yeah
Come and catch a wave, take one out my cup, yeah
Damn near OD'd (OD'd)
Damn the police, woah (hey)
Wildin' in SV, yeah (hey)
Movin' up your street, yeah (straight up)
When we on the creek
And bring sand to the beach (alright)
Ain't no day, ain't no night
Made no plans, ain't no sleep
Yeah, yeah
[Chorus]
Cap and a stem, catch a wave on us (splish)
Take a shot, make a friend, just enjoy the moment
I'm Luke Skywalkin' on these haters (splish)
Celebrate every day like a birthday
Good things come to those that wait up (splish)
But don't wait to jump in too long
Don't sleep, you gotta stay up (splish)
Don't, don't sleep, you gotta stay up
Yeah, yeah, yeah
[Bridge]
I was good then, but I'm better now (hey)
All gains I've been reppin' up (hey)
Quick to dead the bull like a matador (hey)
Right now I'm higher up than Canada (hey)
[Chorus]
Cap and a stem, catch a wave on us (splish)
Take a shot, make a friend, just enjoy the moment
I'm Luke Skywalkin' on these haters (splish)
Celebrate every day like a birthday
Good things come to those that wait up (splish)
But don't wait to jump in too long
Don't sleep, you gotta stay up (splish)
Don't, don't sleep, you gotta stay up
Yeah, yeah, yeah
[Outro]
Oooh, I
Got the baes lookin' at me like it's dinnertime
I know she vegan, but she want the steak tonight, yeah
And I smile like a saint with a sinner's mind
Baby roll it, lick it, love it, daddy blow your mind
Shotgunnin', takin' shots now
Conversation flowin'
Left off, we in the clouds now
Laughin' in the moments
First you put the work in 'til it works out
Work it out 'til it's turnt out, yeah
Oooh, I
"
228,239,Sober UpAJR,"[Verse 1]
Hello, hello
I'm not where I'm supposed to be
I hope that you're missing me
'Cause it makes me feel young
Hello, hello
Last time that I saw your face
Was recess in second grade
And it made me feel young
[Chorus]
Won't you help me sober up?
Growing up, it made me numb
And I want to feel something again
Won't you help me sober up?
All the big kids, they got drunk
And I want to feel something again
Won't you help me feel something again?
How's it go again?
[Verse 2]
""Goodbye, goodbye,""
I said to my bestest buds
We said that we'd keep in touch
And we did our best
All my new friends
We smile at party time
But soon we forget to smile
At anything else
[Chorus]
Won't you help me sober up?
Growing up, it made me numb
And I want to feel something again
Won't you help me sober up?
All the big kids, they got drunk
And I want to feel something again
Won't you help me feel something again?
How's it go again?
How's it go again?
[Bridge]
My favorite color is you
You're vibrating out my frequency
My favorite color is you
You keep me young and that's how I wanna be
My favorite color is you
You're vibrating out my frequency
My favorite color is you
You keep me young and that's how I wanna be
[Verse 1]
Hello, hello
I'm not where I'm supposed to be
I hope that you're missing me
'Cause it makes me feel young
Hello, hello
Last time that I saw your face
Was recess in second grade
And it made me feel young
[Pre-Chorus]
And I want to feel something again
I just want to feel something again
How's it go again?
[Chorus]
Won't you help me sober up?
Growing up, it made me numb
And I want to feel something again (my favorite color is you)
Won't you help me sober up?
All the big kids, they got drunk
And I want to feel something again (my favorite color is you)
Won't you help me feel something again? (my favorite color is you)
Can I finally feel something again?
How's it go again?
"
229,240,No Tears Left To CryAriana Grande,"[Intro]
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)
[Refrain]
I'm pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up
[Verse 1]
Ain't got no tears in my body
I ran out, but boy, I like it, I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin', we vibin', we vibin'
[Pre-Chorus]
Comin' out, even when it's rainin' down
Can't stop now, can't stop so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah
[Chorus]
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (Oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We're on another mentality
Ain't got no tears left to cry (To cry)
So I'm pickin' it up, pickin' it up (Oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
[Refrain]
Pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah, we turnin' it up
[Verse 2]
They point out the colors in you, I see 'em too
And, boy, I like 'em, I like 'em, I like 'em
We're way too fly to partake in all this hate
We out here vibin', we vibin', we vibin'
[Pre-Chorus]
Comin' out, even when it's rainin' down
Can't stop now, can't stop, so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah
[Chorus]
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So I'm pickin' it up, pickin' it up (Oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me
We're on another mentality
Ain't got no tears left to cry (To cry)
So I'm pickin' it up, pickin' it up (Oh yeah)
I'm lovin', I'm livin', I'm pickin' it up
[Bridge]
Comin' out, even when it's rainin' down
Can't stop now (Hmm, oh)
Shut your mouth
Ain't got no tears left to cry
Oh-yeah, oh, yeah
[Chorus]
Oh, I just want you to come with me (With me)
We're on another mentality
Ain't got no tears left to cry (Cry)
So I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
[Refrain]
Pickin' it up, pickin' it up
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up
"
230,241,One KissCalvin Harris,"[Intro]
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
[Verse 1]
Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out
[Pre-Chorus]
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel
[Chorus]
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
[Post-Chorus]
One
One
One
One
[Verse 2]
I just wanna feel your skin on mine
Feel your eyes do the exploring
Passion in the message when you smile
Take my time
[Pre-Chorus]
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel
[Chorus]
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
[Post-Chorus]
One
One
One
One
[Bridge]
See a wonderland in your eyes
Might need your company tonight
[Pre-Chorus]
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel
[Chorus]
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
[Post-Chorus]
One
One
One
One
"
231,242,Done For MeCharlie Puth,"[Intro]
Oh, oh
[Verse 1]
(Yeah) What you thinking?
You think that you could be better off with somebody new
(No, oh, oh, baby, no)
You say you're leaving
Well, if you wanna leave, there ain't nobody stopping you
(No, oh, oh, baby, no)
[Pre-Chorus]
I won't beg for your love
Won't say, ""Please""
I won't fall to the ground on my knees
You know I've given this everything
Baby, honestly, baby, honestly
[Chorus]
I lied for you, baby
I'd die for you, baby
I've cried for you, baby
But tell me what you've done for me
For you, baby, and only you, baby
The things I do, baby
But tell me what you've done for me
[Verse 2]
I never cheated
Deleted everyone 'cause they made you uncomfortable
(No, oh, oh, baby, no)
These accusations
I can't apologize for something that I didn't do
(No, oh, oh, baby, no)
[Pre-Chorus]
I won't beg for your love
Won't say, ""Please"" (Oh no, I won't say, ""Please"")
I won't fall to the ground on my knees (On my knees)
You know I've given this everything (Oh, oh)
Baby honestly, (Baby honestly), baby honestly (Whoa)
[Chorus]
I lied for you, baby
I'd die for you, baby
I've cried for you, baby
But tell me what you've done for me
For you, baby, and only you, baby
The things I do, baby
But tell me what you've done for me
[Post-Chorus]
(Tell me what you've done for me)
Oh, tell me what you've done for me
(Oh, tell me what you've done for me)
Oh, tell me what you've done for me
[Bridge]
Oh
You know I've given this everything
Baby, honestly
Tell me what you've done for me
[Chorus]
I lied for you, baby
I'd die for you, baby
I've cried for you, baby
But tell me what you've done for me
For you, baby, and only you, baby (Oh)
The things I do, baby
(But tell me) But tell me what you've done for me
[Outro]
(Tell me what you've done for me)
Oh, tell me what you've done for me
(Oh, tell me what you've done for me)
Oh, tell me what you've done for me
"
232,243,Nice For WhatDrake,"[Intro]
I wanna know who mothafuckin' representin' in here tonight
Hold on, hold on
[Pre-Chorus]
I keep lettin' you back in (You back in)
How can I explain myself?
[Chorus]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
(Lil Weezyana shit)
Cry for me, cry for me, you said you'd die for me
(Murda on the beat)
Give to me, give to me, why won't you live for me?
Care for me, care for me, I know you care for me
(A song for y'all to cut up to, you know?)
There for me, there for me, said you'd be there for me (Yeah)
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?
[Verse 1]
Everybody get your mothafuckin' roll on
I know shorty and she doesn't want no slow song
Had a man last year, life goes on
Haven't let that thing loose, girl, in so long
You've been inside, know you like to lay low
I've been peepin' what you bringin' to the table
Workin' hard, girl, everything paid for
First-last, phone bill, car note, cable
With your phone out, gotta hit them angles
With your phone out, snappin' like you Fabo
And you showin' off, but it's alright
And you showin' off, but it's alright (Alright!)
It's a short life, yeah
[Chorus]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?
[Refrain]
That's a real one in your reflection
Without a follow, without a mention
You really pipin' up on these niggas
You gotta be nice for what to these niggas?
[Verse 2]
I understand, you got a hunnid bands
You got a baby Benz, you got some bad friends
High school pics, you was even bad then
You ain't stressin' off no lover in the past tense
You already had them
Work at 8 A.M., finish 'round five
Hoes talk down, you don't see 'em outside
Yeah, they don't really be the same offline
You know dark days, you know hard times
Doin' overtime for the last month
Saturday, call the girls, get 'em gassed up
Gotta hit the club, gotta make that ass jump
Gotta hit the club like you hit them mothafuckin' angles
With your phone out, snappin' like you Fabo
And you showin' off, but it's alright
And you showin' off, but it's alright (Alright!)
It's a short life
[Bridge]
Uh-huh! (Oh yeah!)
These hoes! (They mad!)
Your boy! (I had!)
I made! (Watch the breakdown)
[Chorus]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?
[Breakdown]
Gotta make that jump, gotta make that, gotta, gotta make that
Gotta make that jump, gotta make that, gotta, gotta make that
Gotta, gotta, gotta g-g-gotta, g-g-gotta, gotta
Gotta, g-g-gotta, gotta, gotta make that jump, jump (Let's go)
Bend it over, lift it up, bend it over, lift it up
Make that jump, jump
Bend it over, lift it up, bend it over, lift it up
Make that jump, jump
Bend it over, over, over, over, over, lift it up
Make that jump, jump
Bend it over, lift it up (Make that jump, jump)
Bend it over, lift it up (Make that jump, jump)
[Refrain]
That's a real one in your reflection
Without a follow, without a mention
You really pipin' up on these niggas
You gotta be nice for what to these niggas?
I understand
[Chorus]
Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Give to me, give to me, why won't you live for me?
Cry for me, cry for me, you said you'd cry for me
[Outro]
Gotta hit the club like you hit them, hit them, hit them angles
It's a short life, yeah
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?
"
233,244,Let MeZayn,"[Verse 1]
Sweet baby, our sex has meaning (Sex has meaning)
Know this time you'll stay 'til the morning (Stay 'til the morning)
Duvet days and vanilla ice cream (Vanilla ice cream)
More than just one night together exclusively (Exclusively)
[Pre-Chorus]
Baby, let me be your man
So I can love you (I can love you)
And if you let me be your man
Then I'll take care of you, you
[Chorus]
For the rest of my life, for the rest of yours
For the rest of my life, for the rest of yours
For the rest of ours
[Verse 2]
We're drinkin' the finest label (Finest label)
Dirty dancing on top of the table (Top of the table)
Long walks on the beach in April (Beach in April)
Yeah, I promise, darling, that I'll be faithful (Be faithful)
[Pre-Chorus]
Baby, let me be your man (Let me be your man)
So I can love you (I can love you)
And if you let me be your man (Let me be your man)
Then I'll take care of you (I can love you)
[Chorus]
For the rest of my life, for the rest of yours
For the rest of my life, for the rest of yours
For the rest of ours
[Bridge]
Give me your body and let me love you like I do
Come a little closer and let me do those things to you
This feelin' will last forever, baby, that's the truth
Let me be your man so I can love you
[Pre-Chorus]
Baby, let me be your man (Let me be your man)
So I can love you (I can love you)
And if you let me be your man (Let me be your man)
Then I'll take care of you (I can love you)
[Chorus]
For the rest of my life (For the rest of my life)
For the rest of yours (For the rest of yours)
For the rest of my life (For the rest of my life)
For the rest of yours (For the rest of yours)
For the rest of ours (For the rest of ours)
"
234,245,These DaysRudimental,"[Intro]
I know you moved onto someone new
Hope life is beautiful
You were the light for me to find my truth
I just wanna say, thank you
[Verse 1]
Leaving to find my soul
Told her I had to go
And I know it ain't pretty
When our hearts get broke
Too young to feel this old
Watching us both turn cold
Oh, I know it ain't pretty
When two hearts get broke
Yeah, I know it ain't pretty
When two hearts get broke
[Chorus]
I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days
[Post-Chorus]
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days
[Verse 2]
Three years of ups and downs
Nothing to show for it now
And I know it ain't pretty when the fire burns out
Calling me when I'm drunk, remind me of what I've done
And I know it ain't pretty when you're trying to move on, yeah
[Chorus]
I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days
[Post-Chorus]
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
These days, these days
Oh, I know, I know
Oh, I know, I know
Oh, I know, I know
To these days, these days, oh
[Verse 3]
Cigarettes in the ashtray
Reminiscing on those past days
I thought you’d end up with my last name
But that changed
And I travelled around the world
Think where you living at now?
I heard you moved to Austin
Got an apartment and settled down
And every once in a while, I start texting
Write a paragraph, but then I delete the message
Think about you like a past time
I could cry you a river, get you baptized or
I wasn't ready to act right
Used to always think I'd get you back, right
They say that things fall apart
We were gonna move to Brooklyn
You were gonna study art
Love is just a tool
To remind us who we are
And that we are not alone
When we're walking in the dark
[Chorus]
I hope someday we'll sit down together
And laugh with each other about these days, these days
All our troubles, we'll lay to rest and
We'll wish we could come back to these days, these days
[Outro]
We'll wish we could come back to these days, these days
"
235,246,Tattoo (How 'Bout You)In Real Life,"[Verse 1]
Called you up this time, I thought I'd be your shelter
You left me standing at your door
Kept you off my mind last weekend, but it felt worse
Now I'm back outside once more
[Pre-Chorus]
'Cause I like the rhythms you play
Melodies making me sway, wanted some more
We were the talk of the day
Should've been up on the stage, not on the floor
Something just pulled you away
Happened in front of my face, what's all of this for?
I'm still feeling the same
[Chorus]
How 'bout you, you?
'Cause I miss the stupid things that we do, ooh
How 'bout you, you?
'Cause I'd hate to have to change this tattoo too
Yeah, I like the rhythms you play
Melodies making me sway, wanted some more
We were the talk of the day
Should've been up on the stage
How 'bout you, you?
'Cause I miss the stupid things that we do, ooh
[Verse 2]
Always seem to have a question for your answers
How could you act so carelessly? Ayy
Your reasons don't add up, you're such a little actor
So give you all my thoughts for free (Yeah)
[Pre-Chorus]
'Cause I like the rhythms you play
Melodies making me sway, wanted some more
We were the talk of the day
Should've been up on the stage, not on the floor
Something just pulled you away
Happened in front of my face, what's all of this for?
I'm still feeling the same
[Chorus]
How 'bout you, you?
'Cause I miss the stupid things that we do, ooh
How 'bout you, you?
'Cause I'd hate to have to change this tattoo too
Yeah, I like the rhythms you play
Melodies making me sway, wanted some more
We were the talk of the day
Should've been up on the stage
How 'bout you, (how 'bout you?) you
'Cause I miss the stupid things that we do, ooh
[Verse 3]
I'm, cuttin' all my distractions
No tats 'cause, baby, I don't want no attachments
Maybe this is perfect and I'm overreacting
Or maybe I'm just missing something I haven't had yet
How 'bout you?
You really think that we could work together
But if it don't last, you're gonna hurt forever
You say maybe we should give it a chance, cancel our plans
I really hope that you understand, it's like
[Bridge]
Called you up this time, I thought I'd be your shelter
You left me standing at your door
Kept you off my mind last weekend, but it felt worse
Now I'm back outside once more
[Chorus]
How 'bout you, you?
'Cause I miss the stupid things that we do, ooh
(I miss the stupid things that we do)
How 'bout you, you? (Ooh)
'Cause I'd hate to have to change this tattoo too (Have to change this tattoo)
Yeah, I like the rhythms you play
Melodies making me sway, wanted some more
We were the talk of the day (We were the talk of the day, oh)
Should've been up on the stage
How 'bout you (How 'bout you?), you? (How 'bout it?)
'Cause I miss the stupid things that we do, ooh (Ooh)
"
236,247,SoberG-Eazy,"[Chorus]
Oh, I know that I'll regret this when I'm sober
But, every shot I'm getting closer, getting closer
Is it true that 80 proof is the reason I'm with you?
Oh, I know that I'll regret this when it's over
[Post-Chorus]
Oooo-oooo ooo ooo (you know)
Oooo-oooo ooo (story of my fucking life, haha)
I just know that I'll regret this when it's over
[Verse 1]
Eazy
Uh, yeah, I might regret this when tomorrow comes
But, them drunk nights are more fun than sober ones
With every shot, they're like ""Aw, here Kobe comes!""
But I got this bad bitch tryna to throw me buns
If I listened to my Uncs, all them older ones
They all talk about karma, how it slowly comes (uh)
But, life is short, enjoy it while you're young
Spend my bank account tonight and have to borrow funds
It all started with a light glass
Now I'm asking ""How long could tonight last?""
Man, she had an eeh face with a tight ass
If I had a shot less, then I might pass
But, I'm faded and I got a little sedated
I can't believe we made it, every night we celebrate it
I live like Jim Morrison, no telling where I'll take it
I take her to my room and I tell her ""Get naked""
[Chorus]
Oh, I know that I'll regret this when I'm sober
But, every shot I'm getting closer, getting closer
Is it true that 80 proof is the reason I'm with you?
Oh, I know that I'll regret this when it's over
[Post-Chorus]
Oooo-oooo ooo ooo, Oooo-oooo ooo
I just know that I'll regret this when it's over
Oooo-oooo ooo ooo, Oooo-oooo ooo
I just know that I'll regret this when it's over
[Verse 2]
I slipped up with my ex and I smashed again
Stayed over, now she's about to get attached again
Walls built up around, they come crashing in
Passed out at 6 A.M., but she's up at 10
Doing this was not in my plans
She got up and saw rubbers in the trash can
Hoop earrings, some bitch left on my nightstand
Cussed me out and stormed off like ""Alright then"" (uh)
On both sides, that was bad for 'em
Why do people do things that be bad for 'em?
Say we done with these things, then we ask for 'em
When the sun comes down, then we transform
Yeah, you can probably bet this
By this time tomorrow, I'll probably regret this
Try, but it all falls down like Tetris
No telling where an 80 proof gets us
[Chorus]
Oh, I know that I'll regret this when I'm sober
But, every shot I'm getting closer, getting closer
Is it true that 80 proof is the reason I'm with you?
Oh, I know that I'll regret this when it's over
[Post-Chorus]
Oooo-oooo ooo ooo, Oooo-oooo ooo
I just know that I'll regret this when it's over
Oooo-oooo ooo ooo, Oooo-oooo ooo
I just know that I'll regret this when it's over
"
237,248,Back To YouSelena Gomez,"[Verse 1]
Took you like a shot
Thought that I could chase you with a cold evenin'
Let a couple years water down how I’m feelin' about you
(Feelin' about you)
And every time we talk
Every single word builds up to this moment
And I gotta convince myself I don’t want it
Even though I do (even though I do)
[Pre-Chorus]
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I’d go back to you
[Post-Chorus]
I know I’d go back to you, oh
I know I'd go back to you
[Verse 2]
We never got it right
Playin’ and replayin' old conversations
Overthinkin' every word and I hate it
'Cause it’s not me ('cause it's not me, 'cause it's not me)
And what's the point in hidin'?
Everybody knows, we got unfinished business
And I'll regret it if I didn't say
This isn't what it could be (isn't what it could be)
[Pre-Chorus]
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I'd go back to you
[Post-Chorus]
I know I'd go back to you
I know I'd go back to you
I'd go back to you
I'd go back to you
I know I said I wasn't sure
But I'd go back to you
I know I'd go back to you
[Bridge]
You can break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
Won't lie, I'd go back to you
You know, my thoughts are runnin' loose
It's just a thing you make me do
And I could fight, but what's the use?
I know I'd go back to you
[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I'd go back to you
[Post-Chorus]
I'll go back to you
I'll go back to you
I know I'd go back to you
I'd go back to you, I'd go back to you
I know I'd go back to you
(Go back to you, go back to you)
(Go back to you, go back to you)
(Go back to you, go back to you)
"
238,249,FamiliarLiam Payne,"[Intro]
J Balvin, man
Liam Payne
My G
[Verse 1]
It's simple, you dip low
Your hips roll, you do the Calypso
An intro is all that I need, oh, yeah
Y empiezo primero
Tú sabes lo que me refiero
De cero, sabes que estoy pa' ti
[Pre-Chorus]
Oh, ooh, I just wanted to get your name (Ah)
But if it's cool, I wanna get inside your brain
[Chorus]
Can we get famili-famili-famili-familiar? (Yeah)
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya (Hey)
What's on your mind for later tonight? (Ah)
Let me be the one to fill it up
Can we get famili-famili-famili-familiar?
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya (Hey)
What's on your mind for later tonight? (Woo)
Let me be the one to fill it up
Can we get
[Verse 2]
Your waistline, the bassline (Bass)
In real life, don't wanna no FaceTime
'Cause great minds, they think just the same (Hey, yeah)
You're shaped like vibrato
A model or some kind of bottle
Well, pour up 'cause I want a taste, a taste
[Pre-Chorus]
Oh, ooh, I just wanted to get your name
Sólo quería tu nombre, bebé
But if it's cool, I wanna get inside your brain
[Chorus]
Can we get famili-famili-famili-familiar? (Familiar)
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya (Familiar)
What's on your mind for later tonight?
Let me be the one to fill it up (Okay)
Can we get famili-famili-famili-familiar? (Woo)
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya (Feelin' ya)
What's on your mind for later tonight? (Ooh)
Let me be the one to fill it up
Can we get
[Bridge]
Ah (Solamente tú y yo)
Ah, ah, ah (Solamente tú y yo)
Ah (Yeah)
Let me be the one to fill it up
Can we get
[Verse 3]
Quisiera que tú y yo nos familiaricemos
Un poco de química y el party prendemos
Olvida las criticas, así nos entendemos
¿Qué tú crees si en tu mente nos metemos?
Señorita, qué necesita
Sería mucho mejor si participa
Así de lejos no, mejor cerquita
Yo voy a hacerte todo lo que me permita
Y sabes que lo que te pones te queda bien (Te queda bien)
Y me caes mucho mejor que un billete de cien
[Chorus]
Can we get famili-famili-famili-familiar?
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya
What's on your mind for later tonight?
Let me be the one to fill it up
Can we get famili-famili-famili-familiar?
I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya
What's on your mind for later tonight?
Let me be the one to fill it up
Can we get
[Outro]
Ah (Baby, can we get familiar?)
Ah, ah, ah (I just wanna get to know ya)
Ah (Baby, can we get familiar?)
Let me be the one to fill it up
Can we get
Ah (Baby, can we get familiar?)
Ah, ah, ah (I just wanna get to know ya)
Ah (Baby, can we get familiar?)
Let me be the one to fill it up (Ooh)
Can we get
"
