,Title,Artist
1339,Love Yourself,Justin Bieber
1340,Used To Love You,Gwen Stefani
1341,Cake By The Ocean,DNCE
1342,Irresistible,Fall Out Boy
1343,One Call Away,Charlie Puth
1344,New Americana,Halsey
1345,My House,Flo Rida
1346,Focus,Ariana Grande
1347,Hollow,Tori Kelly
1348,Renegades,X Ambassadors
1349,The Fix,Nelly Featuring Jeremih
1350,679,Fetty Wap Featuring Remy Boyz
1351,When We Were Young,Adele
1352,White Iverson,Post Malone
1353,Sugar,Robin Schulz Featuring Francesco Yates
1354,Get Ugly,Jason Derulo
1355,Zero,Chris Brown
1356,Stand By You,Rachel Platten
1357,Player,Tinashe Featuring Chris Brown
1358,Can't Sleep Love,Pentatonix
1359,Make Up,R. City Featuring Chloe Angelides
1360,My House,Flo Rida
1361,Stressed Out,twenty one pilots
1362,Love Yourself,Justin Bieber
1363,Hands To Myself,Selena Gomez
1364,"Me, Myself & I",G-Eazy x Bebe Rexha
1365,Cake By The Ocean,DNCE
1366,Pillowtalk,Zayn
1367,Work,Rihanna Featuring Drake
1368,I Took A Pill In Ibiza,Mike Posner
1369,Roses,The Chainsmokers Featuring Rozes
1370,One Call Away,Charlie Puth
1371,Sorry,Justin Bieber
1372,No,Meghan Trainor
1373,7 Years,Lukas Graham
1374,Never Forget You,Zara Larsson & MNEK
1375,Work From Home,Fifth Harmony Featuring Ty Dolla $ign
1376,Middle,DJ Snake Featuring Bipolar Sunshine
1377,Sugar,Robin Schulz Featuring Francesco Yates
1378,New Romantics,Taylor Swift
1379,In The Night,The Weeknd
1380,Company,Justin Bieber
1381,Something In The Way You Move,Ellie Goulding
1382,Dangerous Woman,Ariana Grande
1383,Youth,Troye Sivan
1384,Wild Things,Alessia Cara
1385,Sound Of Your Heart,Shawn Hook
1386,Make Me Like You,Gwen Stefani
1387,Something New,Zendaya Featuring Chris Brown
1388,Stand By You,Rachel Platten
1389,Let It Go,James Bay
1390,Over And Over Again,Nathan Sykes Featuring Ariana Grande
1391,Lost Boy,Ruth B
1392,Stole The Show,Kygo Featuring Parson James
1393,Die A Happy Man,Nelly
1394,Don't Let Me Down,The Chainsmokers Featuring Daya
1395,Victorious,Panic! At The Disco
1396,When We Were Young,Adele
1397,Rock Bottom,Hailee Steinfeld Featuring DNCE
1398,Colors,Halsey
1399,Coming Over,Dillon Francis & Kygo Featuring James Hersey
1400,Pillowtalk,Zayn
1401,I Took A Pill In Ibiza,Mike Posner
1402,7 Years,Lukas Graham
1403,"Me, Myself & I",G-Eazy x Bebe Rexha
1404,Cake By The Ocean,DNCE
1405,Love Yourself,Justin Bieber
1406,No,Meghan Trainor
1407,Work From Home,Fifth Harmony Featuring Ty Dolla $ign
1408,My House,Flo Rida
1409,Never Forget You,Zara Larsson & MNEK
1410,Stressed Out,twenty one pilots
1411,Dangerous Woman,Ariana Grande
1412,Middle,DJ Snake Featuring Bipolar Sunshine
1413,Don't Let Me Down,The Chainsmokers Featuring Daya
1414,Hands To Myself,Selena Gomez
1415,Close,Nick Jonas Featuring Tove Lo
1416,Company,Justin Bieber
1417,Wild Things,Alessia Cara
1418,Youth,Troye Sivan
1419,If It Ain't Love,Jason Derulo
1420,Let It Go,James Bay
1421,One Dance,Drake Featuring WizKid & Kyla
1422,Work,Rihanna Featuring Drake
1423,Lost Boy,Ruth B
1424,Team,Iggy Azalea
1425,Kiss It Better,Rihanna
1426,Just Like Fire,P!nk
1427,You Don't Own Me,Grace Featuring G-Eazy
1428,Messin' Around,Pitbull Featuring Enrique Iglesias
1429,Never Be Like You,Flume Featuring Kai
1430,Make Me Like You,Gwen Stefani
1431,Sugar,Robin Schulz Featuring Francesco Yates
1432,New Romantics,Taylor Swift
1433,Cheap Thrills,Sia Featuring Sean Paul
1434,Ride,twenty one pilots
1435,Victorious,Panic! At The Disco
1436,Light It Up,Major Lazer Featuring Nyla & Fuse ODG
1437,Rock Bottom,Hailee Steinfeld Featuring DNCE
1438,Oui,Jeremih
1439,"Sit Still, Look Pretty",Daya
1440,Can't Stop The Feeling!,Justin Timberlake
1441,Don't Let Me Down,The Chainsmokers Featuring Daya
1442,One Dance,Drake Featuring WizKid & Kyla
1443,Dangerous Woman,Ariana Grande
1444,Work From Home,Fifth Harmony Featuring Ty Dolla $ign
1445,This Is What You Came For,Calvin Harris Featuring Rihanna
1446,I Took A Pill In Ibiza,Mike Posner
1447,Let It Go,James Bay
1448,Cheap Thrills,Sia Featuring Sean Paul
1449,Close,Nick Jonas Featuring Tove Lo
1450,Ride,twenty one pilots
1451,Pillowtalk,Zayn
1452,Just Like Fire,P!nk
1453,7 Years,Lukas Graham
1454,Kill Em With Kindness,Selena Gomez
1455,Me Too,Meghan Trainor
1456,Lost Boy,Ruth B
1457,Don't Mind,Kent Jones
1458,Never Forget You,Zara Larsson & MNEK
1459,Wild Things,Alessia Cara
1460,Panda,Desiigner
1461,You Don't Own Me,Grace Featuring G-Eazy
1462,Treat You Better,Shawn Mendes
1463,Never Be Like You,Flume Featuring Kai
1464,Toothbrush,DNCE
1465,Send My Love (To Your New Lover),Adele
1466,"Sit Still, Look Pretty",Daya
1467,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
1468,Wherever I Go,OneRepublic
1469,No Broken Hearts,Bebe Rexha Featuring Nicki Minaj
1470,Like I Would,Zayn
1471,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
1472,Gold,Kiiara
1473,Brand New,Ben Rector
1474,Needed Me,Rihanna
1475,Messin' Around,Pitbull Featuring Enrique Iglesias
1476,Sorry,Beyonce
1477,Hymn For The Weekend,Coldplay
1478,All About Us,Jordan Fisher
1479,Too Good,Drake Featuring Rihanna
1480,Cheap Thrills,Sia Featuring Sean Paul
1481,This Is What You Came For,Calvin Harris Featuring Rihanna
1482,Don't Let Me Down,The Chainsmokers Featuring Daya
1483,One Dance,Drake Featuring WizKid & Kyla
1484,Ride,twenty one pilots
1485,Can't Stop The Feeling!,Justin Timberlake
1486,Just Like Fire,P!nk
1487,Don't Mind,Kent Jones
1488,Treat You Better,Shawn Mendes
1489,Dangerous Woman,Ariana Grande
1490,Send My Love (To Your New Lover),Adele
1491,Me Too,Meghan Trainor
1492,I Took A Pill In Ibiza,Mike Posner
1493,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
1494,Never Be Like You,Flume Featuring Kai
1495,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
1496,Into You,Ariana Grande
1497,Toothbrush,DNCE
1498,Close,Nick Jonas Featuring Tove Lo
1499,"Sit Still, Look Pretty",Daya
1500,Needed Me,Rihanna
1501,Gold,Kiiara
1502,Too Good,Drake Featuring Rihanna
1503,Make Me...,Britney Spears Featuring G-Eazy
1504,Cold Water,Major Lazer Featuring Justin Bieber & MO
1505,All About Us,Jordan Fisher
1506,Mama Said,Lukas Graham
1507,Wherever I Go,OneRepublic
1508,Brand New,Ben Rector
1509,For Free,DJ Khaled Featuring Drake
1510,Hymn For The Weekend,Coldplay
1511,Don't You Need Somebody,"RedOne Featuring Enrique Iglesias, R. City, Serayah & Shaggy"
1512,Rise,Katy Perry
1513,Wild,Troye Sivan Featuring Alessia Cara
1514,I Hate U I Love U,gnash Featuring Olivia O'Brien
1515,This Girl,Kungs vs Cookin' On 3 Burners
1516,With You Tonight,Nicky Jam
1517,The Sound,The 1975
1518,Like I Would,Zayn
1519,You & Me,Marc E. Bassy Featuring G-Eazy
1520,Closer,The Chainsmokers Featuring Halsey
1521,Heathens,twenty one pilots
1522,Let Me Love You,DJ Snake Featuring Justin Bieber
1523,Starboy,The Weeknd Featuring Daft Punk
1524,Treat You Better,Shawn Mendes
1525,Gold,Kiiara
1526,Cold Water,Major Lazer Featuring Justin Bieber & MO
1527,"Sit Still, Look Pretty",Daya
1528,I Hate U I Love U,gnash Featuring Olivia O'Brien
1529,24K Magic,Bruno Mars
1530,Cheap Thrills,Sia Featuring Sean Paul
1531,Side To Side,Ariana Grande Featuring Nicki Minaj
1532,My Way,Calvin Harris
1533,Starving,Hailee Steinfeld & Grey Featuring Zedd
1534,Scars To Your Beautiful,Alessia Cara
1535,The Greatest,Sia Featuring Kendrick Lamar
1536,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1537,Unsteady,X Ambassadors
1538,Luv,Tory Lanez
1539,All Time Low,Jon Bellion
1540,This Town,Niall Horan
1541,Hymn For The Weekend,Coldplay
1542,Too Good,Drake Featuring Rihanna
1543,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
1544,Into You,Ariana Grande
1545,In The Name Of Love,Martin Garrix & Bebe Rexha
1546,That's My Girl,Fifth Harmony
1547,Capsize,Frenship & Emily Warren
1548,All On You,Nick Fradiani
1549,Fade,Kanye West
1550,Broccoli,D.R.A.M. Featuring Lil Yachty
1551,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis
1552,Needed Me,Rihanna
1553,Ain't My Fault,Zara Larsson
1554,Love Me Now,John Legend
1555,Body Moves,DNCE
1556,This Girl,Kungs vs Cookin' On 3 Burners
1557,Blow Your Mind (Mwah),Dua Lipa
1558,Cool Girl,Tove Lo
1559,Love On The Brain,Rihanna
1560,Closer,The Chainsmokers Featuring Halsey
1561,Let Me Love You,DJ Snake Featuring Justin Bieber
1562,Starboy,The Weeknd Featuring Daft Punk
1563,Side To Side,Ariana Grande Featuring Nicki Minaj
1564,Heathens,twenty one pilots
1565,I Hate U I Love U,gnash Featuring Olivia O'Brien
1566,24K Magic,Bruno Mars
1567,Scars To Your Beautiful,Alessia Cara
1568,Starving,Hailee Steinfeld & Grey Featuring Zedd
1569,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1570,Unsteady,X Ambassadors
1571,The Greatest,Sia Featuring Kendrick Lamar
1572,Cold Water,Major Lazer Featuring Justin Bieber & MO
1573,Gold,Kiiara
1574,Treat You Better,Shawn Mendes
1575,All Time Low,Jon Bellion
1576,This Town,Niall Horan
1577,In The Name Of Love,Martin Garrix & Bebe Rexha
1578,Love On The Brain,Rihanna
1579,That's My Girl,Fifth Harmony
1580,Mercy,Shawn Mendes
1581,Bad Things,Machine Gun Kelly x Camila Cabello
1582,Broccoli,D.R.A.M. Featuring Lil Yachty
1583,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis
1584,Capsize,Frenship & Emily Warren
1585,Love Me Now,John Legend
1586,Fade,Kanye West
1587,Ain't My Fault,Zara Larsson
1588,Blow Your Mind (Mwah),Dua Lipa
1589,Body Moves,DNCE
1590,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
1591,Water Under The Bridge,Adele
1592,Kids,OneRepublic
1593,All On You,Nick Fradiani
1594,Black Beatles,Rae Sremmurd Featuring Gucci Mane
1595,Guys My Age,Hey Violet
1596,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
1597,Luv,Tory Lanez
1598,Lookin' Like That,Jordan Fisher
1599,Bailar,Deorro Featuring Pitbull & Elvis Crespo
1600,Uptown Funk!,Mark Ronson Featuring Bruno Mars
1601,Blank Space,Taylor Swift
1602,Jealous,Nick Jonas
1603,I'm Not The Only One,Sam Smith
1604,Take Me To Church,Hozier
1605,Love Me Harder,Ariana Grande & The Weeknd
1606,Lips Are Movin,Meghan Trainor
1607,Thinking Out Loud,Ed Sheeran
1608,The Heart Wants What It Wants,Selena Gomez
1609,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence
1610,Heroes (We Could Be),Alesso Featuring Tove Lo
1611,Animals,Maroon 5
1612,Prayer In C,Lillywood & Robin Schulz
1613,Ghost,Ella Henderson
1614,Centuries,Fall Out Boy
1615,Time Of Our Lives,Pitbull & Ne-Yo
1616,Stuck On A Feeling,Prince Royce Featuring Snoop Dogg
1617,I Lived,OneRepublic
1618,Blame,Calvin Harris Featuring John Newman
1619,Style,Taylor Swift
1620,Sledgehammer,Fifth Harmony
1621,Night Changes,One Direction
1622,Sugar,Maroon 5
1623,Outside,Calvin Harris Featuring Ellie Goulding
1624,Tuesday,I LOVE MAKONNEN Featuring Drake
1625,I Don't Mind,Usher Featuring Juicy J
1626,Love Me Like You Do,Ellie Goulding
1627,Riptide,Vance Joy
1628,All About It,Hoodie Allen Featuring Ed Sheeran
1629,Heartbeat Song,Kelly Clarkson
1630,She Knows,Ne-Yo Featuring Juicy J
1631,What I Like About You,5 Seconds Of Summer
1632,I Don't F**k With You,Big Sean Featuring E-40
1633,Can't Stop Dancin,Becky G
1634,Beg For It,Iggy Azalea Featuring M0
1635,Chains,Nick Jonas
1636,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney
1637,Somebody,Natalie La Rose Featuring Jeremih
1638,Talking Body,Tove Lo
1639,Stolen Dance,Milky Chance
1640,Uptown Funk!,Mark Ronson Featuring Bruno Mars
1641,Thinking Out Loud,Ed Sheeran
1642,Take Me To Church,Hozier
1643,Style,Taylor Swift
1644,Lips Are Movin,Meghan Trainor
1645,Time Of Our Lives,Pitbull & Ne-Yo
1646,Blank Space,Taylor Swift
1647,Sugar,Maroon 5
1648,Prayer In C,Lillywood & Robin Schulz
1649,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney
1650,Ghost,Ella Henderson
1651,Jealous,Nick Jonas
1652,Centuries,Fall Out Boy
1653,Love Me Like You Do,Ellie Goulding
1654,I'm Not The Only One,Sam Smith
1655,Outside,Calvin Harris Featuring Ellie Goulding
1656,Night Changes,One Direction
1657,I Don't Mind,Usher Featuring Juicy J
1658,Love Me Harder,Ariana Grande & The Weeknd
1659,She Knows,Ne-Yo Featuring Juicy J
1660,Somebody,Natalie La Rose Featuring Jeremih
1661,Chains,Nick Jonas
1662,Heartbeat Song,Kelly Clarkson
1663,One Last Time,Ariana Grande
1664,The Heart Wants What It Wants,Selena Gomez
1665,Riptide,Vance Joy
1666,Stuck On A Feeling,Prince Royce Featuring Snoop Dogg
1667,I Lived,OneRepublic
1668,Talking Body,Tove Lo
1669,Nobody Love,Tori Kelly
1670,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
1671,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne
1672,Lay Me Down,Sam Smith
1673,Masterpiece,Jessie J
1674,I Bet My Life,Imagine Dragons
1675,Living For Love,Madonna
1676,Bright,Echosmith
1677,Shut Up And Dance,WALK THE MOON
1678,Earned It (Fifty Shades Of Grey),The Weeknd
1679,Surrender,Cash Cash
1680,See You Again,Wiz Khalifa Featuring Charlie Puth
1681,Want To Want Me,Jason Derulo
1682,Shut Up And Dance,WALK THE MOON
1683,Earned It (Fifty Shades Of Grey),The Weeknd
1684,Love Me Like You Do,Ellie Goulding
1685,Talking Body,Tove Lo
1686,Chains,Nick Jonas
1687,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
1688,You Know You Like It,DJ Snake & AlunaGeorge
1689,Sugar,Maroon 5
1690,Somebody,Natalie La Rose Featuring Jeremih
1691,Worth It,Fifth Harmony Featuring Kid Ink
1692,Bad Blood,Taylor Swift Featuring Kendrick Lamar
1693,Style,Taylor Swift
1694,Uptown Funk!,Mark Ronson Featuring Bruno Mars
1695,One Last Time,Ariana Grande
1696,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
1697,"Honey, I'm Good.",Andy Grammer
1698,Dear Future Husband,Meghan Trainor
1699,Bright,Echosmith
1700,This Summer's Gonna Hurt...,Maroon 5
1701,Where Are U Now,Skrillex & Diplo With Justin Bieber
1702,Trap Queen,Fetty Wap
1703,The Night Is Still Young,Nicki Minaj
1704,Budapest,George Ezra
1705,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
1706,Elastic Heart,Sia
1707,Pretty Girls,Britney Spears & Iggy Azalea
1708,Cheerleader,OMI
1709,Geronimo,Sheppard
1710,I Really Like You,Carly Rae Jepsen
1711,Fun,Pitbull Featuring Chris Brown
1712,Pray To God,Calvin Harris Featuring HAIM
1713,Photograph,Ed Sheeran
1714,OctaHate,Ryn Weaver
1715,American Oxygen,Rihanna
1716,Lean On,Major Lazer & DJ Snake Featuring MO
1717,Don't Look Down,Martin Garrix Featuring Usher
1718,Ghost Town,Adam Lambert
1719,Uma Thurman,Fall Out Boy
1720,Bad Blood,Taylor Swift Featuring Kendrick Lamar
1721,Shut Up And Dance,WALK THE MOON
1722,See You Again,Wiz Khalifa Featuring Charlie Puth
1723,Want To Want Me,Jason Derulo
1724,Talking Body,Tove Lo
1725,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
1726,You Know You Like It,DJ Snake & AlunaGeorge
1727,Worth It,Fifth Harmony Featuring Kid Ink
1728,"Honey, I'm Good.",Andy Grammer
1729,Cheerleader,OMI
1730,This Summer's Gonna Hurt...,Maroon 5
1731,Where Are U Now,Skrillex & Diplo With Justin Bieber
1732,Lean On,Major Lazer & DJ Snake Featuring MO
1733,The Night Is Still Young,Nicki Minaj
1734,Elastic Heart,Sia
1735,Can't Feel My Face,The Weeknd
1736,Earned It (Fifty Shades Of Grey),The Weeknd
1737,Bright,Echosmith
1738,Budapest,George Ezra
1739,Photograph,Ed Sheeran
1740,Fun,Pitbull Featuring Chris Brown
1741,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
1742,Fight Song,Rachel Platten
1743,Uma Thurman,Fall Out Boy
1744,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
1745,Trap Queen,Fetty Wap
1746,One Last Time,Ariana Grande
1747,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
1748,Beautiful Now,Zedd Featuring Jon Bellion
1749,Take Your Time,Sam Hunt
1750,Ghost Town,Adam Lambert
1751,Should've Been Us,Tori Kelly
1752,Stitches,Shawn Mendes
1753,Tonight Belongs To U!,Jeremih Featuring Flo Rida
1754,Pray To God,Calvin Harris Featuring HAIM
1755,Like I Can,Sam Smith
1756,King,Years & Years
1757,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
1758,Beautiful Life,Nick Fradiani
1759,Good Thing,Sage The Gemini Featuring Nick Jonas
1760,Good For You,Selena Gomez Featuring A$AP Rocky
1761,Lean On,Major Lazer & DJ Snake Featuring MO
1762,Cool For The Summer,Demi Lovato
1763,Locked Away,R. City Featuring Adam Levine
1764,Can't Feel My Face,The Weeknd
1765,Photograph,Ed Sheeran
1766,The Hills,The Weeknd
1767,Uma Thurman,Fall Out Boy
1768,What Do You Mean?,Justin Bieber
1769,Wildest Dreams,Taylor Swift
1770,Stitches,Shawn Mendes
1771,Cheerleader,OMI
1772,Drag Me Down,One Direction
1773,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
1774,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
1775,Love Myself,Hailee Steinfeld
1776,Bad Blood,Taylor Swift Featuring Kendrick Lamar
1777,Levels,Nick Jonas
1778,Fight Song,Rachel Platten
1779,Ghost Town,Adam Lambert
1780,Renegades,X Ambassadors
1781,How Deep Is Your Love,Calvin Harris & Disciples
1782,Ex's & Oh's,Elle King
1783,Black Magic,Little Mix
1784,Here,Alessia Cara
1785,She's Kinda Hot,5 Seconds Of Summer
1786,Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley
1787,Back Together,Robin Thicke Featuring Nicki Minaj
1788,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
1789,Hold Each Other,A Great Big World Featuring FUTURISTIC
1790,Hold My Hand,Jess Glynne
1791,Hide Away,Daya
1792,On My Mind,Ellie Goulding
1793,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
1794,Firestone,Kygo Featuring Conrad
1795,Same Old Love,Selena Gomez
1796,Beautiful Now,Zedd Featuring Jon Bellion
1797,Watch Me,Silento
1798,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
1799,Hotline Bling,Drake
1800,Wildest Dreams,Taylor Swift
1801,What Do You Mean?,Justin Bieber
1802,The Hills,The Weeknd
1803,Stitches,Shawn Mendes
1804,Locked Away,R. City Featuring Adam Levine
1805,Drag Me Down,One Direction
1806,Hotline Bling,Drake
1807,Good For You,Selena Gomez Featuring A$AP Rocky
1808,Renegades,X Ambassadors
1809,On My Mind,Ellie Goulding
1810,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
1811,Ex's & Oh's,Elle King
1812,Lean On,Major Lazer & DJ Snake Featuring MO
1813,Here,Alessia Cara
1814,Can't Feel My Face,The Weeknd
1815,Same Old Love,Selena Gomez
1816,How Deep Is Your Love,Calvin Harris & Disciples
1817,Love Myself,Hailee Steinfeld
1818,Levels,Nick Jonas
1819,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
1820,Confident,Demi Lovato
1821,Lay It All On Me,Rudimental Featuring Ed Sheeran
1822,Cool For The Summer,Demi Lovato
1823,Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley
1824,Hide Away,Daya
1825,679,Fetty Wap Featuring Remy Boyz
1826,Hold Me Up,Conrad Sewell
1827,Hold My Hand,Jess Glynne
1828,Sorry,Justin Bieber
1829,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
1830,Hey Everybody!,5 Seconds Of Summer
1831,Cake By The Ocean,DNCE
1832,Something Better,Audien Featuring Lady Antebellum
1833,Feelings,Maroon 5
1834,Hello,Adele
1835,Perfect,One Direction
1836,Roses,The Chainsmokers Featuring Rozes
1837,Break A Sweat,Becky G
1838,That's How You Know,Nico & Vinz Featuring Kid Ink & Bebe Rexha
1839,Hula Hoop,OMI
1840,Hello,Adele
1841,Stitches,Shawn Mendes
1842,Hotline Bling,Drake
1843,Wildest Dreams,Taylor Swift
1844,On My Mind,Ellie Goulding
1845,Same Old Love,Selena Gomez
1846,Ex's & Oh's,Elle King
1847,Here,Alessia Cara
1848,The Hills,The Weeknd
1849,What Do You Mean?,Justin Bieber
1850,Sorry,Justin Bieber
1851,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
1852,Focus,Ariana Grande
1853,Confident,Demi Lovato
1854,Renegades,X Ambassadors
1855,Locked Away,R. City Featuring Adam Levine
1856,Lay It All On Me,Rudimental Featuring Ed Sheeran
1857,Drag Me Down,One Direction
1858,679,Fetty Wap Featuring Remy Boyz
1859,Perfect,One Direction
1860,Hide Away,Daya
1861,In The Night,The Weeknd
1862,Hey Everybody!,5 Seconds Of Summer
1863,Roses,The Chainsmokers Featuring Rozes
1864,Cake By The Ocean,DNCE
1865,Used To Love You,Gwen Stefani
1866,How Deep Is Your Love,Calvin Harris & Disciples
1867,Irresistible,Fall Out Boy
1868,New Americana,Halsey
1869,The Fix,Nelly Featuring Jeremih
1870,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
1871,Something Better,Audien Featuring Lady Antebellum
1872,One Call Away,Charlie Puth
1873,Stressed Out,twenty one pilots
1874,Hold Me Up,Conrad Sewell
1875,That's How You Know,Nico & Vinz Featuring Kid Ink & Bebe Rexha
1876,My House,Flo Rida
1877,Hollow,Tori Kelly
1878,Only Love,Shaggy Featuring Pitbull & Gene Noble
1879,Can't Sleep Love,Pentatonix
1880,The Monster,Eminem Featuring Rihanna
1881,Counting Stars,OneRepublic
1882,Timber,Pitbull Featuring Ke$ha
1883,Demons,Imagine Dragons
1884,Wake Me Up!,Avicii
1885,Stay The Night,Zedd Featuring Hayley Williams
1886,Sweater Weather,The Neighbourhood
1887,Do What U Want,Lady Gaga Featuring R. Kelly
1888,Burn,Ellie Goulding
1889,Wrecking Ball,Miley Cyrus
1890,Let Her Go,Passenger
1891,Royals,Lorde
1892,Story Of My Life,One Direction
1893,"Hold On, We're Going Home",Drake Featuring Majid Jordan
1894,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
1895,Unconditionally,Katy Perry
1896,Team,Lorde
1897,Say Something,A Great Big World & Christina Aguilera
1898,Applause,Lady Gaga
1899,Roar,Katy Perry
1900,Pompeii,Bastille
1901,Marry Me,Jason Derulo
1902,Slow Down,Selena Gomez
1903,Love Me Again,John Newman
1904,Dark Horse,Katy Perry Featuring Juicy J
1905,Perfume,Britney Spears
1906,Replay,Zendaya
1907,Alone Together,Fall Out Boy
1908,Brave,Sara Bareilles
1909,TKO,Justin Timberlake
1910,How I Feel,Flo Rida
1911,Thinking About You,Calvin Harris Featuring Ayah Marar
1912,Young Girls,Bruno Mars
1913,Neon Lights,Demi Lovato
1914,Old School Love,Lupe Fiasco Featuring Ed Sheeran
1915,Heart Attack,Enrique Iglesias
1916,Hey Brother,Avicii
1917,Best Day Of My Life,American Authors
1918,Harlem,New Politics
1919,Feel Good,Robin Thicke
1920,Timber,Pitbull Featuring Ke$ha
1921,Counting Stars,OneRepublic
1922,The Monster,Eminem Featuring Rihanna
1923,Burn,Ellie Goulding
1924,Dark Horse,Katy Perry Featuring Juicy J
1925,Story Of My Life,One Direction
1926,Stay The Night,Zedd Featuring Hayley Williams
1927,Do What U Want,Lady Gaga Featuring R. Kelly
1928,Let Her Go,Passenger
1929,Demons,Imagine Dragons
1930,Team,Lorde
1931,Say Something,A Great Big World & Christina Aguilera
1932,Wake Me Up!,Avicii
1933,Sweater Weather,The Neighbourhood
1934,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
1935,Pompeii,Bastille
1936,Love Me Again,John Newman
1937,Young Girls,Bruno Mars
1938,XO,Beyonce
1939,Wrecking Ball,Miley Cyrus
1940,Adore You,Miley Cyrus
1941,Replay,Zendaya
1942,Talk Dirty,Jason Derulo Featuring 2 Chainz
1943,Neon Lights,Demi Lovato
1944,Brave,Sara Bareilles
1945,Thinking About You,Calvin Harris Featuring Ayah Marar
1946,Take Me Home,Cash Cash Featuring Bebe Rexha
1947,How I Feel,Flo Rida
1948,Chocolate,The 1975
1949,Hey Brother,Avicii
1950,Can't Remember To Forget You,Shakira Featuring Rihanna
1951,Best Day Of My Life,American Authors
1952,Alone Together,Fall Out Boy
1953,Animals,Martin Garrix
1954,TKO,Justin Timberlake
1955,Keep Me Crazy,Chris Wallace
1956,Perfume,Britney Spears
1957,Unconditionally,Katy Perry
1958,Classic,MKTO
1959,Show Me,Kid Ink Featuring Chris Brown
1960,Dark Horse,Katy Perry Featuring Juicy J
1961,Counting Stars,OneRepublic
1962,Burn,Ellie Goulding
1963,Timber,Pitbull Featuring Ke$ha
1964,Story Of My Life,One Direction
1965,Team,Lorde
1966,Pompeii,Bastille
1967,Say Something,A Great Big World & Christina Aguilera
1968,Let Her Go,Passenger
1969,Talk Dirty,Jason Derulo Featuring 2 Chainz
1970,The Monster,Eminem Featuring Rihanna
1971,Happy,Pharrell Williams
1972,Young Girls,Bruno Mars
1973,Love Me Again,John Newman
1974,Adore You,Miley Cyrus
1975,The Man,Aloe Blacc
1976,Take Me Home,Cash Cash Featuring Bebe Rexha
1977,Neon Lights,Demi Lovato
1978,Stay The Night,Zedd Featuring Hayley Williams
1979,Hey Brother,Avicii
1980,Replay,Zendaya
1981,Best Day Of My Life,American Authors
1982,Thinking About You,Calvin Harris Featuring Ayah Marar
1983,Can't Remember To Forget You,Shakira Featuring Rihanna
1984,Chocolate,The 1975
1985,Brave,Sara Bareilles
1986,Show Me,Kid Ink Featuring Chris Brown
1987,Drunk In Love,Beyonce Featuring Jay Z
1988,Animals,Martin Garrix
1989,All Of Me,John Legend
1990,Do What U Want,Lady Gaga Featuring R. Kelly
1991,La La La,Naughty Boy Featuring Sam Smith
1992,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
1993,Classic,MKTO
