,Title,Artist
1709,I Fall Apart,Post Malone
1710,Wild Thoughts,DJ Khaled
1711,Do Re Mi,blackbear
1712,Love Galore,SZA
1713,No Limit,G-Eazy
1714,The Weekend,SZA
1715,Crew,GoldLink
1716,Butterfly Effect,Travis Scott
1717,I'm The One,DJ Khaled
1718,Pills And Automobiles,Chris Brown
1719,The Way Life Goes,Lil Uzi Vert
1720,Roll In Peace,Kodak Black
1721,The Race,Tay-K
1722,Plain Jane,A$AP Ferg
1723,Jocelyn Flores,XXXTENTACION
1724,Transportin,Kodak Black
1725,Relationship,Young Thug
1726,It's A Vibe,2 Chainz
1727,Curve,Gucci Mane
1728,F**k Love,XXXTENTACION
1729,Go Flex,Post Malone
1730,Sauce It Up,Lil Uzi Vert
1731,High End,Chris Brown
1732,Sky Walker,Miguel
1733,B.E.D.,Jacquees
1734,Let You Down,NF
1735,Questions,Chris Brown
1736,Too Hotty,"Quavo, Takeoff"
1737,Feels,Calvin Harris
1738,Stunting Ain't Nuthin,Gucci Mane
1739,Wokeuplikethis*,Playboi Carti
1740,No Promises,A Boogie Wit da Hoodie
1741,Say A,A Boogie Wit da Hoodie
1742,When We,Tank
1743,Deserve,Kris Wu
1744,Frick Da Police,RiceGum
1745,Something New,Wiz Khalifa
1746,Boss,Lil Pump
1747,Versace On The Floor,Bruno Mars
1748,Hi Bich,Bhad Bhabie
1749,Whatever You Need,Meek Mill
1750,Rockstar,Post Malone
1751,Gucci Gang,Lil Pump
1752,Bodak Yellow (Money Moves),Cardi B
1753,1-800-273-8255,Logic
1754,No Limit,G-Eazy
1755,Walk On Water,Eminem
1756,MotorSport,"Migos, Nicki Minaj"
1757,I Get The Bag,Gucci Mane
1758,Unforgettable,French Montana
1759,Rake It Up,Yo Gotti
1760,I Fall Apart,Post Malone
1761,Bank Account,21 Savage
1762,Young Dumb & Broke,Khalid
1763,The Way Life Goes,Lil Uzi Vert
1764,The Weekend,SZA
1765,Love.,Kendrick Lamar
1766,Do Re Mi,blackbear
1767,Pills And Automobiles,Chris Brown
1768,Crew,GoldLink
1769,Let You Down,NF
1770,Wild Thoughts,DJ Khaled
1771,Plain Jane,A$AP Ferg
1772,Ric Flair Drip,Offset
1773,Ghostface Killers,"21 Savage, Offset"
1774,Gummo,6ix9ine
1775,Roll In Peace,Kodak Black
1776,Sky Walker,Miguel
1777,Wanted You,NAV
1778,The Race,Tay-K
1779,Candy Paint,Post Malone
1780,Lemon,N*E*R*D
1781,Rubbin Off The Paint,YBN Nahmir
1782,F**k Love,XXXTENTACION
1783,Jocelyn Flores,XXXTENTACION
1784,Relationship,Young Thug
1785,Transportin,Kodak Black
1786,Rap Saved Me,"21 Savage, Offset"
1787,Sauce It Up,Lil Uzi Vert
1788,Questions,Chris Brown
1789,Betrayed,Lil Xan
1790,The Plan,G-Eazy
1791,Pick It Up,Famous Dex
1792,Go Flex,Post Malone
1793,Patek Water,Future
1794,No Smoke,YoungBoy Never Broke Again
1795,When We,Tank
1796,B.E.D.,Jacquees
1797,Faking It,Calvin Harris
1798,New Freezer,Rich The Kid
1799,My Choppa Hate N****s,21 Savage
1800,Here,Alessia Cara
1801,Hotline Bling,Drake
1802,In The Night,The Weeknd
1803,Jumpman,Drake
1804,Don't,Bryson Tiller
1805,"Me, Myself & I",G-Eazy x Bebe Rexha
1806,White Iverson,Post Malone
1807,The Hills,The Weeknd
1808,Antidote,Travis Scott
1809,679,Fetty Wap
1810,Say It,Tory Lanez
1811,Down In The DM,Yo Gotti
1812,Exchange,Bryson Tiller
1813,Again,Fetty Wap
1814,Best Friend,Young Thug
1815,Back To Sleep,Chris Brown
1816,Do It Like Me,DLOW
1817,Oui,Jeremih
1818,Hit The Quan,iLoveMemphis
1819,Back Up,DeJ Loaf
1820,2 Phones,Kevin Gates
1821,Big Rings,Drake
1822,The Fix,Nelly
1823,Sorry Not Sorry,Bryson Tiller
1824,$ave Dat Money,Lil Dicky
1825,Really Really,Kevin Gates
1826,WTF (Where They From),Missy Elliott
1827,Watch Out,2 Chainz
1828,Lean & Dabb,iLoveMemphis
1829,Acquainted,The Weeknd
1830,RGF Island,Fetty Wap
1831,California,Colonel Loud
1832,Bottom Of The Bottle,Curren$Y
1833,Stick Talk,Future
1834,My Beyonce,Lil Durk
1835,Promise,Kid Ink
1836,A Tale Of 2 Citiez,J. Cole
1837,Wanna Be Happy?,Kirk Franklin
1838,Jugg,Fetty Wap
1839,Sorry,Rick Ross
1840,March Madness,Future
1841,1Hunnid,K Camp
1842,Let 'Em Know,Bryson Tiller
1843,Diamonds Dancing,Drake
1844,Been That Way,Bryson Tiller
1845,Weekend,Mac Miller
1846,Pipe It Up,Migos
1847,Cut It,O.T. Genasis
1848,Right My Wrongs,Bryson Tiller
1849,Milly Rock,2 Milly
1850,Work,Rihanna
1851,"Me, Myself & I",G-Eazy x Bebe Rexha
1852,In The Night,The Weeknd
1853,Don't,Bryson Tiller
1854,Down In The DM,Yo Gotti
1855,Hotline Bling,Drake
1856,Here,Alessia Cara
1857,Jumpman,Drake
1858,The Hills,The Weeknd
1859,Say It,Tory Lanez
1860,Summer Sixteen,Drake
1861,Antidote,Travis Scott
1862,2 Phones,Kevin Gates
1863,Exchange,Bryson Tiller
1864,Oui,Jeremih
1865,Back To Sleep,Chris Brown
1866,Best Friend,Young Thug
1867,Low Life,Future
1868,Jimmy Choo,Fetty Wap
1869,Really Really,Kevin Gates
1870,Big Rings,Drake
1871,Needed Me,Rihanna
1872,X Gon' Give It To Ya,DMX
1873,Acquainted,The Weeknd
1874,Sorry Not Sorry,Bryson Tiller
1875,Might Be,DJ Luke Nasty
1876,Watch Out,2 Chainz
1877,Promise,Kid Ink
1878,Do It Like Me,DLOW
1879,Bake Sale,Wiz Khalifa
1880,Rise Up,Andra Day
1881,Cut It,O.T. Genasis
1882,Lean & Dabb,iLoveMemphis
1883,WTF (Where They From),Missy Elliott
1884,Saved,Ty Dolla $ign
1885,Formation,Beyonce
1886,Desperado,Rihanna
1887,Stick Talk,Future
1888,Something New,Zendaya
1889,Kiss It Better,Rihanna
1890,Might Not,Belly
1891,Fly S**t Only,Future
1892,Consideration,Rihanna
1893,Bottom Of The Bottle,Curren$Y
1894,Xanny Family,Future
1895,"Yeah, I Said It",Rihanna
1896,All My Friends,Snakehips
1897,Ain't No Time,Future
1898,New Level,A$AP Ferg
1899,Look At My Dab,Migos
1900,Work,Rihanna
1901,"Me, Myself & I",G-Eazy x Bebe Rexha
1902,2 Phones,Kevin Gates
1903,Don't,Bryson Tiller
1904,Down In The DM,Yo Gotti
1905,Jumpman,Drake
1906,The Hills,The Weeknd
1907,Oui,Jeremih
1908,Hotline Bling,Drake
1909,Back To Sleep,Chris Brown
1910,Exchange,Bryson Tiller
1911,Summer Sixteen,Drake
1912,Panda,Desiigner
1913,Low Life,Future
1914,Say It,Tory Lanez
1915,Here,Alessia Cara
1916,In The Night,The Weeknd
1917,Best Friend,Young Thug
1918,Really Really,Kevin Gates
1919,Needed Me,Rihanna
1920,Cut It,O.T. Genasis
1921,Promise,Kid Ink
1922,Acquainted,The Weeknd
1923,Jimmy Choo,Fetty Wap
1924,Might Not,Belly
1925,Might Be,DJ Luke Nasty
1926,Saved,Ty Dolla $ign
1927,Something New,Zendaya
1928,Sorry Not Sorry,Bryson Tiller
1929,Untitled 02 l 06.23.2014.,Kendrick Lamar
1930,Watch Out,2 Chainz
1931,Stick Talk,Future
1932,Body,Dreezy
1933,New Level,A$AP Ferg
1934,Moolah,Young Greatness
1935,Formation,Beyonce
1936,March Madness,Future
1937,All My Friends,Snakehips
1938,Untitled 07 l Levitate,Kendrick Lamar
1939,Do It Like Me,DLOW
1940,Uber Everywhere,MadeinTYO
1941,Permission,Ro James
1942,Ill Mind Of Hopsin 8,Hopsin
1943,Desperado,Rihanna
1944,Look At My Dab,Migos
1945,Sex With Me,Rihanna
1946,Bake Sale,Wiz Khalifa
1947,Lean & Dabb,iLoveMemphis
1948,Love Yourz,J. Cole
1949,Kiss It Better,Rihanna
1950,Panda,Desiigner
1951,One Dance,Drake
1952,Work,Rihanna
1953,"Me, Myself & I",G-Eazy x Bebe Rexha
1954,Purple Rain,Prince And The Revolution
1955,Low Life,Future
1956,2 Phones,Kevin Gates
1957,When Doves Cry,Prince
1958,Oui,Jeremih
1959,Needed Me,Rihanna
1960,Pop Style,Drake
1961,Kiss,Prince And The Revolution
1962,Little Red Corvette,Prince
1963,Exchange,Bryson Tiller
1964,Let's Go Crazy,Prince And The Revolution
1965,Down In The DM,Yo Gotti
1966,1999,Prince
1967,Cut It,O.T. Genasis
1968,Back To Sleep,Chris Brown
1969,Famous,Kanye West
1970,Promise,Kid Ink
1971,Father Stretch My Hands Pt. 1,Kanye West
1972,All The Way Up,"Fat Joe, Remy Ma"
1973,Summer Sixteen,Drake
1974,Really Really,Kevin Gates
1975,Kiss It Better,Rihanna
1976,Might Not,Belly
1977,Wicked,Future
1978,Body,Dreezy
1979,Uber Everywhere,MadeinTYO
1980,Moolah,Young Greatness
1981,Law,Yo Gotti
1982,Saved,Ty Dolla $ign
1983,Might Be,DJ Luke Nasty
1984,Pt. 2,Kanye West
1985,Jimmy Choo,Fetty Wap
1986,Waves,Kanye West
1987,New Level,A$AP Ferg
1988,Come And See Me,PARTYNEXTDOOR
1989,All My Friends,Snakehips
1990,Ultralight Beam,Kanye West
1991,Look Alive,Rae Sremmurd
1992,Digits,Young Thug
1993,By Chance,Rae Sremmurd
1994,FML,Kanye West
1995,Ran Off On Da Plug Twice,Plies
1996,Addicted To My Ex,M-City J.R.
1997,Sex With Me,Rihanna
1998,Permission,Ro James
1999,Order More,G-Eazy
2000,One Dance,Drake
2001,Panda,Desiigner
2002,Work,Rihanna
2003,Needed Me,Rihanna
2004,"Me, Myself & I",G-Eazy x Bebe Rexha
2005,Low Life,Future
2006,Controlla,Drake
2007,Pop Style,Drake
2008,Oui,Jeremih
2009,2 Phones,Kevin Gates
2010,Don't Mind,Kent Jones
2011,My Boo,Ghost Town DJ's
2012,Too Good,Drake
2013,Hype,Drake
2014,Sorry,Beyonce
2015,Cut It,O.T. Genasis
2016,Still Here,Drake
2017,Grammys,Drake
2018,All The Way Up,"Fat Joe, Remy Ma"
2019,Childs Play,Drake
2020,With You,Drake
2021,9,Drake
2022,Feel No Ways,Drake
2023,Wicked,Future
2024,Formation,Beyonce
2025,U With Me?,Drake
2026,Body,Dreezy
2027,Uber Everywhere,MadeinTYO
2028,Hold Up,Beyonce
2029,Fire & Desire,Drake
2030,Kiss It Better,Rihanna
2031,Might Not,Belly
2032,Redemption,Drake
2033,Weston Road Flows,Drake
2034,Keep The Family Close,Drake
2035,No Problem,Chance The Rapper
2036,Law,Yo Gotti
2037,Faithful,Drake
2038,THat Part,ScHoolboy Q
2039,Blessings,Chance The Rapper
2040,Moolah,Young Greatness
2041,Promise,Kid Ink
2042,Views,Drake
2043,Famous,Kanye West
2044,All We Got,Chance The Rapper
2045,Wake Up,Fetty Wap
2046,Father Stretch My Hands Pt. 1,Kanye West
2047,Juke Jam,Chance The Rapper
2048,Mixtape,Chance The Rapper
2049,6 Inch,Beyonce
2050,One Dance,Drake
2051,Needed Me,Rihanna
2052,Don't Mind,Kent Jones
2053,Panda,Desiigner
2054,Controlla,Drake
2055,For Free,DJ Khaled
2056,Too Good,Drake
2057,Work,Rihanna
2058,I Got The Keys,DJ Khaled
2059,Sorry,Beyonce
2060,Low Life,Future
2061,Broccoli,D.R.A.M.
2062,THat Part,ScHoolboy Q
2063,Wicked,Future
2064,All The Way Up,"Fat Joe, Remy Ma"
2065,My PYT,Wale
2066,Luv,Tory Lanez
2067,No Limit,Usher
2068,Uber Everywhere,MadeinTYO
2069,Wake Up,Fetty Wap
2070,Famous,Kanye West
2071,Pop Style,Drake
2072,Lockjaw,French Montana
2073,Money Longer,Lil Uzi Vert
2074,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
2075,Why You Always Hatin?,YG
2076,No Shopping,French Montana
2077,You Was Right,Lil Uzi Vert
2078,No Problem,Chance The Rapper
2079,Childs Play,Drake
2080,"Wat U Mean (Aye, Aye, Aye)",Dae Dae
2081,Sex With Me,Rihanna
2082,Come And See Me,PARTYNEXTDOOR
2083,Father Stretch My Hands Pt. 1,Kanye West
2084,Still Here,Drake
2085,1 Night,Lil Yachty
2086,Hype,Drake
2087,Grammys,Drake
2088,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner"
2089,Look Alive,Rae Sremmurd
2090,Pick Up The Phone,Young Thug And Travis Scott
2091,Drifting,G-Eazy
2092,Grass Ain't Greener,Chris Brown
2093,Rise Up,Andra Day
2094,With You,Drake
2095,In Common,Alicia Keys
2096,Nothing Is Promised,Mike WiLL Made-It x Rihanna
2097,Permission,Ro James
2098,Wishing,DJ Drama
2099,I'm The Man,50 Cent
2100,One Dance,Drake
2101,Needed Me,Rihanna
2102,Too Good,Drake
2103,For Free,DJ Khaled
2104,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
2105,Panda,Desiigner
2106,Broccoli,D.R.A.M.
2107,Controlla,Drake
2108,Luv,Tory Lanez
2109,Don't Mind,Kent Jones
2110,No Limit,Usher
2111,Tiimmy Turner,Desiigner
2112,Gangsta,Kehlani
2113,I Got The Keys,DJ Khaled
2114,THat Part,ScHoolboy Q
2115,My PYT,Wale
2116,Wicked,Future
2117,Sorry,Beyonce
2118,All The Way Up,"Fat Joe, Remy Ma"
2119,Money Longer,Lil Uzi Vert
2120,Come And See Me,PARTYNEXTDOOR
2121,"Wat U Mean (Aye, Aye, Aye)",Dae Dae
2122,No Shopping,French Montana
2123,Why You Always Hatin?,YG
2124,Father Stretch My Hands Pt. 1,Kanye West
2125,Look Alive,Rae Sremmurd
2126,Chill Bill,Rob $tone
2127,Lockjaw,French Montana
2128,Pop Style,Drake
2129,No Problem,Chance The Rapper
2130,Pick Up The Phone,Young Thug And Travis Scott
2131,Do You Mind,DJ Khaled
2132,You Was Right,Lil Uzi Vert
2133,1 Night,Lil Yachty
2134,Wishing,DJ Drama
2135,Sex With Me,Rihanna
2136,Wake Up,Fetty Wap
2137,X,21 Savage
2138,Grass Ain't Greener,Chris Brown
2139,Childs Play,Drake
2140,Nothing Is Promised,Mike WiLL Made-It x Rihanna
2141,Black Beatles,Rae Sremmurd
2142,Caroline,Amine
2143,Key To The Streets,YFN Lucci
2144,OOOUUU,Young M.A
2145,Not Nice,PARTYNEXTDOOR
2146,Devastated,Joey Bada$$
2147,Still Here,Drake
2148,Permission,Ro James
2149,Don't Know How,PARTYNEXTDOOR
2150,Needed Me,Rihanna
2151,Broccoli,D.R.A.M.
2152,One Dance,Drake
2153,Too Good,Drake
2154,Luv,Tory Lanez
2155,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
2156,Panda,Desiigner
2157,For Free,DJ Khaled
2158,Controlla,Drake
2159,Tiimmy Turner,Desiigner
2160,No Limit,Usher
2161,Fade,Kanye West
2162,Pick Up The Phone,Young Thug And Travis Scott
2163,Chill Bill,Rob $tone
2164,Money Longer,Lil Uzi Vert
2165,Father Stretch My Hands Pt. 1,Kanye West
2166,Don't Mind,Kent Jones
2167,I Got The Keys,DJ Khaled
2168,No Problem,Chance The Rapper
2169,THat Part,ScHoolboy Q
2170,OOOUUU,Young M.A
2171,"Wat U Mean (Aye, Aye, Aye)",Dae Dae
2172,Caroline,Amine
2173,Gangsta,Kehlani
2174,Deja Vu,Post Malone
2175,Why You Always Hatin?,YG
2176,Too Much Sauce,DJ ESCO
2177,Come And See Me,PARTYNEXTDOOR
2178,1 Night,Lil Yachty
2179,My PYT,Wale
2180,Childs Play,Drake
2181,Hold Up,Beyonce
2182,Wishing,DJ Drama
2183,Grass Ain't Greener,Chris Brown
2184,Do You Mind,DJ Khaled
2185,Black Beatles,Rae Sremmurd
2186,No Shopping,French Montana
2187,X,21 Savage
2188,You Was Right,Lil Uzi Vert
2189,Lockjaw,French Montana
2190,Key To The Streets,YFN Lucci
2191,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
2192,All Eyez,The Game
2193,Still Here,Drake
2194,Goosebumps,Travis Scott
2195,CRZY,Kehlani
2196,Look Alive,Rae Sremmurd
2197,Time For That,Kevin Gates
2198,Wake Up,Fetty Wap
2199,Ps & Qs,Lil Uzi Vert
2200,Starboy,The Weeknd
2201,Broccoli,D.R.A.M.
2202,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
2203,Luv,Tory Lanez
2204,OOOUUU,Young M.A
2205,Black Beatles,Rae Sremmurd
2206,One Dance,Drake
2207,Needed Me,Rihanna
2208,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
2209,Too Good,Drake
2210,Caroline,Amine
2211,Tiimmy Turner,Desiigner
2212,Chill Bill,Rob $tone
2213,No Problem,Chance The Rapper
2214,Controlla,Drake
2215,For Free,DJ Khaled
2216,No Limit,Usher
2217,Pick Up The Phone,Young Thug And Travis Scott
2218,1 Night,Lil Yachty
2219,X,21 Savage
2220,Do You Mind,DJ Khaled
2221,Money Longer,Lil Uzi Vert
2222,Come And See Me,PARTYNEXTDOOR
2223,Too Much Sauce,DJ ESCO
2224,Fade,Kanye West
2225,False Alarm,The Weeknd
2226,Key To The Streets,YFN Lucci
2227,You Was Right,Lil Uzi Vert
2228,Wishing,DJ Drama
2229,All Eyez,The Game
2230,Bad Things,Machine Gun Kelly x Camila Cabello
2231,"Wat U Mean (Aye, Aye, Aye)",Dae Dae
2232,Hold Up,Beyonce
2233,CRZY,Kehlani
2234,Gangsta,Kehlani
2235,I Got The Keys,DJ Khaled
2236,Lockjaw,French Montana
2237,My Sh*t,A Boogie Wit da Hoodie
2238,Goosebumps,Travis Scott
2239,Love Me Now,John Legend
2240,No Heart,21 Savage
2241,Love On The Brain,Rihanna
2242,What They Want,Russ
2243,Look Alive,Rae Sremmurd
2244,Grass Ain't Greener,Chris Brown
2245,No Shopping,French Montana
2246,No Flockin,Kodak Black
2247,Cranes In The Sky,Solange
2248,Tru,Lloyd
2249,Big Amount,2 Chainz
2250,Black Beatles,Rae Sremmurd
2251,Starboy,The Weeknd
2252,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
2253,Broccoli,D.R.A.M.
2254,Caroline,Amine
2255,Fake Love,Drake
2256,OOOUUU,Young M.A
2257,Chill Bill,Rob $tone
2258,Used To This,Future
2259,One Dance,Drake
2260,Do You Mind,DJ Khaled
2261,X,21 Savage
2262,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
2263,Tiimmy Turner,Desiigner
2264,Luv,Tory Lanez
2265,Love Me Now,John Legend
2266,Sneakin,Drake
2267,Pick Up The Phone,Young Thug And Travis Scott
2268,Bad Things,Machine Gun Kelly x Camila Cabello
2269,Love On The Brain,Rihanna
2270,1 Night,Lil Yachty
2271,Come And See Me,PARTYNEXTDOOR
2272,You Was Right,Lil Uzi Vert
2273,Bounce Back,Big Sean
2274,Too Much Sauce,DJ ESCO
2275,No Heart,21 Savage
2276,Fade,Kanye West
2277,Me And Your Mama,Childish Gambino
2278,Look Alive,Rae Sremmurd
2279,Bad And Boujee,Migos
2280,We The People....,A Tribe Called Quest
2281,Key To The Streets,YFN Lucci
2282,What They Want,Russ
2283,Litty,Meek Mill
2284,Selfish,PnB Rock
2285,My Sh*t,A Boogie Wit da Hoodie
2286,Wishing,DJ Drama
2287,Goosebumps,Travis Scott
2288,All Eyez,The Game
2289,No Flockin,Kodak Black
2290,Gangsta,Kehlani
2291,Timeless,A Boogie Wit da Hoodie
2292,Red Opps,21 Savage
2293,Big Amount,2 Chainz
2294,Hold Up,Beyonce
2295,Jungle,A Boogie Wit da Hoodie
2296,Thick Of It,Mary J. Blige
2297,Deja Vu,Post Malone
2298,Cranes In The Sky,Solange
2299,Erase Your Social,Lil Uzi Vert
2300,I Don't F**k With You,Big Sean
2301,Only,Nicki Minaj
2302,Tuesday,I LOVE MAKONNEN
2303,No Type,Rae Sremmurd
2304,7/11,Beyonce
2305,Hot Boy,Bob
2306,CoCo,O.T. Genasis
2307,Beg For It,Iggy Azalea
2308,Don't Tell 'Em,Jeremih
2309,I Don't Mind,Usher
2310,Black Widow,Iggy Azalea
2311,Feeling Myself,Nicki Minaj
2312,Lifestyle,Rich Gang
2313,Try Me,DeJ Loaf
2314,Anaconda,Nicki Minaj
2315,"Touchin, Lovin",Trey Songz
2316,Hold You Down,DJ Khaled
2317,New Flame,Chris Brown
2318,Bed Of Lies,Nicki Minaj
2319,0 To 100 / The Catch Up,Drake
2320,No Flex Zone,Rae Sremmurd
2321,Soldier,Damien
2322,G.D.F.R.,Flo Rida
2323,She Knows,Ne-Yo
2324,Often,The Weeknd
2325,Get On Your Knees,Nicki Minaj
2326,Apparently,J. Cole
2327,Body Language,Kid Ink
2328,No Love,August Alsina
2329,Wet Dreamz,J. Cole
2330,No Role Modelz,J. Cole
2331,i,Kendrick Lamar
2332,The Body,Wale
2333,Not For Long,B.o.B
2334,Bob,Bitch'
2335,G.O.M.D.,J. Cole
2336,I Lied,Nicki Minaj
2337,All Things Go,Nicki Minaj
2338,Post To Be,Omarion
2339,Let Me Know,Tamar Braxton
2340,The Crying Game,Nicki Minaj
2341,Fire Squad,J. Cole
2342,Really Love,D'Angelo And The Vanguard
2343,Favorite,Nicki Minaj
2344,Throw Sum Mo,Rae Sremmurd
2345,A Tale Of 2 Citiez,J. Cole
2346,Shell Shocked,"Juicy J, Wiz Khalifa"
2347,Buy A Heart,Nicki Minaj
2348,Made Me,Snootie Wild
2349,U Guessed It,OG Maco
2350,I Don't F**k With You,Big Sean
2351,I Don't Mind,Usher
2352,Only,Nicki Minaj
2353,7/11,Beyonce
2354,No Type,Rae Sremmurd
2355,CoCo,O.T. Genasis
2356,Tuesday,I LOVE MAKONNEN
2357,Earned It (Fifty Shades Of Grey),The Weeknd
2358,G.D.F.R.,Flo Rida
2359,She Knows,Ne-Yo
2360,Hot Boy,Bob
2361,FourFiveSeconds,Rihanna
2362,Try Me,DeJ Loaf
2363,Feeling Myself,Nicki Minaj
2364,Often,The Weeknd
2365,Anaconda,Nicki Minaj
2366,Ayo,Chris Brown
2367,Hold You Down,DJ Khaled
2368,Apparently,J. Cole
2369,Truffle Butter,Nicki Minaj
2370,Beg For It,Iggy Azalea
2371,Throw Sum Mo,Rae Sremmurd
2372,Trap Queen,Fetty Wap
2373,Body Language,Kid Ink
2374,Post To Be,Omarion
2375,Not For Long,B.o.B
2376,The Body,Wale
2377,Somebody,Natalie La Rose
2378,Slow Motion,Trey Songz
2379,No Love,August Alsina
2380,Only One,Kanye West
2381,No Role Modelz,J. Cole
2382,Let Me Know,Tamar Braxton
2383,Bed Of Lies,Nicki Minaj
2384,I Don't Get Tired (#IDGT),Kevin Gates
2385,Like That,Jack
2386,Sober,Childish Gambino
2387,Glory,Common
2388,Wet Dreamz,J. Cole
2389,Love 'Em All,K. Michelle
2390,U Guessed It,OG Maco
2391,i,Kendrick Lamar
2392,Detroit Vs. Everybody,"Eminem, Royce Da 5'9"", Big Sean, Danny Brown, DeJ Loaf"
2393,Bob,Bitch'
2394,Good Lovin,Ludacris
2395,Hotel,Kid Ink
2396,Up Like Trump,Rae Sremmurd
2397,G.O.M.D.,J. Cole
2398,Get On Your Knees,Nicki Minaj
2399,DnF,P Reign
2400,FourFiveSeconds,Rihanna
2401,Earned It (Fifty Shades Of Grey),The Weeknd
2402,I Don't Mind,Usher
2403,Only,Nicki Minaj
2404,Truffle Butter,Nicki Minaj
2405,She Knows,Ne-Yo
2406,I Don't F**k With You,Big Sean
2407,7/11,Beyonce
2408,Energy,Drake
2409,Somebody,Natalie La Rose
2410,G.D.F.R.,Flo Rida
2411,Ayo,Chris Brown
2412,Trap Queen,Fetty Wap
2413,CoCo,O.T. Genasis
2414,No Type,Rae Sremmurd
2415,Tuesday,I LOVE MAKONNEN
2416,Legend,Drake
2417,Post To Be,Omarion
2418,10 Bands,Drake
2419,Apparently,J. Cole
2420,Feeling Myself,Nicki Minaj
2421,Blessings,Big Sean
2422,Know Yourself,Drake
2423,Only One,Kanye West
2424,Throw Sum Mo,Rae Sremmurd
2425,No Tellin,Drake
2426,Preach,Drake
2427,6 God,Drake
2428,Used To,Drake
2429,Try Me,DeJ Loaf
2430,The Body,Wale
2431,Now & Forever,Drake
2432,Slow Motion,Trey Songz
2433,6 Man,Drake
2434,Not For Long,B.o.B
2435,Glory,Common
2436,Go Hard Or Go Home,Wiz Khalifa
2437,Jungle,Drake
2438,Star67,Drake
2439,Madonna,Drake
2440,I Bet,Ciara
2441,Company,Drake
2442,Wednesday Night Interlude,Drake
2443,One Man Can Change The World,Big Sean
2444,6PM In New York,Drake
2445,Where You Belong,The Weeknd
2446,No Role Modelz,J. Cole
2447,The Blacker The Berry,Kendrick Lamar
2448,You & The 6,Drake
2449,Beg For It,Iggy Azalea
2450,FourFiveSeconds,Rihanna
2451,Earned It (Fifty Shades Of Grey),The Weeknd
2452,Trap Queen,Fetty Wap
2453,G.D.F.R.,Flo Rida
2454,Somebody,Natalie La Rose
2455,Truffle Butter,Nicki Minaj
2456,I Don't Mind,Usher
2457,Ayo,Chris Brown
2458,Only,Nicki Minaj
2459,Post To Be,Omarion
2460,Blessings,Big Sean
2461,I Don't F**k With You,Big Sean
2462,She Knows,Ne-Yo
2463,7/11,Beyonce
2464,No Type,Rae Sremmurd
2465,Throw Sum Mo,Rae Sremmurd
2466,Energy,Drake
2467,All Day,Kanye West
2468,Know Yourself,Drake
2469,Slow Motion,Trey Songz
2470,I Bet,Ciara
2471,King Kunta,Kendrick Lamar
2472,Legend,Drake
2473,CoCo,O.T. Genasis
2474,The Blacker The Berry,Kendrick Lamar
2475,Watch Me,Silento
2476,Feeling Myself,Nicki Minaj
2477,Apparently,J. Cole
2478,10 Bands,Drake
2479,See You Again,Wiz Khalifa
2480,Alright,Kendrick Lamar
2481,You're So Beautiful,Empire Cast
2482,Wesley's Theory,Kendrick Lamar
2483,These Walls,Kendrick Lamar
2484,Institutionalized,Kendrick Lamar
2485,Conqueror,Empire Cast
2486,u,Kendrick Lamar
2487,Hood Politics,Kendrick Lamar
2488,I Don't Get Tired (#IDGT),Kevin Gates
2489,How Much A Dollar Cost,Kendrick Lamar
2490,What Is Love,Empire Cast
2491,Good Lovin,Ludacris
2492,Good Enough,Empire Cast
2493,For Free? (Interlude),Kendrick Lamar
2494,Momma,Kendrick Lamar
2495,Drip Drop,Empire Cast
2496,Commas,Future
2497,Nothing To Lose,Empire Cast
2498,No Tellin,Drake
2499,For Sale? (Interlude),Kendrick Lamar
2500,See You Again,Wiz Khalifa
2501,Earned It (Fifty Shades Of Grey),The Weeknd
2502,Trap Queen,Fetty Wap
2503,G.D.F.R.,Flo Rida
2504,Somebody,Natalie La Rose
2505,Post To Be,Omarion
2506,FourFiveSeconds,Rihanna
2507,B**** Better Have My Money,Rihanna
2508,Truffle Butter,Nicki Minaj
2509,Blessings,Big Sean
2510,Ayo,Chris Brown
2511,Throw Sum Mo,Rae Sremmurd
2512,Slow Motion,Trey Songz
2513,Nasty Freestyle,T-Wayne
2514,I Don't Mind,Usher
2515,Only,Nicki Minaj
2516,Watch Me,Silento
2517,Know Yourself,Drake
2518,7/11,Beyonce
2519,All Day,Kanye West
2520,I Bet,Ciara
2521,Energy,Drake
2522,King Kunta,Kendrick Lamar
2523,Commas,Future
2524,10 Bands,Drake
2525,Trouble,Iggy Azalea
2526,Ride Out,"Kid Ink, Tyga, Wale, YG"
2527,The Matrimony,Wale
2528,Legend,Drake
2529,Feeling Myself,Nicki Minaj
2530,Be Real,Kid Ink
2531,Flicka Da Wrist,Chedda Da Connect
2532,I Don't Get Tired (#IDGT),Kevin Gates
