,Title-Artist,Lyrics
368,Hear Me NowBad Wolves,"[Verse 1]
I'm at the bottom, can you come let me up?
'Cause I wrote a vow for you
Your friends are faded, let me fill up your cup
And toast to the stars over

[Pre-Chorus]
The ocean's foaming
Emotions in the air

[Chorus]
I don't wanna live for nothing, just wanna be something
I never knew what it took to win
I don't wanna live for nothing, just wanna be something
I never knew we'd be more than friends

[Verse 2]
We spin the bottle till we're kissing our cups
Felt like I'd die for you
You can't explain it, it's been years since we've touched
And I've waited nine for you

[Chorus]
I don't wanna live for nothing, just wanna be something
I never knew what it took to win
I don't wanna live for nothing, just wanna be something
I never knew we'd be more than friends

[Bridge]
Come let me up
Can you hear me now?
I'm 'bout half a block away out
Can you hear me now?

[Pre-Chorus]
The ocean's foaming
Emotions in the air

[Chorus]
I don't wanna live for nothing, just wanna be something
I never knew what it took to win
I don't wanna live for nothing, just wanna be something
I never knew we'd be more than friends

[Post-Chorus]
Come let me up, can you hear me now?
Come let me up, I'm 'bout half a block away out
Come let me up, can you hear me now?
Come let me up, I'm 'bout half a block away out
Come let me up

[Outro]
Can you hear me now, come let me up
I'm 'bout half a block away out, come let me up"
369,SlideJames Bay,"[Verse 1]
From the hot strobe lights and the spiked punch bliss
And the long walks home in the dark we'll miss
Nobody teaches you how to reminisce
Nobody teaches you to hurt like this

[Chorus]
Then we slide into the arms of someone else
Yeah, we slide into the arms of someone else

[Verse 2]
No more coked up, broke, nocturnal kids
Was that ever even us? Do we know what we missed?
Nobody teaches you how to win big
Nobody said there's no reverse on this

[Chorus]
Then we slide into the arms of someone else
Yeah, we slide into the arms of someone else
In disguise, we get a little better at controlling ourselves around midnight
Then we slide into the arms of someone else

[Bridge]
Nobody wants to, nobody wants to
Nobody wants to, nobody wants to
Nobody wants to wake up alone

[Chorus]
Then we slide into the arms of someone else
Then we slide into the arms of someone else
In disguise, we get a little better at controlling ourselves around midnight
But then we slide into the arms of some, someone else

[Spoken Outro: David Harris]
The weight of the world is love
Under the burden of solitude, under the burden of dissatisfaction the weight, the weight we carry is love
And so must rest in the arms of love at last, must rest in the arms of love"
370,Glitter & GoldBarns Courtney,"[Intro]
I am flesh and I am bone
Rise up, ting ting, like glitter and gold
I've got fire in my soul
Rise up, ting ting, like glitter

[Bridge]
Yeah yeah yeah yeah yeah yeah
Like glitter and gold
Yeah yeah yeah yeah yeah yeah
Like glitter

[Verse 1]
Do you walk in the valley of kings?
Do you walk in the shadow of men
Who sold their lives to a dream?
Do you ponder the manner of things
In the dark
The dark, the dark, the dark

[Chorus]
I am flesh and I am bone
I'll rise ting ting like glitter and gold
I've got fire in my soul
Rise up, ting ting, like glitter

[Bridge]
Yeah yeah yeah yeah yeah yeah
Like glitter and gold
Yeah yeah yeah yeah yeah yeah
Like glitter

[Verse 2]
Do you walk in the meadow of spring?
Do you talk to the animals?
Do you hold their lives from a string?
Do you ponder the manner of things
In the dark
The dark, the dark, the dark

[Chorus]
I am flesh and I am bone
I'll rise ting ting like glitter and gold
I've got fire in my soul
Rise up, ting ting, like glitter
I am flesh and I am bone
I'll rise ting ting like glitter and gold
I've got fire in my soul
Rise up, ting ting, like glitter

[Bridge]
'Cause everybody in the backroom's spinning out
Don't remember what you're asking for
And everybody in the front room's tripping out
You left your bottle at the door

Cause everybody in the backroom's spinning out
Don't remember what you're asking for
And everybody in the front room's tripping out
You left your bottle at the door

[Chorus]
I am flesh and I am bone
I'll rise ting ting like glitter and gold
I've got fire in my soul
Rise up, ting ting, like glitter

[Outro]
Yeah yeah yeah yeah yeah yeah
Like glitter and gold
Yeah yeah yeah yeah yeah yeah
Like glitter

Yeah yeah yeah yeah yeah yeah
Like glitter and gold
Yeah yeah yeah yeah yeah yeah
Like glitter"
371,King Of The CloudsPanic! At The Disco,"[Verse 1]
Heaven knows that I'm born too late
For these ghosts that I chase
With these dreams, I inflate, painted skies in my brain
Every day, I'm Carl Sagan in space
To escape this old world, this old world
Some days I lie wide awake 'til the sun hits my face
And I fade, elevate from the Earth
Far away to a place where I'm free from the weight
This old world, this old world

[Pre-Chorus]
I don't trust anything
Or anyone, below the sun
And I don't feel anything
At all

[Chorus]
I'm king of the clouds, of the clouds
I get lifted, I get lifted
King of the clouds, of the clouds
I get lifted, I get lifted

[Verse 2]
Some only live to die, I'm alive to fly higher
Than angels in outfields inside of my mind
I'm ascendin' these ladders, I'm climbin', say goodbye
This old world, this old world
And when I fall to rise with stardust in my eyes
In the backbone of night, I'm combustible
Dust in the fire when I can't sleep a wink, I'm too tired
This old world, this old world

[Pre-Chorus]
I don't trust anything
Or anyone, below the sun
I don't feel anything
At all

[Chorus]
I'm king of the clouds, of the clouds
I get lifted, I get lifted
King of the clouds, of the clouds
I get lifted, I get lifted
Imagination, take me somewhere I don't know
I'm lost but I better find it alone
King of the clouds, of the clouds
I get lifted, I get lifted

[Outro]
I keep searching
Oh, I keep searching
I keep searching"
372,AfricaWeezer,"[Verse 1]
I hear the drums echoing tonight
But she hears only whispers of some quiet conversation
She's coming in, 12:30 flight
The moonlit wings reflect the stars that guide me towards salvation
I stopped an old man along the way
Hoping to find some old forgotten words or ancient melodies
He turned to me as if to say
""Hurry boy, it's waiting there for you""

[Chorus]
It's gonna take a lot to drag me away from you
There's nothing that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never have

[Verse 2]
The wild dogs cry out in the night
As they grow restless longing for some solitary company
I know that I must do what's right
As sure as Kilimanjaro rises like Olympus above the Serengeti
I seek to cure what's deep inside
Frightened of this thing that I've become

[Chorus]
It's gonna take a lot to drag me away from you
There's nothing that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never have

[Instrumental]

[Bridge]
Hurry boy, she's waiting there for you

[Chorus]
It's gonna take a lot to drag me away from you
There's nothing that a hundred men or more could ever do
I bless the rains down in Africa
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa (I bless the rains)
I bless the rains down in Africa
I bless the rains down in Africa
Gonna take some time to do the things we never have"
373,Dancing's Not A CrimePanic! At The Disco,"[Intro]
Let's do it
Let's do it
If you love me

[Verse 1]
I'm a moon-walker, I'm like MJ up in the clouds
I know it sounds awkward, I'm filthy as charged, filthy as charged
You're a sweet talker, but darlin' whatcha gonna say now?
The midnight marauders, the higher never come down, never come down

[Pre-Chorus]
You can't take me anywhere, anywhere
You can't take me anywhere, anywhere
I'm still uninvited, I'm still gonna light it, I'm going insane
And I don't care
(Let's do it, let's do it, let's do it)
Whatever they tell you...
(If you love me)

[Chorus]
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime, 'less you do it without me, 'less you do it without me
(If you love me)
Oooh
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime
Unless you do it (do it), do it (do it), do it do it do it without me (If you love me)
(If you love me) Without me
(If you love me)

[Verse 2]
And if you're night crawlin' with him, I won't take it lying down
I've got a few lawyers and you're guilty as charged, guilty as charged
We could be waltzin', yeah
But darlin' don't be throwing shade now
Don't call me Saint California if you're at another altar
Just gimme your vows, gimme your vows, yeah

[Pre-Chorus]
You can't take me anywhere, anywhere
You can't take me anywhere, anywhere
I'm still uninvited, I'm still gonna light it, I'm going insane
And I don't care
(Let's do it, let's do it, let's do it)
Whatever they tell you...
(If you love me)

[Chorus]
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime, 'less you do it without me, 'less you do it without me (If you love me)
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime
Unless you do it (do it), do it (do it), do it do it do it without me (If you love me)
(If you love me)
Without me
(If you love me)

[Bridge]
Ooo-ooo-ooo
What's come over you?
Baby, just tell me now
Ooo-ooo-ooo
Why did you make that move?
'Cause I just wanna be your boyfriend/girlfriend, oh yeah
And I just wanna be your boyfriend/girlfriend, oh yeah, oh yeah
(Let's do it, let's do it, let's do it)
Whatever they tell you...
(If you love me)

[Chorus]
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime, 'less you do it without me, 'less you do it without me (If you love me)
Dancin' (ooo), dancin' (ooo)
Dancin's not a crime
Unless you do it (do it), do it (do it), do it do it do it without me (If you love me)

[Outro]
(If you love me)
Without me
Do it, do it, do it without me (If you love me)
(If you love me) Without me
(If you love me) Without me
(If you love me)"
374,Dying In LAPanic! At The Disco,"[Verse 1]
The moment you arrived, they built you up
The sun was in your eyes, you couldn't believe it
Riches all around, you're walking
Stars are on the ground, you start to believe it

[Pre-Chorus]
Every face along the boulevard
Is a dreamer just like you
You looked at death in a tarot card
And you saw what you had to do

[Chorus]
But nobody knows you now, when you're dying in LA
And nobody owes you now, when you're dying in LA
When you're dying in LA, when you're dying in LA
The power, the power, the power
Oh, the power, the power, the power
Of LA

[Verse 2]
Nights at the chateau, trapped in your sunset bungalow
You couldn't escape it, yeah
Drink of paradise, they told you ""Put your blood on ice""
You're not gonna make it

[Pre-Chorus]
Every face along the boulevard
Is a dreamer just like you
You looked at death in a tarot card
And you saw what you had to do

[Chorus]
But nobody knows you now, when you're dying in LA
And nobody owes you now, when you're dying in LA
When you're dying in LA, when you're dying in LA
The power, the power, the power
Oh, the power, the power, the power
Of LA"
375,Let It BeThe Beatles,"[Verse 1: Paul McCartney]
When I find myself in times of trouble, Mother Mary comes to me
Speaking words of wisdom, “let it be”
And in my hour of darkness, she is standing right in front of me
Speaking words of wisdom, “let it be”

[Chorus: Paul McCartney]
Let it be, let it be
Let it be, let it be
Whisper words of wisdom
Let it be

[Verse 2: Paul McCartney]
And when the brokenhearted people living in the world agree
There will be an answer, let it be
For though they may be parted, there is still a chance that they will see
There will be an answer, let it be

[Chorus: Paul McCartney]
Let it be, let it be
Let it be, let it be
Yeah, there will be an answer
Let it be
Let it be, let it be
Let it be, let it be
Whisper words of wisdom
Let it be

[Guitar Solo]

[Chorus: Paul McCartney]
Let it be, let it be
Let it be, yeah, let it be
Whisper words of wisdom
Let it be

[Verse 3: Paul McCartney]
And when the night is cloudy, there is still a light that shines on me
Shine on 'til tomorrow, let it be
I wake up to the sound of music, Mother Mary comes to me
Speaking words of wisdom, let it be

[Chorus: Paul McCartney]
Let it be, let it be
Let it be, yeah, let it be
There will be an answer
Let it be
Let it be, let it be
Let it be, yeah, let it be
There will be an answer
Let it be
Let it be, let it be
Let it be, yeah, let it be
Whisper words of wisdom
Let it be"
376,One Of The DrunksPanic! At The Disco,"[Intro: Brendon Urie]
Welcome to the club
Welcome to the

[Verse 1: Brendon Urie]
Orange juice, pour out half the carton
Grey Goose, pour it, get it started
Good times, remedy your sorrows
Baptize, don't worry 'bout tomorrow
Shake it up, shake it up, now it's time to dive in
Share a cup, share a cup, now you're screwdrivin'

[Pre-Chorus: Brendon Urie]
Every weekend with your friends
Every weekday when it ends
Damn it's all good, I guess

[Chorus: Brendon Urie]
This is what it feels like when you become one of the drunks
This is what it feels like when you become one of the drunks
Searching for a new high, high as the sun, uncomfortably numb
This is what it feels like when you become one of the drunks

[Post-Chorus: Brendon Urie]
Welcome to the club
Welcome to the club
Welcome to the

[Verse 2: Brendon Urie]
Never dry, every day you're thirsty
Bourbon high, sip it 'til you're tipsy
Night's young, searching for a feeling
Big fun, dancing with the demons
Holy Spirit, Holy Spirit, grips you like a pistol
Wet the whistle, wet the whistle, abyss of ice crystals

[Pre-Chorus: Brendon Urie]
Every weekend with your friends
Every weekday when it ends
Damn it's all good, I guess

[Chorus: Brendon Urie]
This is what it feels like when you become one of the drunks
This is what it feels like when you become one of the drunks
Searching for a new high, high as the sun, uncomfortably numb
This is what it feels like when you become one of the drunks

[Bridge: Brendon Urie]
Welcome to the club
Round and round and round
And round and round and round
Damn it's all good
Round and round and round
And round and round and round
Damn it's all good, I guess

[Chorus: Brendon Urie]
This is what it feels like when you become one of the drunks
This is what it feels like when you become one of the drunks
Searching for a new high, high as the sun, uncomfortably numb
This is what it feels like when you become one of the drunks

[Post-Chorus: Brendon Urie]
Welcome to the club
Welcome to the club
Welcome to the club
This is what it feels like when you become one of the drunks
Welcome to the club
Welcome to the club

[Outro: Rob Mathes]
Yeah, there's a couple fracks, but we got it. That's the shit, that's the shit, and, man, I saw you fuckin' lift that sax up towards the microphone and I fell in love!
K, alright, one more time, here we go"
377,Old FashionedPanic! At The Disco,"[Verse 1]
Once upon a thrill, from a kiss to a swill
We were swallowin' the nights like we had nine lives
Dead and gone so long, seventeen so gone
Dead and gone so long, seventeen so
We were borderline kids with a book of disorders
Medicatin' every day to keep the straightness in order
Dead and gone so long, seventeen so gone
Dead and gone so long, seventeen so gone

[Pre-Chorus]
It's the false side of hope where believers concede
And there's only memories when it's over

[Chorus]
So pour out some liquor, make it an old-fashioned
Remember your youth, in all that you do
The plank and the passion
They were the best of times, they were the best of times
They were the best of times, they were the best of times
Of your life

[Verse 2]
Once upon before, we were brilliant and bored
Two dashes of the bitters, add some ice and you pour
Dead and gone so long, seventeen so gone
Dead and gone so long, seventeen so gone

[Pre-Chorus]
It's the false side of hope where believers concede
And there's only memories when it's over

[Chorus]
So pour out some liquor, make it an old-fashioned
Remember your youth, in all that you do
The plank and the passion
They were the best of times, they were the best of times
They were the best of times, they were the best of times
Of your life

[Bridge]
Get boozy, boozy, boozy (now it looks like a wasteland)
Get boozy, boozy, boozy (not the way that we remember)
Get boozy, boozy, boozy (one more sip for the past)
Get boozy, boozy, boozy (and always tip your bartenders)
Get boozy, boozy, boozy, Get boozy, boozy, boozy
Get boozy, boozy, boozy, Get boo-

[Chorus]
So pour out some liquor, make it an old-fashioned
Remember your youth, in all that you do
The plank and the passion
They were the best of times, they were the best of times
They were the best of times, they were the best of times"
378,The OverpassPanic! At The Disco,"[Intro]
Let me hear you say somethin'

[Verse 1]
Sorry to get sentimental tonight
(That perfume lingers in your hair)
It's just that everything reminds me of things
I thought I shouldn't have to see again
See, the thing is I'm so sorry to say
(You need me, don't you?)
Someone still loves you (still loves you)
Someone still loves you

[Chorus]
Meet me, meet me
At the overpass, at the overpass
Sketchy girls and lipstick boys
(Sketchy girls and lipstick boys)
Troubled love and high speed noise
I know you wanna meet me, meet me
At the overpass, at the overpass
Sketchy girls and lipstick boys
(Sketchy girls and lipstick boys)
Troubled love and high speed noise
I know you wanna
Let me hear you say somethin'

[Verse 2]
I have a shirt that keeps your smell
(That perfume lingers in your hair)
You keep one too in parallel
(You keep my long black leather)
See the thing is I'm so sorry to say
(You need me, don't you?)
Someone still loves you (loves you)
Someone still loves you

[Bridge]
Tiny bottles of shit wine
In a tin can that climbs
But I remember every time
Everything about you is perfect
Down to your blood type
But I remember every time

[Chorus]
Meet me, meet me
At the overpass, at the overpass
Sketchy girls and lipstick boys
(Sketchy girls and lipstick boys)
Troubled love and high speed noise
I know you wanna meet me, meet me
At the overpass, at the overpass
Sketchy girls and lipstick boys
(Sketchy girls and lipstick boys)
Troubled love and high speed noise
I know you wanna
Let me hear you say somethin'"
379,Come On To MePaul McCartney,"[Verse 1]
I saw you flash a smile, that seemed to me to say
You wanted so much more than casual conversation
I swear I caught a look before you turned away
Now I don't see the point resisting your temptation

[Chorus]
Did you come on to me?
Will I come on to you?
If you come on to me, will I come on to you?

[Refrain]
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do-do-do, do

[Verse 2]
I don't think I can wait like I'm supposed to do
How soon can we arrange a formal introduction?
We need to find a place where we can be alone
To spend some special time without an interruption

[Chorus]
If you come on to me, will I come on to you?
If you come on to me, will I come on to you?

[Refrain]
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do-do-do, do, yeah
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do, do, do-do, do
Do, do-do-do, do

[Verse 3]
Before you grab your coat, I'll try to be discreet
You know we can't be seen exchanging information

[Instrumental Interlude]

[Verse 4]
Well, I saw you flash a smile, that seemed to me to say
You wanted so much more than casual conversation

[Chorus]
If you come on to me, then I'll come on to you
If you come on to me, then I'll come on to you
If you come on to me, will I come on to you?
If you come on to me, will I come on to you?
If you come on to me, then I'll come on to you
If you come on to me, then I'll come on to you
If you come on to me, then I'll come on to you
If you come on to me, then I'll come on to you

[Bridge]
Yes I will, yes I will, yes I will now
Yes I will, yes I will, yes I will now, uh-huh

[Chorus]
If you, if you come on to me (yeah), then I'll come on to you
If you come on to me, then I'll come on to you
Yeah, yeah, yeah, yeah, yeah
If you come on to me, then I'll come on to you
Yeah, yeah, yeah, yeah, yeah
If you come on to me, then I'll come on to you

[Outro]
Yeah, yeah, yeah, yeah, yeah, yeah
I'll come on to you
Whoo!"
380,HumilityGorillaz,"[Verse 1]
Calling the world from isolation
'Cause right now, that's the ball where we be chained
And if you're coming back to find me
You'd better have good aim

[Pre-Chorus]
Shoot it true, I need you in the picture
That's why I'm calling you

[Chorus]
(Calling you) I'm the lonely twin, the left hand
Reset myself and get back on track
I don't want this isolation
See the state I'm in now?

[Verse 2]
Calling the hunter with the rifle
'Cause right now, that's the ball where we be chained

[Pre-Chorus]
Shoot it true, I want you in the picture
That's why I'm calling you

[Chorus]
(Calling you) I'm the lonely twin, the left hand
Reset myself and get back on track
I don't want this isolation
See the state I'm in now?

[Bridge]
If I pick it up when I know that it's broken
Do I put it back?
Or do I head out onto the lonesome trail
And let you down?

[Chorus]
I'm the lonely twin, the left hand
(If I pick it up when I know that it's broken
Do I put it back?)
I don't want this isolation
(Or do I head out onto the lonesome trail)
See the state I'm in now?
(And let you down?)

[Outro]
If I pick it up when I know that it's broken
Do I put it back?
Or do I head out onto the lonesome trail
And let you go?"
381,Gold RushDeath Cab For Cutie,"[Verse 1]
(Gold rush) Digging for gold in my neighborhood
(Gold rush) Where all the old buildings stood
(Gold rush) And they keep digging it down and down
(Gold rush) So that their cars can live underground
(Gold rush) The swinging of a wrecking ball
(Gold rush) Through these lath and plaster walls
(Gold rush) Is letting all the shadows free
(Gold rush) The ones I wish still followed me

[Chorus 1]
(Change) Followed me, followed me
(Please don't change)
(Stay) Followed me, followed me
(Stay the same)

[Verse 2]
(Gold rush) I remember a winter's night
(Gold rush) We kissed beneath the street lamp light
(Gold rush) Outside our bar near the record store
(Gold rush) That have been condos for a year and more
(Gold rush) Now that our haunts have taken flight
(Gold rush) And been replaced with construction sites
(Gold rush) Oh, how I feel like a stranger here
(Gold rush) Searching for something that's disappeared

[Verse 3]
(Gold rush) Digging for gold in my neighborhood
(Gold rush) For what they say is the greater good
(Gold rush) But all I see is a long goodbye
(Gold rush) A requiem for a skyline
(Gold rush) It seems I never stopped losing you
(Gold rush) As every dive becomes something new
(Gold rush) And all our ghosts get swept away
(Gold rush) It didn't use to be this way

[Chorus 2]
(Change) Be this way, be this way
(Please don't change)
(Stay) Be this way, be this way
(Stay the same)
(Cranes) Be this way, be this way
(Devour the light)
(Strange) Be this way, be this way
(Appetite)

[Bridge]
I've ascribed these monuments
A false sense of permanence
I've placed faith in geography
To hold you in my memory
(Gold rush) I'm sifting through these wreckage piles
(Gold rush) Through the rubble of bricks and wires
(Gold rush) Looking for something I'll never find
(Gold rush) Looking for something I'll never find

[Verse 4]
(Gold rush) Digging for gold in my neighborhood
(Gold rush) Where all the old buildings stood
(Gold rush) And they keep digging it down and down
(Gold rush) So that their cars can live underground
(Gold rush) It seems I never stopped losing you
(Gold rush) As every dive becomes something new
(Gold rush) And all our ghosts get swept away
(Gold rush) It didn't use to be this way

[Outro]
Change
(Gold rush) It didn't use to be this way
(Gold rush) It didn't use to be this way
Please don't change
(Gold rush) It didn't use to be this way
(Gold rush) It didn't use to be this way
Stay, stay the same
(Gold rush)
It didn't use to be this way
(Gold rush)
It didn't use to be this way
Stay the same
(Gold rush) It didn't use to be this way
(Gold rush) It didn't use to be this way
Change
(Gold rush)
(Gold rush)
Please don't change
(Gold rush)
(Gold rush)
Stay
(Gold rush)
(Gold rush)
Stay the same"
382,Big GodFlorence + The Machine,"[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Verse 1]
You keep me up at night
To my messages, you do not reply
You know I still like you the most
The best of the best and the worst of the worst
Well, you can never know
The places that I go
I still like you the most
You'll always be my favourite ghost

[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Verse 2]
Sometimes I think it's getting better
And then it gets much worse
Is it just part of the process?
Jesus Christ, it hurts
Though I know I should know better
Well, I can make this work
Is it just part of the process?
Jesus Christ, Jesus Christ, it hurts
(Jesus Christ, Jesus Christ, it hurts)

[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Non-Lyrical Vocal Interlude]

[Outro]
Shower your affection, let it rain on me
Pull down the mountain, drag your cities to the sea
Shower your affection, let it rain on me
Don't leave me on this white cliff
Let it slide down to the, slide down to the sea
Slide down to the, slide down to the sea"
383,KamikazeWALK THE MOON,"[Verse 1]
Here in this room
I'm chasing down my demons
I can hear them breathing
But who knew
That you would be my comfort
You could bring the healing

[Pre-Chorus]
If my friends gonna let me slide
How come you never left my side
Before I go make it last all night
While I slip into the great divide
(Woman)

[Chorus]
Stepping out of body
No matter what you call it
I'm a kamikaze
Abandon all your logic
And put your money on it
I'm a kamikaze
Going down with my wings on fire
Guess I'll see you in another life
Stepping out of body
You can tell everybody
Mama, I'm a kamikaze

[Verse 2]
All is not lost
My veins are seething
I can feel the freedom
Let them talk
It's not about the crown
We could share the kingdom

[Bridge]
Stepping out of body
No matter how you call it
This is suicidal honey
Nothing you can do about it
Let me take the check with the reckless abandon on it
Just call me kamikaze"
384,Blood // Watergrandson,"[Chorus]
We'll never get free, lamb to the slaughter
What you gon' do when there's blood in the water?
The price of your greed is your son and your daughter
What you gon' do when there's blood in the water?

[Verse 1]
Look me in my eyes
Tell me everything's not fine
Oh, the people ain't happy
And the river has run dry
You thought you could go free
But the system is done for
If you listen real closely
There's a knock at your front door

[Chorus]
We'll never get free, lamb to the slaughter
What you gon' do when there's blood in the water?
The price of your greed is your son and your daughter
What you gon' do when there's blood in the water?

[Drop]
When there's blood in the
(Oh, oh)
When there's blood in the
(Oh, oh)

[Verse 2]
Beg me for mercy
Admit you were toxic
You poisoned me just for
Another dollar in your pocket
Now I am the violence
I am the sickness
Won't accept your silence
Beg me for forgiveness

[Chorus]
We'll never get free, lamb to the slaughter
What you gon' do when there's blood in the water?
The price of your greed is your son and your daughter
What you gon' do when there's blood in the water?

[Drop]
When there's blood in the water
(Oh, oh)
When there's blood in the
(Oh, oh)
(Oh, oh)

[Bridge]
I am the people
I am the storm
I am the riot
I am the swarm
When the last tree's fallen
The animal can't hide
Money won't solve it
What's your alibi? (Alibi, alibi)
What's your alibi? (Alibi, alibi)
What's your alibi? (Alibi, alibi)
What you gon' do when there's blood in the
Blood in the water?

[Outro]
When there's blood in the water
(Oh, oh)
When there's blood in the
(Oh, oh)
When there's blood in the water"
385,Give Yourself A TryThe 1975,"[Verse 1]
You learn a couple things when you get to my age
Like friends don't lie and it all tastes the same in the dark
When your vinyl and your coffee collection is a sign of the times
You're getting spiritually enlightened at 29

[Chorus]
So just give yourself a try
Won't you give yourself a try?
Won't you give yourself a try?
Won't you give?

[Verse 2]
I found a grey hair in one of my zoots
Like context in a modern debate, I just took it out
The only apparatus required for happiness is your pain and fucking going outside
And getting STDs at 27 really isn't the vibe
Jane took her own life at 16
She was a kid who had the box tattooed on her arm
And I was 25 and afraid to go outside
A millennial that baby-boomers like

[Chorus]
Won't you give yourself a try?
Won't you give yourself a try?
Won't you give yourself a try?
Won't you give?

[Verse 3]
And what would you say to your younger self?
Growing a beard's quite hard
And whiskey never starts to taste nice
And you'll make a lot of money, and it's funny
'Cause you'll move somewhere sunny and get addicted to drugs
And spend obscene amounts on fucking seeds and beans online

[Chorus]
So just give yourself a try
Won't you give yourself a try?
Won't you give yourself a try?
Won't you give?"
386,I Don't KnowPaul McCartney,"[Instrumental Intro]

[Verse 1]
I got crows at my window, dogs at my door
I don't think I can take any more
What am I doing wrong?
I don't know

[Verse 2]
My brother told me, ""life's not a pain""
But that was right when it started to rain
Where am I going wrong?
I don't know

[Chorus]
But it's alright, sleep tight
I will take the strain
You're fine, love of mine
You will feel no pain

[Verse 3]
Well, I see trouble at every turn
I've got so many lessons to learn
What am I doing wrong?
I don't know

[Bridge 1]
Now what's the matter with me?
Am I right? Am I wrong?
Now I started to see
I must try to be strong

[Verse 4]
I try to love you best as I can
But you know that I'm only a man
Why am I going wrong?
I don't know

[Bridge 2]
Mmm, yeah, mmm
Oh, woah, woah, woah, mhmm

[Chorus]
But it's alright, sleep tight
I will take the strain
Yeah, you're fine, little love of mine
You will feel no pain

[Verse 1]
I got crows at my window and dogs at my door
But I don't think I can take anymore
What am I doing wrong?
I don't know

[Outro]
Now what's the matter with me? I don't know, I don't know
What's the matter with me? I don't know, I don't know
What's the matter with me? I don't know, I don't know"
387,ColorsBeck,"[Verse 1]
I'll find you and go right through walls we made, eh-ay
I see you, I need you every day
It's nothing, it's your life
I don't know why, eh-ay
I can't get what I want
I keep, I keep trying

[Pre-Chorus]
Found our way through the lost years
Now the day brings it all here

[Chorus]
All the colors, see the colors, make the colors, feel the colors
She says
See it in your eyes
All the colors, see the colors, make the colors, feel the colors
Tell me, do you feel alive?
All the colors, see the colors, make the colors, feel the colors
She says
Nothing's in your mind
All the colors, see the colors, make the colors, feel the colors
Tell me, do you feel alive?

[Post-Chorus]
Do you feel alive?
Do you feel alive?

[Verse 2]
I got all the love you need
I got all the love you need
Keep it with you
I don't have the time to wait
I don't have the time to wait
I need to see you
Got it all under control
Got it all under control
You can't hear me
Now it only hurts to know
Now it would only hurt to know
When you don't need me
You don't need me

[Pre-Chorus]
Found our way through the lost years
Now the day brings it all here

[Chorus]
All the colors, see the colors, make the colors, feel the colors
She says
See it in your eyes
All the colors, see the colors, make the colors, feel the colors
Tell me, do you feel alive?

[Post-Chorus]
Feel alive?
Do you feel alive?

[Bridge]
Na na na na na na na na
Na na na na na na na na
Na na na na na na na na
Na na na na

[Chorus]
All the colors, see the colors, make the colors, feel the colors
She says
See it in your eyes
All the colors, see the colors, make the colors, feel the colors
Tell me, do you feel alive?

All the colors, see the colors, make the colors, feel the colors
She says
Nothing's in your mind
All the colors, see the colors, make the colors, feel the colors
Tell me, do you feel alive?

[Post-Chorus]
Do you feel alive?"
389,Crossing A LineMike Shinoda,"[Chorus]
They’ll tell you I don’t care anymore
And I hope you’ll know that’s a lie
'Cause I’ve found what I have been waiting for
But to get there means crossing a line

[Verse 1]
I don’t know how to warn you
For what I’m gonna say
'Cause you’re holding so tight to
What I’m taking away
I got demons inside me
So I’m faced with a choice
Either try to ignore them
Or I give them a voice

[Pre-Chorus]
And it’s keeping me up at night
Worried it’s not alright
Holding back things you don’t know
And it’s keeping me up at night
Worried it’s not alright
You’re not gonna like where this goes

[Chorus]
And they’ll tell you I don’t care anymore
And I hope you’ll know that’s a lie
'Cause I’ve found what I have been waiting for
But to get there means crossing a line
So I’m crossing a line

[Verse 2]
It’s not about status
We know it never was
'Cause what good is the kingdom
When you’re missing the love?
This is not a goodbye now
I’m not going away
No, I don’t have the answers
But I do have the faith

[Pre-Chorus]
Oh, and it’s keeping me up at night
Worried it’s not alright
Holding back things you don’t know
And it’s keeping me up at night
Worried it’s not alright
You’re not gonna like where this goes, no

[Chorus]
And they’ll tell you I don’t care anymore
And I hope you’ll know that’s a lie
'Cause I’ve found what I have been waiting for
But to get there means crossing a line
So I’m crossing a line

[Outro]
And they’ll tell you I don’t care anymore
And I hope you’ll know that’s a lie
'Cause I’ve found what I have been waiting for
But to get there means crossing a line
So I’m crossing a line
So I’m crossing a line
So I’m crossing a line"
