,Title-Artist,Lyrics
387,"Bigger > You2 Chainz, Drake","[Intro: Quavo & 2 Chainz]
2 Chainz (Murda on the beat so it's not nice)
Yeah, VIP my squad (yeah), drop off all the gang (yeah)
VIP the lane (skrrt), VIP the chain (squad)
VIP my squad (yeah, squad), drop off all the gang (yeah)
VIP the lane (skrrt, yeah), VIP the chain

[Chorus: Quavo & 2 Chainz]
Uh, yeah, baller alert
Lil biddy bitch I don't call her alert (brrrrp)
Uh, yeah, follow alert
Go get the fire when I'm callin' 'em merked
Uh, yeah, profit come first
I whip the baby, the baby gon' burp (whip it)
Uh, yeah, I bought a 'Claren (woo)
I bought a 'Claren, didn't wanna buy verts, uh
This shit bigger than you (hey), I'm takin' on a new path (uh)
Making them bricks take a bath (woo)
Lil biddy bitch, do the math (yeah)
Lil nigga, who are you? (who you, yeah)
Must be bulletproof (brrrp)
This shit bigger than you (it big)
This shit bigger than you

[Verse 1: 2 Chainz]
Chain so big, should have came with a kick stand
Fuck with me, I got a retainer on a hit man (bop)
Barely came up out the mud like quicksand (barely)
I show you how to get millions, nigga, that's a mil plan, now
Uh, yeah, ring the alarm, Cartier bracelets on all of my arms
Uh, yeah, halo my son, in the wheelchair, and I still perform (uh)
I don't make excuses, you know that I'm hungry, I still got the juice (uh)
You set it off like Cleo, I set it off like Boosie

[Chorus: Quavo & 2 Chainz]
Uh, yeah, baller alert
Lil biddy bitch I don't call her alert (brrrrp)
Uh, yeah, follow alert
Go get the fire when I'm callin' 'em merked
Uh, yeah, profit come first
I whip the baby, the baby gon' burp (whip it)
Uh, yeah, I bought a 'Claren (woo)
I bought a 'Claren, didn't wanna buy verts, uh
This shit bigger than you (hey)
I'm takin' on a new path (uh)
Making the bricks take a bath (woo)
Lil biddy bitch, do the math (yeah)
Lil nigga, who are you? (who you?)
Must be bulletproof (brrrp) (bye)
This shit bigger than you (it big)
This shit bigger than you

[Verse 2: Drake & Quavo]
Young champagne checkin' in, man, Tity Boi shit ringin' off
'Member I was on pre-paid, I would act like my shit was ringin' off
'Member shorty told me she thought the raps good but the singing's off
Watch on Young Dro now, man, boi-oing shit blingin' off
Where the racks at? (racks)
All I know is they keep comin' to me like a flashback, nigga, what? (what?)
Half a million out in Vegas, it ain't no blackjack, nigga, naw (naw)
Quavo Sinatra, but we could never be the Rat Pack, nigga, naw

[Chorus: Quavo & 2 Chainz]
Uh, yeah, baller alert
Lil biddy bitch I don't call her alert (brrrrp)
Uh, yeah, follow alert
Go get the fire when I'm callin' 'em merked
Uh, yeah, profit come first
I whip the baby, the baby gon' birth (whip it)
Uh, yeah, I bought a 'Claren (woo)
I bought a 'Claren, didn't wanna buy verts, uh
This shit bigger than you (hey)
I'm takin' on a new path (uh)
Making the bricks take a bath (woo)
Lil biddy bitch, do the math (yeah, tell 'em)
Lil nigga, who are you? (who you?)
Must be bulletproof (brrrp) (bye)
This shit bigger than you (it big)
This shit bigger than you

[Verse 3: 2 Chainz]
Touchscreen on my cars, vintage one to two
I just bought a watch that's plain like a Dickie suit (plain)
I sip some red wine, and chased it with the '42
They asked me what I call millions, comin' soon
Yeah (yeah), I just cashed out (uh)
Ain't got time for a beef, I'm a cash cow (tell 'em)
When I was in juvie, I made 'em back out (back that ass up)
It was 400 degrees, you would have passed out (ooh)

[Chorus: Quavo & 2 Chainz]
Uh, yeah, baller alert
Lil biddy bitch I don't call her alert (brrrrp)
Uh, yeah, follow alert
Go get the fire when I'm callin' 'em merked (yeaaaah)
Uh, yeah, profit come first
I whip the baby, the baby gon' birth (whip it)
Uh, yeah, I bought a 'Claren (woo)
I bought a 'Claren, didn't wanna buy verts, uh
This shit bigger than you (hey)
I'm takin' on a new path (uh)
Making the bricks take a bath (woo)
Lil biddy bitch, do the math (yeah)
Lil nigga, who are you? (who you?)
Must be bulletproof (brrrp) (bye)
This shit bigger than you (it big)
This shit bigger than you

[Outro: Quavo & 2 Chainz]
VIP my squad (yeah), drop off all the gang (yeah)
VIP the lane (skrrt), VIP the chain (squad)
VIP my squad (yeah) (yeah), drop off all the gang (yeah)
VIP the lane (skrrt), VIP the chain"
388,LegendsJuice WRLD,"[Intro]
I usually don't speak on shit like this, but
Ain't nobody else saying shit
Daytrip took it to ten (Hey)

[Chorus]
I usually have an answer to the question, but this time I'm gon' be quiet (This time)
Ain't nothing like the feeling of uncertainty, the eeriness of silence
This time, it was so unexpected
Last time, it was the drugs he was lacing
All legends fall in the making, yeah, sorry truth, uh
Dying young, uh, demon youth

[Verse 1]
What's the 27 Club? We ain't making it past 21
I been going through paranoia, so I always gotta keep a gun
Damn, that's the world we live in now
Yeah, hold on, just hear me out
They tell me I'ma be a legend, I don't want that title now
'Cause all the legends seem to die out, what the fuck is this 'bout?
I'm tryna make it out, I'm tryna change the world
I'm tryna take her out, I'm tryna take your girl
More importantly, I'm tryna change the world
Maybe flex with some diamonds and pearls, yeah

[Chorus]
I usually have an answer to the question, but this time I'm gon' be quiet (This time)
Ain't nothing like the feeling of uncertainty, the eeriness of silence
This time, it was so unexpected
Last time, it was the drugs he was lacing
All legends fall in the making, yeah, sorry truth, uh
Dying young, uh, demon youth

[Verse 2]
My mind is foggy, I'm so confused
We keep on losing our legends to
The cruel cold world, what is it coming to?
The end of the world, is it coming soon?

[Interlude]
Now, ooh, ooh, oh
That hit's for you

[Chorus]
I usually have an answer to the question, but this time I'm gon' be quiet (This time)
Ain't nothing like the feeling of uncertainty, the eeriness of silence
This time, it was so unexpected
Last time, it was the drugs he was lacing
All legends fall in the making, yeah, sorry truth, uh
Dying young, uh, demon youth

[Outro]
Daytrip took it to ten (Hey)"
389,BedNicki Minaj,"[Intro: Ariana Grande]
Got a bed wit' your name on it
Wit’ your name on it
Got a kiss wit' your name on it
Wit' your name on it

[Verse 1: Nicki Minaj]
Thousand dollar sheets
Waitin’ for you on some thousand dollar sheets
I got Carter III on repeat
Back shots to the beat of ""A Milli"" on you
Got me acting like you got a milli on you
He say I'm the GOAT, yeah, the billy on you
I could make all your dreams come true
Wanna fall through, then you better come through

[Pre-Chorus: Ariana Grande]
But don't make me wait until the morning

[Chorus: Ariana Grande]
Got a bed wit' your name on it
Wit' your name on it
Got a kiss wit' your name on it
Wit' your name on it
Love me good, love me down
Don't turn me down
Got a bed wit’ your name on it
Wit’ your name on it

[Verse 2: Nicki Minaj]
Strawberry lingerie
Waitin' for you, strawberries, lingerie
You told me you on the way
Mess around, mess around, put it down on you
I’ma do everything I said I'm gon' do
Pretty little body, it look better on you
Might have to blow it like a feather on you
Waterfalls, ooh, yeah, you better come through

[Pre-Chorus: Ariana Grande]
But don't make me wait until the morning

[Chorus: Ariana Grande]
Got a bed wit’ your name on it
Wit' your name on it
Got a kiss wit' your name on it
Wit' your name on it
Love me good, love me down
Don't turn me down
Got a bed wit' your name on it (Oh, yeah)
Wit' your name on it (On it)

[Interlude: Nicki Minaj and Ariana Grande]
O-on, on it (On it)
O-on, on it
O-on, on it
O-on, on it (But I put your name on it)

[Verse 3: Nicki Minaj]
Yo, he in my startin' five, he get his city live
These niggas scared, they doing 50 in a 55
I'm tryna clap him like somebody told him, ""Gimme five""
I'ma be a half an hour, but I told him, ""Gimme five""
I'm tryna dance on him, blow my advance on 'em
I like him better when he got some sweatpants on him
I like his hang time, he said his head right
I said go all the way down and then head right
I watch him fuck it up, look at him luckin' up
I said, ""You need some thick skin, baby, suck it up""
He go insane on it, I put my fame on it
Coulda put ZAYN on it, but I put your name on it

[Chorus: Ariana Grande]
I got a bed wit' your name on it
Wit' your name on it
Got a kiss wit' your name on it
Wit' your name on it, yeah
Love me good, love me down
Don't turn me down (Turn it down, baby)
Got a bed wit' your name on it (Your name)
Wit' your name on it"
390,HopeXXXTENTACION,"[Intro]
Yeah
Rest in peace to all the kids that lost their lives in the Parkland shooting, this song is dedicated to you

[Chorus]
Okay, she keep callin, she keep callin' every single night
Day and night, on my mind, please don't kill the vibe
All alone, swear to God, I be in my mind
Swear I wanna die, yeah, when you cross my—
Said I wanna die, yuh, no, I'm not alright, yuh
I might start a riot, yuh, I'm so fuckin' tired, yuh
So what's up? What you say? Feelin' good, I'm feelin' great
Tired of the fuckin' hate, stackin' cheese all on my plate

[Bridge]
So outside my misery, I think I'll find
A way of envisioning a better life
For the rest of us, the rest of us
There's hope for the rest of us, the rest of us

[Chorus]
Okay, she keep callin', she keep callin' every single night
Day and night, on my mind, please don't kill the vibe
Oh no, I swear to God, I be in my mind
Swear I wanna die, yeah, when you cross my—
Said I wanna die, yuh, no, I'm not alright, yuh
I might start a riot, yuh, I'm so fuckin' tired, yuh
So what's up? What you say? Feelin' good, I'm feelin' great
Tired of the fuckin' hate, stackin' cheese all on my plate"
391,TATI6ix9ine,"[Intro]
Hold up, let me get it started
B.B. with the Robin's, lookin' all retarded
B.B. saggin', fly like a dragon
Bitches suck my dick, 'cause I'm fly like Aladdin
Scum Gang!

[Verse 1]
These bitches think I'm stupid, I ain't stupid
Dummy boys fall in love with it, he stupid
All these hoes on my body, cut the bullshit
All these hoes, they ain't loyal, y'all lookin' stupid
I just left Starlets and I ain't even cash out
Back out, straight to the trap house, I blow her back out
I'll pull her tracks out, got her running like it's track now
Like a Smackdown, rock bottom I'ma pin her down
Hold up, let me get it started
B.B. with the Robin's, lookin' all retarded
B.B. saggin', fly like a dragon
Bitches suck my dick 'cause I'm fly like Aladdin

[Chorus]
Pour a semi, pull up to the cribby, uh
Licky-licky, licky on my blicky, uh
Take a flicky, make a movie with me, uh
Take a flicky, make 'em real drippy, uh
Why you watching me?
You all on my IG
Why you stalking me?
You don't even follow me
Why you tweet my shit?
You ain't used to read my shit
Bitch, you used to fuckin' leave me on seen and shit

[Verse 2]
Went to the Eastside, spanked out Juju
Lucky I ain't have it on me, I was gon' shoot you
Spanked him on camera, threw it on YouTube
Stupid lil' dumb nigga, now you on YouTube
If a nigga want beef, I'm the type to drag it
Shoot you while you with your bitch then it's back to mackin'
Police pull up on me, I don't know what happened
Police pull up on you, you gon' get to yappin'
We gon' get to clappin', we been on static
Semi-automatics, they gon' get to clappin'
We ain't with the chattin', you lil' niggas cappin'
If we catch you lackin', turn you into has-beens
Ran through Lust, 100 bands up
Shout out SpinKing, that's my motherfuckin' blood, nigga
Go, go, go mulignane
Go, go, mulignane

[Chorus]
Pour a semi, pull up to the cribby, uh
Licky-licky, licky on my blicky, uh
Take a flicky, make a movie with me, uh
Take a flicky, make 'em real drippy, uh
Why you watching me?
You all on my IG
Why you stalking me?
You don't even follow me
Why you tweet my shit?
You ain't used to read my shit
Bitch, you used to fuckin' leave me on seen and shit"
392,YikesKanye West,"[Chorus]
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare, myself, myself

[Verse 1]
Tweakin', tweakin' off that 2C-B, huh
Is he gon' make it? TBD, huh
Thought I was gon' run, DMC, huh
I done died and lived again on DMT, huh
See, this a type of high that won't come down
This the type of high that get you gunned down
Yeezy, Yeezy trollin' OD, huh
Turn TMZ to Smack DVD, huh
Russell Simmons wanna pray for me too
I'ma pray for him 'cause he got MeToo'd
Thinkin' what if that happened to me too
Then I'm on E! News

[Chorus]
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself

[Verse 2]
Ayy, hospital band a hundred bands, fuck a watch
Hundred grand'll make your best friends turn to opps
I hear y'all bringin' my name up a lot
Guess I just turned the clout game up a notch
See, y'all really shocked, but I'm really not
You know how many girls I took to the titty shop?
If she get the ass with it, that's a 50 pop
I still bring the bad bitches in the city out
Uh, just a different type of leader
We could be in North Korea, I could smoke with Wiz Khalifa, uh
Told my wife I've never seen her
After I hit it, bye Felicia, that's the way that I'ma leave it up

[Chorus]
Shit could get menacin', frightenin', find help
See, this is why all the bitches fuck with Ye!
Fuck what they talk about!
Sometimes I scare myself, myself
They take me on meds, off meds, ask yourself
Shit could get menacin', frightenin', find help
Ask your homegirl right now, ""Look, you had a shot at Ye?""
Sometimes I scare myself, myself
You'd drop everything!

[Verse 3]
Tweakin', tweakin' off that 2C-B, huh
This is why your bitches fuck with me, huh
Smash, she gon' end up on TV, huh
Last thing that you ever wanna see, huh
I can feel the spirits all around me
I think Prince and Mike was tryna warn me
They know I got demons all on me
Devil been tryna make an army
They been strategizin' to harm me
They don't know they dealin' with a zombie
Niggas been tryna test my Gandhi
Just because I'm dressed like Abercrombie

[Outro]
You see? You see?
That's what I'm talkin' 'bout!
That's why I fuck with Ye!
See, that's my third per-
That's my bipolar shit, nigga, what?
That's my superpower, nigga, ain't no disability
I'm a superhero! I'm a superhero!
Agghhh!"
393,I Know YouLil Skies,"[Intro: Yung Pinch]
Beach boy in this ho, oh, woah
Yeah
Look, I know you
You just wanna fuck me for the fame
Wanna fuck me 'cause them diamonds on my chain
Girl, don't you? Don't you? Yeah, oh

[Chorus: Yung Pinch]
Look, I know you, you just wanna fuck me for my fame
Girl, don't you? You just wanna fuck me for the fame
Yeah, don't you? You just wanna fuck me for the fame
She wanna fuck me 'cause them diamonds on my chain
Girl, I know you, you be out here playin' all them games
Girl, don't you? Out here fuckin' with all of them lames
Don't you? Don't you? I know you

[Verse 1: Lil Skies]
Ayy, ayy, ayy, ayy
Big body, she gon' swerve it, now we way above the surface
Shorty lookin' picture perfect, say she ready, never nervous
I wanna know like its urgent, give her good pipe when in person
You want the cars and the purses, baby girl, tell me is it worth it
I'm in a spaceship, get ready for takeoff
Can't fuck with lil' shorty, I know that she basic
She makin' my dick soft, these niggas hatin'
Said I wouldn't make it, I shine with a new floss
I got his girl in a room gettin' naked, she fuck with a real boss
When my gang walk in it's lit (It's lit), legit (Legit)
Give her the D then she dismissed (Dismissed), no kiss (No kiss)
You test me then you getting hit (Hit), lil' bitch (Lil' bitch)
I take my shot and I don't miss (Don't miss), my diamonds piss (Piss)
And girl that's funny 'cause I know you
You just come around and make a name
Girl, I know you, gon' tell me that you different and you changed
But I know you are everything you say you ain't
You tried to take me down, I left you in the rain
(Ayy, girl I, ayy, girl I)

[Chorus: Yung Pinch]
Look, I know you, you just wanna fuck me for my fame
Girl, don't you? You just wanna fuck me for the fame
Yeah, don't you? You just wanna fuck me for the fame
She wanna fuck me 'cause the diamonds on my chain
Girl, I know you, you be out here playin' all them games
Girl, don't you? Out here fuckin' with all of them lames
Don't you? Don't you? I know you

[Verse 2: Yung Pinch]
Look, she want the money and the fame, told her you gotta go
I ain't gon' give your ass a thing, she want a pot of gold
Back when I was young I had a lot of hoes
I'm talkin' back before I got this dough, now I see how they rockin'
I know how you roll now, ain't no need for talkin'
That shit gettin' old now, left me with no option
But to keep knockin' these goals down, left me with no option
But to keep knockin' these hoes down (Hold up, wait)
Gucci down to the socks (Ho, yeah), that's a beach boy, baby
Pull up to the party, shawty all up on me, now she wanna date me
Said she wanna have my baby
I ain't know that was your lady, oh no
I've been workin' off the clock for this shit, did a lot for this shit
Please don't expect me just to give it up
Shorty wanna rock with the kid
I gave her cock then I dipped, told lil' mama go ahead and live it up

[Chorus: Yung Pinch]
Look, I know you, you just wanna fuck me for my fame
Girl, don't you? You just wanna fuck me for the fame
Yeah, don't you? You just wanna fuck me for the fame
She wanna fuck me 'cause the diamonds on my chain
Girl, I know you, you be out here playin' all them games
Girl, don't you? Out here fuckin' with all of them lames
Don't you? Don't you? I know you"
394,Praise The Lord (Da Shine)A$AP Rocky,"[Verse 1: A$AP Rocky]
Get it
Text a message, I don't know the number
Flexin' on these niggas, every bone and muscle
Steady taking shots, but never hurting numbers
Even then, y'all don't worry nothin'
And I'd like to give a shout-out to my niggas with a game plan
And shout-outs to my niggas with escape plans
Uh, twenty bands, rain dance
We could either rain check or we can make plans
Pockets loaded, rocket loaded, okay, let's rock and roll this
It's time to go, Lock, Stock, and Two Smoking Barrels
Locked and loaded, diamonds glowing, chart-climbing on 'em
You'd think I'm jumping out the window how I got 'em open
Line around the corner, line 'em up the block and over
Sometimes I even stop the smoking when it's time to focus
My shades, Dior, my pants, velour
Create, explore, expand, conquer

[Chorus: Skepta]
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours

[Verse 2: Skepta]
Yeah, I sold the pack, the loose, the hard (Yeah)
I listened to X, I peeped the bars (Yeah)
The snakes, the rats, the cats, the dogs
The game's a trap, protect your heart (Yeah)
I waited in line, return, refine
The new design, it's time to shine
To shine, to shine, to shine, to shine
I hustle, I flex, the world is mine
So please believe, allow the greaze
These niggas disease, don't speak, we squeeze
I make the devil go weak the knees
You hate, you're lame, your loss

[Chorus: Skepta]
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours

[Verse 3: A$AP Rocky & Skepta]
Uh, she came, I came, now what's my name?
My chain, my pants, my pants with the chain
They know it's me, the hat and the shades
They heard my voice and they ran to the stage
My Vans, my braids, my mans, my babes
My girls, my ex, my hoes that I left
The way I stepped out the car, that's a flex
Give thanks, get fresh, praise the Lord then finesse, bless

[Chorus: Skepta]
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours
I came, I saw, I came, I saw
I praise the Lord, then break the law
I take what's mine, then take some more
It rains, it pours, it rains, it pours"
395,BossThe Carters,"[Intro: Beyoncé]
Mm, mm

[Chorus: Beyoncé]
Ain't nothing to it, real one
Ain't nothing to it, boss
Ain't nothing to it (nothin' to it) real one
Ain't nothing to it (there's nothing!) boss

[Verse 1: Beyoncé]
Heh, I paid the cost
Who gon' take it all? (take it all)
I record then I ball (then I ball!)
I ignored a lot of calls (click, click)
You ain't talkin' 'bout nothin', I ain't got no time
Got that dinero on my mind
Ohh, I got real problems just like you (bitch!)
Tell that bitch, ""I don't like you"" (I don't fuck with you!)

[Chorus: Beyoncé]
Ain't nothing to it, real one
Ain't nothing to it (nothin' to it) boss
Ain't nothing to it (nothin' to it) real one
Ain't nothing to it (nothin' to it) I boss
Ohhh, real one
Uh, I'm a boss
Oh oh oh oh ohhh, oh yeah

[Verse 2: JAY-Z & Beyoncé]
Let me get 'em, B, yeah
Hundred million crib, three million watch, all facts
No cap; false nigga, you not a boss, you got a boss
Niggas getting jerked, that shit hurts, I take it personally
Niggas rather work for the man than to work with me
Just so they can pretend they on my level, that shit is irkin' to me
Pride always goeth before the fall, almost certainly
It's disturbing what I gross (what I gross!)
Survey says you not even close (not even close)
Everybody's bosses 'til it's time to pay for the office
'Til them invoices separate the men, from the boys
Over here we measure success by how many people successful next to you
Here we say you broke if everybody is broke except for you
Boss!

[Chorus: Beyoncé]
Ain't nothing to it, real one (real one)
Ain't nothing to it (nothin' to it) boss (boss, boss, boss)
Ain't nothing to it (nothin' to it) real one (real one)
Ain't nothing to it (nothin' to it) I boss
Ohhh, real one
Uh, I'm a boss
Oh oh oh oh ohhh, oh yeah

[Verse 3: Beyoncé]
Ain't nothing to it, I bossed up out my momma whip
My great-great-grandchildren already rich
That's a lot of brown chil'ren on your Forbes list
Frolickin' around my compound on my fortress, boss (boss, boss, boss)
Ohh, I be ridin' 'round with my seat reclinin'
Droppin' my daughter off at school every morning
We slammin' car doors
I be true ballin' on these bum whores
You ain't talkin' 'bout nothing, I ain't got no time, boss
Chill, tell them paps they gotta relax (you tried it!)
Toes in the sand, momma gettin' fat (snack)

[Chorus: Beyoncé]
Ain't nothing to it (nothin' to it) real one (real one)
Ain't nothing to it (nothin' to it) boss (boss)
Ain't nothing to it (nothin' to it) real one (real one)
Ain't nothing to it (nothin' to it) I boss
Ooh, real one
Uh, I'm a boss
Oh oh oh oh ohhh, oh yeah

[Outro: Beyoncé & Blue Ivy]
Ohhh, ohh, I'm a boss
Shout out to Rumi and Sir, love, Blue"
396,OceanTK Kravitz,"[Intro: Jacquees & TK Kravitz]
Yeah, yeah
TK Kravitz
Oh yeah, oh

[Chorus: TK Kravitz & Jacquees]
I'm lying if I said I didn't want it
I can tell by your eyes that you focused
(That you focused, yeah)
Come and hop on this pony
(Come and hop on this pony)
Now can I dive in your ocean?
(Your ocean)
Can I take a dive in your ocean?
(Yeah, yeah)
Can I take a dive in your ocean?

[Verse 1: TK Kravitz & Jacquees]
Uh, I swear I'm drowning, yeah, I'm drowning, yeah, I'm drowning, babe
You fuck me good and I mean good 'til I'm lazy, babe
Never had no pussy like yours, it got me crazy, babe
It got me crazy babe, uh
I'm in your ocean, it got me floating, it got you talking shit
It got me slapping on that ass like I'm owning it
And when I'm gone, you call my phone and say I'm wrong for this
That pussy good, they might catch on to this
I'm in my zone for this, might write a song for this
Used to drinking Hennessy but I need Patron for this
Yeah, I gotta be strong for this, my name, she moaning it
And if you feeling like I'm feeling, just admit it, baby, yeah

[Chorus: TK Kravitz & Jacquees]
I'm lying if I said I didn't want it
I can tell by your eyes that you focused
(That you focused, yeah)
Come and hop on this pony
(Come and hop on this pony)
Now can I dive in your ocean?
(Your ocean)
Can I take a dive in your ocean?
(Yeah, yeah)
Can I take a dive in your ocean?

[Verse 2: TK Kravitz & Jacquees]
Yeah, I need your attention, yeah, I know the last nigga failed the mission
You like the shower or the kitchen, yeah, I would be a fool if I didn't listen
Uh, hit it from the back, then I hit it from the side in the morning
Yeah, and the way you calling my name, baby, I can tell that you want it (tell that you want)
Am I pleasing you right? Is it me that you like?Only me, in your thighs, waterfalls, I'ma dive
You scratching my back, I'm all in no cap
Only thing I speak is facts, all facts, yeah

[Chorus: TK Kravitz & Jacquees]
I'm lying if I said I didn't want it
I can tell by your eyes that you focused
(That you focused, yeah)
Come and hop on this pony
(Come and hop on this pony)
Now can I dive in your ocean?
(Your ocean, your ocean)
Can I take a dive in your ocean?
(Ocean, yeah, your ocean, yeah, your ocean)
Can I take a dive in your ocean?

[Bridge: TK Kravitz]
I swear I'm drowing, yeah, I'm drowing, yeah, I'm drowing, babe
I swear I'm drowing, yeah, I'm drowing, yeah, I'm drowing, babe

[Chorus: TK Kravitz & Jacquees]
Can I dive in your ocean?
(Ocean, your ocean, your ocean, your ocean)
Can I take a dive in your ocean?
(Ocean, your ocean, your ocean, your ocean)
Can I take a dive in your ocean?"
397,In My FeelingsDrake,"[Intro: Drake]
Trap, TrapMoneyBenny
This shit got me in my feelings
Gotta be real with it, yeah

[Chorus: Drake]
Kiki, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
KB, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always

[Verse: Drake]
Look, the new me is really still the real me
I swear you gotta feel me before they try and kill me
They gotta make some choices, they runnin' out of options
'Cause I've been goin' off and they don't know when it's stoppin'
And when you get to toppin', I see that you've been learnin'
And when you get to shoppin', you spend it like you earned it
And when you popped off on your ex he deserved it
I thought you were the one from the jump that confirmed it
TrapMoneyBenny
I buy you Champagne but you love some Henny
From the block like you Jenny
I know you special, girl, 'cause I know too many

[Chorus: Drake]
'Resha, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always
J.T., do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I need ya
And I'm down for you always

[Interlude: J.T, Yung Miami, Drake & Magnolia Shorty]
Two bad bitches and we kissin' in the Wraith
Kissin'-kissin' in the Wraith, kiss-kissin' in the Wraith
I need that black card and the code to the safe
Code to the safe, code-code to the safe-safe
I show him how that neck work
Fuck that Netflix and chill—what's your net-net-net worth?
'Cause I want ya, and I need ya
And I'm down for you always
Yeah, yeah, yeah, yeah, he bad
And I'm down for you always
Yeah, yeah, yeah, guess who's back
And I'm down for you always
D-down for you al–
Black biggy biggy black biggy black blake
D-d-down for you always
I got a new boy, and that nigga trade!

[Chorus: Drake]
Kiki, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want you, and I need you
And I'm down for you always
KB, do you love me? Are you riding?
Say you'll never ever leave from beside me
'Cause I want ya, and I–

[Breakdown: Lil Wayne & Magnolia Shorty]
Skate and Smoke and Rap
Now let me see you
Bring that ass, bring that ass, bring that ass back!
B-bring that ass, bring that ass, bring that ass back!
Shawty say the nigga that she with can't hit
But shawty, I'ma hit it, hit it like I can't miss
Now let me see you
Clap that ass, you're the only one I love
Clap that ass, clap-clap that ass!
Bring that ass back!
Clap-clap-clap that ass, you're the only one I love
Let's go, let's go, let's go!
Bring that ass back!

[Outro: Drake]
Trap, TrapMoneyBenny
This shit got me in my feelings
Gotta be real with it, yup
BlaqNmilD, you a genius, you diggin' me?

[Skit: Zazie Beetz]
I don't even care, I need a photo with Drake
Because my Instagram is weak as fuck
I'm just being real, my shit, look,–"
398,FEFE6ix9ine,"[Intro: 6ix9ine, Nicki Minaj & Baka]
It's fuckin' TR3YWAY!
King of New York, lookin' for the Queen
Uh, you got the right one, hmm
L-let these-l-let these b-b-bitches know, nigga
Queens, Brooklyn, brrr, ah!
Murda on the beat so it's not nice!

[Verse 1: 6ix9ine]
Pussy got that wet, wet, got that drip, drip
Got that super soaker, hit that
She a Fefe, her name Keke
She eat my dick like it's free, free
I don't even know like ""Why I did that?""
I don't even know like ""Why I hit that?""
All I know is that I just can't wife that
Talk to her nice so she won't fight back
Turn around and hit it from the back, back, back
Bend her down then I make it clap, clap, clap

[Chorus: 6ix9ine]
I don't really want no friends
I don't really want no friends, no

[Verse 2: 6ix9ine]
Draco got that kick-back when I blow that, they all do track
They don't shoot back, one shot, close range, red dot
Head tight, yeah, I did that, yeah, I live that
Call a Uber with my shooter, with a Ruger, we gon' do ya
Niggas say they killin' people, but I really fuckin' do it

[Chorus: 6ix9ine]
I don't really want no friends
I don't really want no friends, no

[Verse 3: Nicki Minaj]
He-he tryna 69 like Tekashi, call him papi
Word to A$AP, keep me Rocky, I'm from New York, so I'm cocky
Say he fuckin' with my posse, copped me Khloé like Kardashi'
Keep this pussy in Versace, said I'm pretty like Tinashe
Put-put it all up in his face, did I catch a case?
Pussy game just caught a body, but I never leave a trace
Face is pretty, ass for days, I get chips, I ask for Lay's
I just sit back and when he done, I be like, ""Yo, how'd it taste?""
(Yo, how'd it taste?)

[Chorus: 6ix9ine]
I don't really want no friends
I don't really want no friends, no

[Verse 4: Nicki Minaj]
Ayo, Draco got that kick-back
When it kick-back, you can't get yo shit back
In fact this that bitch that
""I hate small talk, I don't fuck with chit-chat""
AC just stopped workin'
So they hit me, told me bring my wrist back
Come through rockin' fashions
That got all these bitches like ""Yo, what's that?""
(Like ""Yo, what's that?"")

[Chorus: 6ix9ine & Nicki Minaj]
I don't really want no friends
I don't really want no friends, no

[Bridge: 6ix9ine & Nicki Minaj]
Eeny, meeny, miny, moe
I catch a ho right by her toe
If she ain't fuckin' me and Nicki
Kick that ho right through the door (TR3YWAY)
I don't really want no friends, my old ho just bought this Benz
Nicki just hopped in this shit, now I won't see that bitch again
Eeny, meeny, miny, moe (no)
I catch a ho right by her toe (no)
If she ain't fuckin' me and Nicki
Kick that ho right through the door (no, TR3YWAY)

[Outro: Nicki Minaj & 6ix9ine]
Mmm, Young Money, Young Money bunny
Colorful hair, don't care
I don't really want no friends
I don't really want no friends, no
I don't really want no friends
I don't really want no friends, no
Scum Gang!"
