Title,Artist
Wild,Troye Sivan Featuring Alessia Cara
I Hate U I Love U,gnash Featuring Olivia O'Brien
This Girl,Kungs vs Cookin' On 3 Burners
With You Tonight,Nicky Jam
The Sound,The 1975
Like I Would,Zayn
You & Me,Marc E. Bassy Featuring G-Eazy
Closer,The Chainsmokers Featuring Halsey
Heathens,twenty one pilots
Let Me Love You,DJ Snake Featuring Justin Bieber
Starboy,The Weeknd Featuring Daft Punk
Treat You Better,Shawn Mendes
Gold,Kiiara
Cold Water,Major Lazer Featuring Justin Bieber & MO
"Sit Still, Look Pretty",Daya
I Hate U I Love U,gnash Featuring Olivia O'Brien
24K Magic,Bruno Mars
Cheap Thrills,Sia Featuring Sean Paul
Side To Side,Ariana Grande Featuring Nicki Minaj
My Way,Calvin Harris
Starving,Hailee Steinfeld & Grey Featuring Zedd
Scars To Your Beautiful,Alessia Cara
The Greatest,Sia Featuring Kendrick Lamar
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
Unsteady,X Ambassadors
Luv,Tory Lanez
All Time Low,Jon Bellion
This Town,Niall Horan
Hymn For The Weekend,Coldplay
Too Good,Drake Featuring Rihanna
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Into You,Ariana Grande
In The Name Of Love,Martin Garrix & Bebe Rexha
That's My Girl,Fifth Harmony
Capsize,Frenship & Emily Warren
All On You,Nick Fradiani
Fade,Kanye West
Broccoli,D.R.A.M. Featuring Lil Yachty
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis
Needed Me,Rihanna
Ain't My Fault,Zara Larsson
Love Me Now,John Legend
Body Moves,DNCE
This Girl,Kungs vs Cookin' On 3 Burners
Blow Your Mind (Mwah),Dua Lipa
Cool Girl,Tove Lo
Love On The Brain,Rihanna
Closer,The Chainsmokers Featuring Halsey
Let Me Love You,DJ Snake Featuring Justin Bieber
Starboy,The Weeknd Featuring Daft Punk
Side To Side,Ariana Grande Featuring Nicki Minaj
Heathens,twenty one pilots
I Hate U I Love U,gnash Featuring Olivia O'Brien
24K Magic,Bruno Mars
Scars To Your Beautiful,Alessia Cara
Starving,Hailee Steinfeld & Grey Featuring Zedd
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
Unsteady,X Ambassadors
The Greatest,Sia Featuring Kendrick Lamar
Cold Water,Major Lazer Featuring Justin Bieber & MO
Gold,Kiiara
Treat You Better,Shawn Mendes
All Time Low,Jon Bellion
This Town,Niall Horan
In The Name Of Love,Martin Garrix & Bebe Rexha
Love On The Brain,Rihanna
That's My Girl,Fifth Harmony
Mercy,Shawn Mendes
Bad Things,Machine Gun Kelly x Camila Cabello
Broccoli,D.R.A.M. Featuring Lil Yachty
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis
Capsize,Frenship & Emily Warren
Love Me Now,John Legend
Fade,Kanye West
Ain't My Fault,Zara Larsson
Blow Your Mind (Mwah),Dua Lipa
Body Moves,DNCE
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
Water Under The Bridge,Adele
Kids,OneRepublic
All On You,Nick Fradiani
Black Beatles,Rae Sremmurd Featuring Gucci Mane
Guys My Age,Hey Violet
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Luv,Tory Lanez
Lookin' Like That,Jordan Fisher
Bailar,Deorro Featuring Pitbull & Elvis Crespo
Uptown Funk!,Mark Ronson Featuring Bruno Mars
Blank Space,Taylor Swift
Jealous,Nick Jonas
I'm Not The Only One,Sam Smith
Take Me To Church,Hozier
Love Me Harder,Ariana Grande & The Weeknd
Lips Are Movin,Meghan Trainor
Thinking Out Loud,Ed Sheeran
The Heart Wants What It Wants,Selena Gomez
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence
Heroes (We Could Be),Alesso Featuring Tove Lo
Animals,Maroon 5
Prayer In C,Lillywood & Robin Schulz
Ghost,Ella Henderson
Centuries,Fall Out Boy
Time Of Our Lives,Pitbull & Ne-Yo
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg
I Lived,OneRepublic
Blame,Calvin Harris Featuring John Newman
Style,Taylor Swift
Sledgehammer,Fifth Harmony
Night Changes,One Direction
Sugar,Maroon 5
Outside,Calvin Harris Featuring Ellie Goulding
Tuesday,I LOVE MAKONNEN Featuring Drake
I Don't Mind,Usher Featuring Juicy J
Love Me Like You Do,Ellie Goulding
Riptide,Vance Joy
All About It,Hoodie Allen Featuring Ed Sheeran
Heartbeat Song,Kelly Clarkson
She Knows,Ne-Yo Featuring Juicy J
What I Like About You,5 Seconds Of Summer
I Don't F**k With You,Big Sean Featuring E-40
Can't Stop Dancin,Becky G
Beg For It,Iggy Azalea Featuring M0
Chains,Nick Jonas
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney
Somebody,Natalie La Rose Featuring Jeremih
Talking Body,Tove Lo
Stolen Dance,Milky Chance
Uptown Funk!,Mark Ronson Featuring Bruno Mars
Thinking Out Loud,Ed Sheeran
Take Me To Church,Hozier
Style,Taylor Swift
Lips Are Movin,Meghan Trainor
Time Of Our Lives,Pitbull & Ne-Yo
Blank Space,Taylor Swift
Sugar,Maroon 5
Prayer In C,Lillywood & Robin Schulz
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney
Ghost,Ella Henderson
Jealous,Nick Jonas
Centuries,Fall Out Boy
Love Me Like You Do,Ellie Goulding
I'm Not The Only One,Sam Smith
Outside,Calvin Harris Featuring Ellie Goulding
Night Changes,One Direction
I Don't Mind,Usher Featuring Juicy J
Love Me Harder,Ariana Grande & The Weeknd
She Knows,Ne-Yo Featuring Juicy J
Somebody,Natalie La Rose Featuring Jeremih
Chains,Nick Jonas
Heartbeat Song,Kelly Clarkson
One Last Time,Ariana Grande
The Heart Wants What It Wants,Selena Gomez
Riptide,Vance Joy
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg
I Lived,OneRepublic
Talking Body,Tove Lo
Nobody Love,Tori Kelly
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne
Lay Me Down,Sam Smith
Masterpiece,Jessie J
I Bet My Life,Imagine Dragons
Living For Love,Madonna
Bright,Echosmith
Shut Up And Dance,WALK THE MOON
Earned It (Fifty Shades Of Grey),The Weeknd
Surrender,Cash Cash
See You Again,Wiz Khalifa Featuring Charlie Puth
Want To Want Me,Jason Derulo
Shut Up And Dance,WALK THE MOON
Earned It (Fifty Shades Of Grey),The Weeknd
Love Me Like You Do,Ellie Goulding
Talking Body,Tove Lo
Chains,Nick Jonas
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
You Know You Like It,DJ Snake & AlunaGeorge
Sugar,Maroon 5
Somebody,Natalie La Rose Featuring Jeremih
Worth It,Fifth Harmony Featuring Kid Ink
Bad Blood,Taylor Swift Featuring Kendrick Lamar
Style,Taylor Swift
Uptown Funk!,Mark Ronson Featuring Bruno Mars
One Last Time,Ariana Grande
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
"Honey, I'm Good.",Andy Grammer
Dear Future Husband,Meghan Trainor
Bright,Echosmith
This Summer's Gonna Hurt...,Maroon 5
Where Are U Now,Skrillex & Diplo With Justin Bieber
Trap Queen,Fetty Wap
The Night Is Still Young,Nicki Minaj
Budapest,George Ezra
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
Elastic Heart,Sia
Pretty Girls,Britney Spears & Iggy Azalea
Cheerleader,OMI
Geronimo,Sheppard
I Really Like You,Carly Rae Jepsen
Fun,Pitbull Featuring Chris Brown
Pray To God,Calvin Harris Featuring HAIM
Photograph,Ed Sheeran
OctaHate,Ryn Weaver
American Oxygen,Rihanna
Lean On,Major Lazer & DJ Snake Featuring MO
Don't Look Down,Martin Garrix Featuring Usher
Ghost Town,Adam Lambert
Uma Thurman,Fall Out Boy
Bad Blood,Taylor Swift Featuring Kendrick Lamar
Shut Up And Dance,WALK THE MOON
See You Again,Wiz Khalifa Featuring Charlie Puth
Want To Want Me,Jason Derulo
Talking Body,Tove Lo
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
You Know You Like It,DJ Snake & AlunaGeorge
Worth It,Fifth Harmony Featuring Kid Ink
"Honey, I'm Good.",Andy Grammer
Cheerleader,OMI
This Summer's Gonna Hurt...,Maroon 5
Where Are U Now,Skrillex & Diplo With Justin Bieber
Lean On,Major Lazer & DJ Snake Featuring MO
The Night Is Still Young,Nicki Minaj
Elastic Heart,Sia
Can't Feel My Face,The Weeknd
Earned It (Fifty Shades Of Grey),The Weeknd
Bright,Echosmith
Budapest,George Ezra
Photograph,Ed Sheeran
Fun,Pitbull Featuring Chris Brown
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
Fight Song,Rachel Platten
Uma Thurman,Fall Out Boy
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
Trap Queen,Fetty Wap
One Last Time,Ariana Grande
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
Beautiful Now,Zedd Featuring Jon Bellion
Take Your Time,Sam Hunt
Ghost Town,Adam Lambert
Should've Been Us,Tori Kelly
Stitches,Shawn Mendes
Tonight Belongs To U!,Jeremih Featuring Flo Rida
Pray To God,Calvin Harris Featuring HAIM
Like I Can,Sam Smith
King,Years & Years
"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
Beautiful Life,Nick Fradiani
Good Thing,Sage The Gemini Featuring Nick Jonas
Good For You,Selena Gomez Featuring A$AP Rocky
Lean On,Major Lazer & DJ Snake Featuring MO
Cool For The Summer,Demi Lovato
Locked Away,R. City Featuring Adam Levine
Can't Feel My Face,The Weeknd
Photograph,Ed Sheeran
The Hills,The Weeknd
Uma Thurman,Fall Out Boy
What Do You Mean?,Justin Bieber
Wildest Dreams,Taylor Swift
Stitches,Shawn Mendes
Cheerleader,OMI
Drag Me Down,One Direction
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
Marvin Gaye,Charlie Puth Featuring Meghan Trainor
Love Myself,Hailee Steinfeld
Bad Blood,Taylor Swift Featuring Kendrick Lamar
Levels,Nick Jonas
Fight Song,Rachel Platten
Ghost Town,Adam Lambert
Renegades,X Ambassadors
How Deep Is Your Love,Calvin Harris & Disciples
Ex's & Oh's,Elle King
Black Magic,Little Mix
Here,Alessia Cara
She's Kinda Hot,5 Seconds Of Summer
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley
Back Together,Robin Thicke Featuring Nicki Minaj
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Hold Each Other,A Great Big World Featuring FUTURISTIC
Hold My Hand,Jess Glynne
Hide Away,Daya
On My Mind,Ellie Goulding
"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
Firestone,Kygo Featuring Conrad
Same Old Love,Selena Gomez
Beautiful Now,Zedd Featuring Jon Bellion
Watch Me,Silento
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
Hotline Bling,Drake
Wildest Dreams,Taylor Swift
What Do You Mean?,Justin Bieber
The Hills,The Weeknd
Stitches,Shawn Mendes
Locked Away,R. City Featuring Adam Levine
Drag Me Down,One Direction
Hotline Bling,Drake
Good For You,Selena Gomez Featuring A$AP Rocky
Renegades,X Ambassadors
On My Mind,Ellie Goulding
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
Ex's & Oh's,Elle King
Lean On,Major Lazer & DJ Snake Featuring MO
Here,Alessia Cara
Can't Feel My Face,The Weeknd
Same Old Love,Selena Gomez
How Deep Is Your Love,Calvin Harris & Disciples
Love Myself,Hailee Steinfeld
Levels,Nick Jonas
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Confident,Demi Lovato
Lay It All On Me,Rudimental Featuring Ed Sheeran
Cool For The Summer,Demi Lovato
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley
Hide Away,Daya
679,Fetty Wap Featuring Remy Boyz
Hold Me Up,Conrad Sewell
Hold My Hand,Jess Glynne
Sorry,Justin Bieber
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
Hey Everybody!,5 Seconds Of Summer
Cake By The Ocean,DNCE
Something Better,Audien Featuring Lady Antebellum
Feelings,Maroon 5
Hello,Adele
Perfect,One Direction
Roses,The Chainsmokers Featuring Rozes
Break A Sweat,Becky G
That's How You Know,Nico & Vinz Featuring Kid Ink & Bebe Rexha
Hula Hoop,OMI
Hello,Adele
Stitches,Shawn Mendes
Hotline Bling,Drake
Wildest Dreams,Taylor Swift
On My Mind,Ellie Goulding
Same Old Love,Selena Gomez
Ex's & Oh's,Elle King
Here,Alessia Cara
The Hills,The Weeknd
What Do You Mean?,Justin Bieber
Sorry,Justin Bieber
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Focus,Ariana Grande
Confident,Demi Lovato
Renegades,X Ambassadors
Locked Away,R. City Featuring Adam Levine
Lay It All On Me,Rudimental Featuring Ed Sheeran
Drag Me Down,One Direction
679,Fetty Wap Featuring Remy Boyz
Perfect,One Direction
Hide Away,Daya
In The Night,The Weeknd
Hey Everybody!,5 Seconds Of Summer
Roses,The Chainsmokers Featuring Rozes
Cake By The Ocean,DNCE
Used To Love You,Gwen Stefani
How Deep Is Your Love,Calvin Harris & Disciples
Irresistible,Fall Out Boy
New Americana,Halsey
The Fix,Nelly Featuring Jeremih
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
Something Better,Audien Featuring Lady Antebellum
One Call Away,Charlie Puth
Stressed Out,twenty one pilots
Hold Me Up,Conrad Sewell
That's How You Know,Nico & Vinz Featuring Kid Ink & Bebe Rexha
My House,Flo Rida
Hollow,Tori Kelly
Only Love,Shaggy Featuring Pitbull & Gene Noble
Can't Sleep Love,Pentatonix
The Monster,Eminem Featuring Rihanna
Counting Stars,OneRepublic
Timber,Pitbull Featuring Ke$ha
Demons,Imagine Dragons
Wake Me Up!,Avicii
Stay The Night,Zedd Featuring Hayley Williams
Sweater Weather,The Neighbourhood
Do What U Want,Lady Gaga Featuring R. Kelly
Burn,Ellie Goulding
Wrecking Ball,Miley Cyrus
Let Her Go,Passenger
Royals,Lorde
Story Of My Life,One Direction
"Hold On, We're Going Home",Drake Featuring Majid Jordan
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
Unconditionally,Katy Perry
Team,Lorde
Say Something,A Great Big World & Christina Aguilera
Applause,Lady Gaga
Roar,Katy Perry
Pompeii,Bastille
Marry Me,Jason Derulo
Slow Down,Selena Gomez
Love Me Again,John Newman
Dark Horse,Katy Perry Featuring Juicy J
Perfume,Britney Spears
Replay,Zendaya
Alone Together,Fall Out Boy
Brave,Sara Bareilles
TKO,Justin Timberlake
How I Feel,Flo Rida
Thinking About You,Calvin Harris Featuring Ayah Marar
Young Girls,Bruno Mars
Neon Lights,Demi Lovato
Old School Love,Lupe Fiasco Featuring Ed Sheeran
Heart Attack,Enrique Iglesias
Hey Brother,Avicii
Best Day Of My Life,American Authors
Harlem,New Politics
Feel Good,Robin Thicke
Timber,Pitbull Featuring Ke$ha
Counting Stars,OneRepublic
The Monster,Eminem Featuring Rihanna
Burn,Ellie Goulding
Dark Horse,Katy Perry Featuring Juicy J
Story Of My Life,One Direction
Stay The Night,Zedd Featuring Hayley Williams
Do What U Want,Lady Gaga Featuring R. Kelly
Let Her Go,Passenger
Demons,Imagine Dragons
Team,Lorde
Say Something,A Great Big World & Christina Aguilera
Wake Me Up!,Avicii
Sweater Weather,The Neighbourhood
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
Pompeii,Bastille
Love Me Again,John Newman
Young Girls,Bruno Mars
XO,Beyonce
Wrecking Ball,Miley Cyrus
Adore You,Miley Cyrus
Replay,Zendaya
Talk Dirty,Jason Derulo Featuring 2 Chainz
Neon Lights,Demi Lovato
Brave,Sara Bareilles
Thinking About You,Calvin Harris Featuring Ayah Marar
Take Me Home,Cash Cash Featuring Bebe Rexha
How I Feel,Flo Rida
Chocolate,The 1975
Hey Brother,Avicii
Can't Remember To Forget You,Shakira Featuring Rihanna
Best Day Of My Life,American Authors
Alone Together,Fall Out Boy
Animals,Martin Garrix
TKO,Justin Timberlake
Keep Me Crazy,Chris Wallace
Perfume,Britney Spears
Unconditionally,Katy Perry
Classic,MKTO
Show Me,Kid Ink Featuring Chris Brown
Dark Horse,Katy Perry Featuring Juicy J
Counting Stars,OneRepublic
Burn,Ellie Goulding
Timber,Pitbull Featuring Ke$ha
Story Of My Life,One Direction
Team,Lorde
Pompeii,Bastille
Say Something,A Great Big World & Christina Aguilera
Let Her Go,Passenger
Talk Dirty,Jason Derulo Featuring 2 Chainz
The Monster,Eminem Featuring Rihanna
Happy,Pharrell Williams
Young Girls,Bruno Mars
Love Me Again,John Newman
Adore You,Miley Cyrus
The Man,Aloe Blacc
Take Me Home,Cash Cash Featuring Bebe Rexha
Neon Lights,Demi Lovato
Stay The Night,Zedd Featuring Hayley Williams
Hey Brother,Avicii
Replay,Zendaya
Best Day Of My Life,American Authors
Thinking About You,Calvin Harris Featuring Ayah Marar
Can't Remember To Forget You,Shakira Featuring Rihanna
Chocolate,The 1975
Brave,Sara Bareilles
Show Me,Kid Ink Featuring Chris Brown
Drunk In Love,Beyonce Featuring Jay Z
Animals,Martin Garrix
All Of Me,John Legend
Do What U Want,Lady Gaga Featuring R. Kelly
La La La,Naughty Boy Featuring Sam Smith
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
Classic,MKTO
Keep Me Crazy,Chris Wallace
Pumpin Blood,NONONO
Turn Down For What,DJ Snake & Lil Jon
Mmm Yeah,Austin Mahone Featuring Pitbull
Ain't It Fun,Paramore
XO,Beyonce
All Of Me,John Legend
Talk Dirty,Jason Derulo Featuring 2 Chainz
Happy,Pharrell Williams
Dark Horse,Katy Perry Featuring Juicy J
Not A Bad Thing,Justin Timberlake
Best Day Of My Life,American Authors
Neon Lights,Demi Lovato
Pompeii,Bastille
Team,Lorde
Hey Brother,Avicii
The Man,Aloe Blacc
Animals,Martin Garrix
Ain't It Fun,Paramore
La La La,Naughty Boy Featuring Sam Smith
Counting Stars,OneRepublic
Me And My Broken Heart,Rixton
Red Lights,Tiesto
Wild Wild Love,Pitbull Featuring G.R.L.
Sing,Ed Sheeran
Turn Down For What,DJ Snake & Lil Jon
Classic,MKTO
Mmm Yeah,Austin Mahone Featuring Pitbull
She Looks So Perfect,5 Seconds Of Summer
#SELFIE,The Chainsmokers
Summer,Calvin Harris
Am I Wrong,Nico & Vinz
Fancy,Iggy Azalea Featuring Charli XCX
Sleeping With A Friend,Neon Trees
Latch,Disclosure Featuring Sam Smith
Headlights,Eminem Featuring Nate Ruess
John Doe,B.o.B Featuring Priscilla
Show Me,Kid Ink Featuring Chris Brown
Birthday,Katy Perry
G.U.Y.,Lady Gaga
Don't Say Goodnight,Hot Chelle Rae
The Big Bang,Katy Tiz
Take Me Home,Cash Cash Featuring Bebe Rexha
Drunk In Love,Beyonce Featuring Jay Z
Young Girls,Bruno Mars
Empire,Shakira
Not A Bad Thing,Justin Timberlake
All Of Me,John Legend
Ain't It Fun,Paramore
Fancy,Iggy Azalea Featuring Charli XCX
Talk Dirty,Jason Derulo Featuring 2 Chainz
Sing,Ed Sheeran
Turn Down For What,DJ Snake & Lil Jon
Me And My Broken Heart,Rixton
Best Day Of My Life,American Authors
Summer,Calvin Harris
Problem,Ariana Grande Featuring Iggy Azalea
Birthday,Katy Perry
Dark Horse,Katy Perry Featuring Juicy J
La La La,Naughty Boy Featuring Sam Smith
Am I Wrong,Nico & Vinz
Happy,Pharrell Williams
Classic,MKTO
Wild Wild Love,Pitbull Featuring G.R.L.
She Looks So Perfect,5 Seconds Of Summer
Red Lights,Tiesto
Latch,Disclosure Featuring Sam Smith
Rude,MAGIC!
Sleeping With A Friend,Neon Trees
Stay With Me,Sam Smith
You & I,One Direction
Come With Me Now,KONGOS
Wiggle,Jason Derulo Featuring Snoop Dogg
The Big Bang,Katy Tiz
Empire,Shakira
Love Runs Out,OneRepublic
Ten Feet Tall,Afrojack Featuring Wrabel
Animals,Martin Garrix
Human,Christina Perri
Tennis Court,Lorde
I'm Ready,AJR
First Love,Jennifer Lopez
Love Never Felt So Good,Michael Jackson & Justin Timberlake
Chandelier,Sia
The Man,Aloe Blacc
Na Na,Trey Songz
Fancy,Iggy Azalea Featuring Charli XCX
Problem,Ariana Grande Featuring Iggy Azalea
Summer,Calvin Harris
Am I Wrong,Nico & Vinz
Ain't It Fun,Paramore
Rude,MAGIC!
Turn Down For What,DJ Snake & Lil Jon
Birthday,Katy Perry
Me And My Broken Heart,Rixton
All Of Me,John Legend
Latch,Disclosure Featuring Sam Smith
Classic,MKTO
Not A Bad Thing,Justin Timberlake
Stay With Me,Sam Smith
Sing,Ed Sheeran
Wiggle,Jason Derulo Featuring Snoop Dogg
Love Runs Out,OneRepublic
Maps,Maroon 5
Come Get It Bae,Pharrell Williams
Come With Me Now,KONGOS
Really Don't Care,Demi Lovato Featuring Cher Lloyd
First Love,Jennifer Lopez
Tennis Court,Lorde
You & I,One Direction
Ten Feet Tall,Afrojack Featuring Wrabel
The Big Bang,Katy Tiz
Chandelier,Sia
Na Na,Trey Songz
Love Never Felt So Good,Michael Jackson & Justin Timberlake
Sleeping With A Friend,Neon Trees
Shower,Becky G
Wasted,Tiesto Featuring Matthew Koma
I'm Ready,AJR
Empire,Shakira
Boom Clap,Charli XCX
She Looks So Perfect,5 Seconds Of Summer
Forever,HAIM
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona
I Will Never Let You Down,Rita Ora
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Am I Wrong,Nico & Vinz
Rude,MAGIC!
Problem,Ariana Grande Featuring Iggy Azalea
Summer,Calvin Harris
Stay With Me,Sam Smith
Latch,Disclosure Featuring Sam Smith
Fancy,Iggy Azalea Featuring Charli XCX
Maps,Maroon 5
Love Runs Out,OneRepublic
Really Don't Care,Demi Lovato Featuring Cher Lloyd
Classic,MKTO
Boom Clap,Charli XCX
Ain't It Fun,Paramore
Come Get It Bae,Pharrell Williams
All Of Me,John Legend
Come With Me Now,KONGOS
Chandelier,Sia
Wiggle,Jason Derulo Featuring Snoop Dogg
Rather Be,Clean Bandit Featuring Jess Glynne
Break Free,Ariana Grande Featuring Zedd
Shower,Becky G
Wasted,Tiesto Featuring Matthew Koma
Ten Feet Tall,Afrojack Featuring Wrabel
Black Widow,Iggy Azalea Featuring Rita Ora
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona
Tennis Court,Lorde
Me And My Broken Heart,Rixton
Birthday,Katy Perry
I Will Never Let You Down,Rita Ora
I'm Ready,AJR
Na Na,Trey Songz
Sing,Ed Sheeran
Hideaway,Kiesza
First Love,Jennifer Lopez
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan
We Are Done,The Madden Brothers
Cool Kids,Echosmith
2 On,Tinashe Featuring ScHoolboy Q
Girls Chase Boys,Ingrid Michaelson
Habits (Stay High),Tove Lo
Stay With Me,Sam Smith
Rude,MAGIC!
Boom Clap,Charli XCX
Maps,Maroon 5
Am I Wrong,Nico & Vinz
Latch,Disclosure Featuring Sam Smith
Really Don't Care,Demi Lovato Featuring Cher Lloyd
Rather Be,Clean Bandit Featuring Jess Glynne
Break Free,Ariana Grande Featuring Zedd
All About That Bass,Meghan Trainor
Chandelier,Sia
Shake It Off,Taylor Swift
Problem,Ariana Grande Featuring Iggy Azalea
Black Widow,Iggy Azalea Featuring Rita Ora
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj"
Hideaway,Kiesza
Love Runs Out,OneRepublic
Shower,Becky G
Cool Kids,Echosmith
Amnesia,5 Seconds Of Summer
Don't Tell 'Em,Jeremih Featuring YG
This Is How We Do,Katy Perry
Don't,Ed Sheeran
Habits (Stay High),Tove Lo
I Will Never Let You Down,Rita Ora
Girls Chase Boys,Ingrid Michaelson
A Sky Full Of Stars,Coldplay
2 On,Tinashe Featuring ScHoolboy Q
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan
Fireball,Pitbull Featuring John Ryan
Anaconda,Nicki Minaj
Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink"
We Are Done,The Madden Brothers
Girls,The 1975
Come Get It Bae,Pharrell Williams
Bo$$,Fifth Harmony
First Flight Home,Jake Miller
Sing,Ed Sheeran
Waves,Mr. Probz
All About That Bass,Meghan Trainor
Boom Clap,Charli XCX
Shake It Off,Taylor Swift
Maps,Maroon 5
Break Free,Ariana Grande Featuring Zedd
Black Widow,Iggy Azalea Featuring Rita Ora
Rather Be,Clean Bandit Featuring Jess Glynne
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj"
Stay With Me,Sam Smith
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona
Don't Tell 'Em,Jeremih Featuring YG
Rude,MAGIC!
Cool Kids,Echosmith
Habits (Stay High),Tove Lo
Am I Wrong,Nico & Vinz
Don't,Ed Sheeran
Chandelier,Sia
This Is How We Do,Katy Perry
A Sky Full Of Stars,Coldplay
Amnesia,5 Seconds Of Summer
Fireball,Pitbull Featuring John Ryan
2 On,Tinashe Featuring ScHoolboy Q
Waves,Mr. Probz
Trumpets,Jason Derulo
Girls Chase Boys,Ingrid Michaelson
Anaconda,Nicki Minaj
Hideaway,Kiesza
Blame,Calvin Harris Featuring John Newman
Jealous,Nick Jonas
Really Don't Care,Demi Lovato Featuring Cher Lloyd
Girls,The 1975
First Flight Home,Jake Miller
American Dream,MKTO
Secrets,Mary Lambert
Love Runs Out,OneRepublic
Undressed,Kim Cesarion
Wait On Me,Rixton
Bend Ova,Lil Jon Featuring Tyga
V. 3005,Childish Gambino
Heroes (We Could Be),Alesso Featuring Tove Lo
Black Widow,Iggy Azalea Featuring Rita Ora
Shake It Off,Taylor Swift
All About That Bass,Meghan Trainor
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj"
Don't Tell 'Em,Jeremih Featuring YG
Habits (Stay High),Tove Lo
Don't,Ed Sheeran
Break Free,Ariana Grande Featuring Zedd
Cool Kids,Echosmith
Blame,Calvin Harris Featuring John Newman
Animals,Maroon 5
Boom Clap,Charli XCX
Jealous,Nick Jonas
Rather Be,Clean Bandit Featuring Jess Glynne
Trumpets,Jason Derulo
Waves,Mr. Probz
Amnesia,5 Seconds Of Summer
A Sky Full Of Stars,Coldplay
Fireball,Pitbull Featuring John Ryan
Maps,Maroon 5
I'm Not The Only One,Sam Smith
Steal My Girl,One Direction
Anaconda,Nicki Minaj
In Your Arms,Nico & Vinz
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona
L.A.LOVE (la la),Fergie
Heroes (We Could Be),Alesso Featuring Tove Lo
Love Me Harder,Ariana Grande & The Weeknd
Secrets,Mary Lambert
2 On,Tinashe Featuring ScHoolboy Q
i,Kendrick Lamar
Centuries,Fall Out Boy
Undressed,Kim Cesarion
Dangerous,David Guetta Featuring Sam Martin
Wait On Me,Rixton
Break The Rules,Charli XCX
I Can't Stop Drinking About You,Bebe Rexha
All About You,Hilary Duff
Take Me To Church,Hozier
First Flight Home,Jake Miller
Animals,Maroon 5
Habits (Stay High),Tove Lo
Don't,Ed Sheeran
Blame,Calvin Harris Featuring John Newman
Waves,Mr. Probz
Shake It Off,Taylor Swift
