Title,Artist
The Devil Is A Lie,Rick Ross Featuring Jay-Z
Ready,B.o.B Featuring Future
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber
Happy,Pharrell Williams
Talk Dirty,Jason Derulo Featuring 2 Chainz
Drunk In Love,Beyonce Featuring Jay Z
All Of Me,John Legend
The Monster,Eminem Featuring Rihanna
The Man,Aloe Blacc
Show Me,Kid Ink Featuring Chris Brown
My Hitta,YG Featuring Jeezy & Rich Homie Quan
"Hold On, We're Going Home",Drake Featuring Majid Jordan
Paranoid,Ty Dolla $ign Featuring B.o.B
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J"
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis
It Won't Stop,Sevyn Streeter Featuring Chris Brown
All Me,Drake Featuring 2 Chainz & Big Sean
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Rap God,Eminem
Up Down (Do This All Day),T-Pain Featuring B.o.B
Na Na,Trey Songz
The Language,Drake
Stoner,Young Thug
XO,Beyonce
Ride,SoMo
The Worst,Jhene Aiko
You're Mine (Eternal),Mariah Carey
They Don't Know,Rico Love
Partition,Beyonce
Worst Behavior,Drake
Confident,Justin Bieber Featuring Chance The Rapper
Can't Raise A Man,K. Michelle
We Dem Boyz,Wiz Khalifa
Man Of The Year,ScHoolboy Q
Part II (On The Run),Jay Z Featuring Beyonce
OG Bob,Johnson'
The Devil Is A Lie,Rick Ross Featuring Jay-Z
She Knows,J. Cole Featuring Amber Coffman & The Cults
Party Girls,"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat"
Ghetto,August Alsina Featuring Rich Homie Quan Or Yo Gotti
Shhh...,Future
All The Way Home,Tamar Braxton
PrimeTime,Janelle Monae Featuring Miguel
Hurt You,Toni Braxton & Ba
Survival,Eminem
V. 3005,Childish Gambino
From Time,Drake Featuring Jhene Aiko
For The Rest Of My Life,Robin Thicke
I Know,Yo Gotti Featuring Rich Homie Quan
Money Ba,'
Bound 2,Kanye West
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber
Cold Blood,Yo Gotti Featuring J. Cole & Canei Finch
Happy,Pharrell Williams
All Of Me,John Legend
Talk Dirty,Jason Derulo Featuring 2 Chainz
The Man,Aloe Blacc
Drunk In Love,Beyonce Featuring Jay Z
Show Me,Kid Ink Featuring Chris Brown
The Monster,Eminem Featuring Rihanna
My Hitta,YG Featuring Jeezy & Rich Homie Quan
Na Na,Trey Songz
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Paranoid,Ty Dolla $ign Featuring B.o.B
Partition,Beyonce
Stoner,Young Thug
The Worst,Jhene Aiko
Who Do You Love?,YG Featuring Drake
Trophies,Young Money Featuring Drake
Man Of The Year,ScHoolboy Q
Up Down (Do This All Day),T-Pain Featuring B.o.B
Rap God,Eminem
Headlights,Eminem Featuring Nate Ruess
Part II (On The Run),Jay Z Featuring Beyonce
Fancy,Iggy Azalea Featuring Charli XCX
All Me,Drake Featuring 2 Chainz & Big Sean
Ride,SoMo
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino"
Can't Raise A Man,K. Michelle
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
John Doe,B.o.B Featuring Priscilla
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard"
Show Da World,Lil' Boosie & Webbie Featuring Kiara
March,"George Tandy, Jr."
Lookin Ass,Young Money Featuring Nicki Minaj
They Don't Know,Rico Love
XO,Beyonce
Confident,Justin Bieber Featuring Chance The Rapper
The Devil Is A Lie,Rick Ross Featuring Jay-Z
Cut Her Off,KCamp Featuring 2 Chainz
Yayo,Snootie Wild & Yo Gotti & DJ Drama
Money Ba,'
OG Bob,Johnson'
Sex You,Bando Jonez
Don't Worry 'Bout It,50 Cent Featuring Yo Gotti
Sanctified,Rick Ross Featuring Kanye West & Big Sean
"Left, Right",YG Featuring DJ Mustard
V. 3005,Childish Gambino
I Know,Yo Gotti Featuring Rich Homie Quan
Hold On,50 Cent
For The Rest Of My Life,Robin Thicke
Ghetto,August Alsina Featuring Rich Homie Quan Or Yo Gotti
Party Girls,"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat"
Happy,Pharrell Williams
All Of Me,John Legend
Talk Dirty,Jason Derulo Featuring 2 Chainz
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
The Man,Aloe Blacc
Fancy,Iggy Azalea Featuring Charli XCX
Show Me,Kid Ink Featuring Chris Brown
Na Na,Trey Songz
The Monster,Eminem Featuring Rihanna
Partition,Beyonce
Drunk In Love,Beyonce Featuring Jay Z
The Worst,Jhene Aiko
Trophies,Young Money Featuring Drake
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino"
Paranoid,Ty Dolla $ign Featuring B.o.B
Stoner,Young Thug
Who Do You Love?,YG Featuring Drake
John Doe,B.o.B Featuring Priscilla
Man Of The Year,ScHoolboy Q
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
Headlights,Eminem Featuring Nate Ruess
Part II (On The Run),Jay Z Featuring Beyonce
Up Down (Do This All Day),T-Pain Featuring B.o.B
Cut Her Off,KCamp Featuring 2 Chainz
We Dem Boyz,Wiz Khalifa
Ride,SoMo
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard"
Show Da World,Lil' Boosie & Webbie Featuring Kiara
2 On,Tinashe Featuring ScHoolboy Q
I Won,Future Featuring Kanye West
Can't Raise A Man,K. Michelle
Main Chick,Kid Ink Featuring Chris Brown
Yayo,Snootie Wild & Yo Gotti & DJ Drama
V. 3005,Childish Gambino
IV. Sweatpants,Childish Gambino
Money Ba,'
Confident,Justin Bieber Featuring Chance The Rapper
Sex You,Bando Jonez
Fragile,"Tech N9ne Featuring Kendrick Lamar, MAYDAY! & Kendall Morgan"
Party Girls,"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat"
Walk Thru,Rich Homie Quan Featuring Problem
Drop That #NaeNae,We Are Toonz
Thug Cry,Rick Ross Featuring Lil Wayne
Lookin Ass,Young Money Featuring Nicki Minaj
I Know,Yo Gotti Featuring Rich Homie Quan
Smoke,50 Cent Featuring Trey Songz
nEXt,Sevyn Streeter
OG Bob,Johnson'
It's On Again,Alicia Keys Featuring Kendrick Lamar
XO,Beyonce
Fancy,Iggy Azalea Featuring Charli XCX
All Of Me,John Legend
Happy,Pharrell Williams
Talk Dirty,Jason Derulo Featuring 2 Chainz
Wiggle,Jason Derulo Featuring Snoop Dogg
Billie Jean,Michael Jackson
Love Never Felt So Good,Michael Jackson & Justin Timberlake
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Na Na,Trey Songz
Show Me,Kid Ink Featuring Chris Brown
Partition,Beyonce
Slave To The Rhythm,Michael Jackson
Pills N Potions,Nicki Minaj
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino"
The Man,Aloe Blacc
The Worst,Jhene Aiko
Who Do You Love?,YG Featuring Drake
Work,Iggy Azalea
Trophies,Young Money Featuring Drake
Drunk In Love,Beyonce Featuring Jay Z
Cut Her Off,KCamp Featuring 2 Chainz
2 On,Tinashe Featuring ScHoolboy Q
We Dem Boyz,Wiz Khalifa
Good Kisser,Usher
Main Chick,Kid Ink Featuring Chris Brown
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
Part II (On The Run),Jay Z Featuring Beyonce
Stoner,Young Thug
Headlights,Eminem Featuring Nate Ruess
I Won,Future Featuring Kanye West
V. 3005,Childish Gambino
I Know,Yo Gotti Featuring Rich Homie Quan
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
Man Of The Year,ScHoolboy Q
I Don't Know,Meek Mill
Get Her Back,Robin Thicke
Come Get It Bae,Pharrell Williams
Yayo,Snootie Wild & Yo Gotti & DJ Drama
Money Ba,'
Drop That #NaeNae,We Are Toonz
Walk Thru,Rich Homie Quan Featuring Problem
Change Your Life,Iggy Azalea Featuring T.I.
She Twerkin,Ca$h Out
Fragile,"Tech N9ne Featuring Kendrick Lamar, MAYDAY! & Kendall Morgan"
nEXt,Sevyn Streeter
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard"
They Don't Love You No More,"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana"
Believe Me,Lil Wayne Featuring Drake
Thug Cry,Rick Ross Featuring Lil Wayne
Chicago,Michael Jackson
Fancy,Iggy Azalea Featuring Charli XCX
Wiggle,Jason Derulo Featuring Snoop Dogg
All Of Me,John Legend
Happy,Pharrell Williams
Talk Dirty,Jason Derulo Featuring 2 Chainz
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Na Na,Trey Songz
Believe Me,Lil Wayne Featuring Drake
Love Never Felt So Good,Michael Jackson & Justin Timberlake
Pills N Potions,Nicki Minaj
Cut Her Off,KCamp Featuring 2 Chainz
We Dem Boyz,Wiz Khalifa
2 On,Tinashe Featuring ScHoolboy Q
No Mediocre,T.I. Featuring Iggy Azalea
Partition,Beyonce
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
Who Do You Love?,YG Featuring Drake
Main Chick,Kid Ink Featuring Chris Brown
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino"
Work,Iggy Azalea
Trophies,Young Money Featuring Drake
Good Kisser,Usher
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
The Worst,Jhene Aiko
Come Get It Bae,Pharrell Williams
The Man,Aloe Blacc
V. 3005,Childish Gambino
I Won,Future Featuring Kanye West
Don't Tell 'Em,Jeremih Featuring YG
She Twerkin,Ca$h Out
Fight Night,Migos
Stoner,Young Thug
Walk Thru,Rich Homie Quan Featuring Problem
Change Your Life,Iggy Azalea Featuring T.I.
2AM.,Adrian Marcel Featuring Sage The Gemini
Foreign,Trey Songz
SmartPhones,Trey Songz
Hookah,Tyga Featuring Young Thug
Drop That #NaeNae,We Are Toonz
Yayo,Snootie Wild & Yo Gotti & DJ Drama
About The Money,T.I. Featuring Young Thug
Buy The World,"Mike WiLL Made-It Featuring Future, Lil Wayne & Kendrick Lamar"
They Don't Love You No More,"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana"
Pretty Hurts,Beyonce
24 Hours,TeeFLii Featuring 2 Chainz
Sex You,Bando Jonez
Thug Cry,Rick Ross Featuring Lil Wayne
Party Girls,"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat"
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard"
Numb,August Alsina Featuring B.o.B & Yo Gotti
Fancy,Iggy Azalea Featuring Charli XCX
All Of Me,John Legend
Wiggle,Jason Derulo Featuring Snoop Dogg
Happy,Pharrell Williams
2 On,Tinashe Featuring ScHoolboy Q
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
Talk Dirty,Jason Derulo Featuring 2 Chainz
Na Na,Trey Songz
Believe Me,Lil Wayne Featuring Drake
We Dem Boyz,Wiz Khalifa
Black Widow,Iggy Azalea Featuring Rita Ora
Pills N Potions,Nicki Minaj
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
Don't Tell 'Em,Jeremih Featuring YG
No Mediocre,T.I. Featuring Iggy Azalea
Come Get It Bae,Pharrell Williams
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
Love Never Felt So Good,Michael Jackson & Justin Timberlake
Main Chick,Kid Ink Featuring Chris Brown
Work,Iggy Azalea
Cut Her Off,KCamp Featuring 2 Chainz
V. 3005,Childish Gambino
Who Do You Love?,YG Featuring Drake
Good Kisser,Usher
Trophies,Young Money Featuring Drake
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
Fight Night,Migos
You & I (Nobody In The World),John Legend
Foreign,Trey Songz
She Twerkin,Ca$h Out
New Flame,Chris Brown Featuring Usher & Rick Ross
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino"
0 To 100 / The Catch Up,Drake
About The Money,T.I. Featuring Young Thug
Hookah,Tyga Featuring Young Thug
No Flex Zone,Rae Sremmurd
Walk Thru,Rich Homie Quan Featuring Problem
2AM.,Adrian Marcel Featuring Sage The Gemini
SmartPhones,Trey Songz
24 Hours,TeeFLii Featuring 2 Chainz
She Came To Give It To You,Usher Featuring Nicki Minaj
I Won,Future Featuring Kanye West
Numb,August Alsina Featuring B.o.B & Yo Gotti
Pretty Hurts,Beyonce
Seen It All,Jeezy Featuring Jay Z
I Mean It,G-Eazy Featuring Remo
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
Get Her Back,Robin Thicke
KK,Wiz Khalifa Feautring Project Pat & Juicy J
Rich,Kirko Bangz Featuring August Alsina
Anaconda,Nicki Minaj
Black Widow,Iggy Azalea Featuring Rita Ora
Fancy,Iggy Azalea Featuring Charli XCX
Don't Tell 'Em,Jeremih Featuring YG
All Of Me,John Legend
Happy,Pharrell Williams
2 On,Tinashe Featuring ScHoolboy Q
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga
New Flame,Chris Brown Featuring Usher & Rick Ross
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
No Mediocre,T.I. Featuring Iggy Azalea
Wiggle,Jason Derulo Featuring Snoop Dogg
Hot Boy,Bob
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
We Dem Boyz,Wiz Khalifa
Pills N Potions,Nicki Minaj
0 To 100 / The Catch Up,Drake
Believe Me,Lil Wayne Featuring Drake
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard
No Flex Zone,Rae Sremmurd
Fight Night,Migos
Main Chick,Kid Ink Featuring Chris Brown
Work,Iggy Azalea
Love Never Felt So Good,Michael Jackson & Justin Timberlake
About The Money,T.I. Featuring Young Thug
Hookah,Tyga Featuring Young Thug
Good Kisser,Usher
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik"
Come Get It Bae,Pharrell Williams
Foreign,Trey Songz
Walk Thru,Rich Homie Quan Featuring Problem
24 Hours,TeeFLii Featuring 2 Chainz
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih"
Promises,Wiz Khalifa
KK,Wiz Khalifa Feautring Project Pat & Juicy J
Seen It All,Jeezy Featuring Jay Z
2AM.,Adrian Marcel Featuring Sage The Gemini
She Twerkin,Ca$h Out
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign
You & I (Nobody In The World),John Legend
So High,Wiz Khalifa Featuring Ghost Loft
I Mean It,G-Eazy Featuring Remo
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie
SmartPhones,Trey Songz
Low,"Juicy J Featuring Nicki Minaj, Lil Bib"
Handsome And Wealthy,Migos
She Came To Give It To You,Usher Featuring Nicki Minaj
Numb,August Alsina Featuring B.o.B & Yo Gotti
Rich,Kirko Bangz Featuring August Alsina
Anaconda,Nicki Minaj
Black Widow,Iggy Azalea Featuring Rita Ora
Don't Tell 'Em,Jeremih Featuring YG
Hot Boy,Bob
Fancy,Iggy Azalea Featuring Charli XCX
New Flame,Chris Brown Featuring Usher & Rick Ross
Happy,Pharrell Williams
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
2 On,Tinashe Featuring ScHoolboy Q
0 To 100 / The Catch Up,Drake
No Flex Zone,Rae Sremmurd
No Mediocre,T.I. Featuring Iggy Azalea
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
Wiggle,Jason Derulo Featuring Snoop Dogg
Believe Me,Lil Wayne Featuring Drake
About The Money,T.I. Featuring Young Thug
No Love,August Alsina
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
Fight Night,Migos
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih"
24 Hours,TeeFLii Featuring 2 Chainz
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie
Pills N Potions,Nicki Minaj
Hookah,Tyga Featuring Young Thug
Work,Iggy Azalea
X,Chris Brown
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign
Foreign,Trey Songz
Seen It All,Jeezy Featuring Jay Z
Guts Over Fear,Eminem Featuring Sia
Handsome And Wealthy,Migos
Good Kisser,Usher
Body Language,Kid Ink Featuring Usher & Tinashe
Tuesday,I LOVE MAKONNEN Featuring Drake
Till It's Gone,YelaWolf
Autumn Leaves,Chris Brown Featuring Kendrick Lamar
Ass Drop,Wiz Khalifa
Rich,Kirko Bangz Featuring August Alsina
You & I (Nobody In The World),John Legend
Often,The Weeknd
She Came To Give It To You,Usher Featuring Nicki Minaj
Promises,Wiz Khalifa
Recognize,PARTYNEXTDOOR Featuring Drake
Errrbody,Yo Gotti
She Twerkin,Ca$h Out
She Knows,Ne-Yo Featuring Juicy J
Drunk Texting,Chris Brown Featuring Jhene Aiko
Songs On 12 Play,Chris Brown Featuring Trey Songz
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik"
I Mean It,G-Eazy Featuring Remo
Black Widow,Iggy Azalea Featuring Rita Ora
Don't Tell 'Em,Jeremih Featuring YG
Hot Boy,Bob
Anaconda,Nicki Minaj
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
New Flame,Chris Brown Featuring Usher & Rick Ross
Fancy,Iggy Azalea Featuring Charli XCX
0 To 100 / The Catch Up,Drake
Happy,Pharrell Williams
2 On,Tinashe Featuring ScHoolboy Q
No Type,Rae Sremmurd
I Don't F**k With You,Big Sean Featuring E-40
No Flex Zone,Rae Sremmurd
i,Kendrick Lamar
About The Money,T.I. Featuring Young Thug
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih"
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
No Mediocre,T.I. Featuring Iggy Azalea
Tuesday,I LOVE MAKONNEN Featuring Drake
Studio,ScHoolboy Q Featuring BJ The Chicago Kid
Wiggle,Jason Derulo Featuring Snoop Dogg
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie
Handsome And Wealthy,Migos
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign
No Love,August Alsina
Fight Night,Migos
U Guessed It,OG Maco Featuring 2 Chainz
Hookah,Tyga Featuring Young Thug
Bob,Bitch'
Often,The Weeknd
Body Language,Kid Ink Featuring Usher & Tinashe
24 Hours,TeeFLii Featuring 2 Chainz
Errrbody,Yo Gotti
Made Me,Snootie Wild Featuring K Camp
That's Me Right There,Jasmine V Featuring Kendrick Lamar
Rich,Kirko Bangz Featuring August Alsina
Foreign,Trey Songz
Recognize,PARTYNEXTDOOR Featuring Drake
You & I (Nobody In The World),John Legend
Ass Drop,Wiz Khalifa
Don't Panic,French Montana
I Mean It,G-Eazy Featuring Remo
Try Me,DeJ Loaf
Low,"Juicy J Featuring Nicki Minaj, Lil Bib"
She Knows,Ne-Yo Featuring Juicy J
Pretend,Tinashe Featuring A$AP Rocky
Guts Over Fear,Eminem Featuring Sia
Seen It All,Jeezy Featuring Jay Z
Multiply,A$AP Rocky Featuring Juicy J
Maybe,Teyana Taylor Featuring Pusha T & Yo Gotti
I Don't F**k With You,Big Sean Featuring E-40
Tuesday,I LOVE MAKONNEN Featuring Drake
Hot Boy,Bob
No Type,Rae Sremmurd
Don't Tell 'Em,Jeremih Featuring YG
Black Widow,Iggy Azalea Featuring Rita Ora
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"
Beg For It,Iggy Azalea Featuring M0
New Flame,Chris Brown Featuring Usher & Rick Ross
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih"
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
Try Me,DeJ Loaf
Anaconda,Nicki Minaj
About The Money,T.I. Featuring Young Thug
0 To 100 / The Catch Up,Drake
No Flex Zone,Rae Sremmurd
i,Kendrick Lamar
Bed Of Lies,Nicki Minaj Featuring Skylar Grey
No Love,August Alsina
CoCo,O.T. Genasis
Often,The Weeknd
Body Language,Kid Ink Featuring Usher & Tinashe
No Mediocre,T.I. Featuring Iggy Azalea
I Don't Mind,Usher Featuring Juicy J
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign
She Knows,Ne-Yo Featuring Juicy J
Handsome And Wealthy,Migos
Bob,Bitch'
Made Me,Snootie Wild Featuring K Camp
FYM,Meek Mill Featuring Boosie BadAzz
The Body,Wale Featuring Jeremih
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie
Maybe,Teyana Taylor Featuring Pusha T & Yo Gotti
Let Me Know,Tamar Braxton Featuring Future
Not For Long,B.o.B Featuring Trey Songz
Errrbody,Yo Gotti
U Guessed It,OG Maco Featuring 2 Chainz
Pretend,Tinashe Featuring A$AP Rocky
"He Ain't Heavy, He's My Brother",Damien
Detroit Vs. Everybody,"Eminem, Royce Da 5'9"", Big Sean, Danny Brown, DeJ Loaf & Trick Trick"
Ass Drop,Wiz Khalifa
Guts Over Fear,Eminem Featuring Sia
DnF,P Reign Featuring Drake & Future
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina
You & I (Nobody In The World),John Legend
Recognize,PARTYNEXTDOOR Featuring Drake
Don't Panic,French Montana
Whole Damn Year,Mary J. Blige
Diamonds,Rihanna
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Girl On Fire,Alicia Keys Featuring Nicki Minaj
Swimming Pools (Drank),Kendrick Lamar
Clique,"Kanye West, Jay-Z, Big Sean"
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
Adorn,Miguel
I'm Different,2 Chainz
No Worries,Lil Wayne Featuring Detail
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz
Thinkin Bout You,Frank Ocean
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne"
Wicked Games,The Weeknd
Birthday Song,2 Chainz Featuring Kanye West
Ball,T.I. Featuring Lil Wayne
Remember You,Wiz Khalifa Featuring The Weeknd
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz"
No Lie,2 Chainz Featuring Drake
Don't Judge Me,Chris Brown
Love Sosa,Chief Keef
Poetic Justice,Kendrick Lamar Featuring Drake
Diced Pineapples,Rick Ross Featuring Wale & Drake
Guap,Big Sean
All Gold Everything,Trinidad James
Neva End,Future
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne"
Who Booty,Jonn Hart Featuring IamSU!
King Wizard,Kid Cudi
Young & Gettin' It,Meek Mill Featuring Kirko Bangz
Representin,Ludacris Featuring Kelly Rowland
"Bitch, Don't Kill My Vibe",Kendrick Lamar
Trust And Believe,Keyshia Cole
My Life,50 Cent Featuring Eminem & Adam Levine
Battle Scars,Lupe Fiasco & Guy Sebastian
"Mary, Did You Know?",Cee Lo Green
Pour It Up,Rihanna
What Christmas Means To Me,Cee Lo Green
Love And War,Tamar Braxton
Do You...,Miguel
Hate Bein' Sober,Chief Keef Featuring 50 Cent & Wiz Khalifa
G Season,T.I. Featuring Meek Mill
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
Backseat Freestyle,Kendrick Lamar
Money Trees,Kendrick Lamar Featuring Jay Rock
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Brand New Me,Alicia Keys
Do My Dance,Tyga Featuring 2 Chainz
m.A.A.d City,Kendrick Lamar Featuring MC Eiht
Loveeeeeee Song,Rihanna Featuring Future
I Luv Dem Strippers,2 Chainz Featuring Nicki Minaj
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Suit & Tie,Justin Timberlake Featuring JAY Z
Diamonds,Rihanna
Girl On Fire,Alicia Keys Featuring Nicki Minaj
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
Swimming Pools (Drank),Kendrick Lamar
I'm Different,2 Chainz
Clique,"Kanye West, Jay-Z, Big Sean"
Adorn,Miguel
All Gold Everything,Trinidad James
No Worries,Lil Wayne Featuring Detail
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz
Thinkin Bout You,Frank Ocean
Love Me,Lil Wayne Featuring Drake & Future
Poetic Justice,Kendrick Lamar Featuring Drake
Wicked Games,The Weeknd
Pour It Up,Rihanna
Ball,T.I. Featuring Lil Wayne
Love Sosa,Chief Keef
Remember You,Wiz Khalifa Featuring The Weeknd
Don't Judge Me,Chris Brown
Guap,Big Sean
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne"
Neva End,Future
Who Booty,Jonn Hart Featuring IamSU!
Wild For The Night,A$AP Rocky Featuring Skrillex
Long Live A$AP,A$AP Rocky
Battle Scars,Lupe Fiasco & Guy Sebastian
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne"
"Bitch, Don't Kill My Vibe",Kendrick Lamar
1Train,"A$AP Rocky F/Kendrick Lamar, Joey Bada$$, YelaWolf, Danny Brown, Action Bronson & Big K.R."
Do You...,Miguel
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
We Still In This B****,B.o.B Featuring T.I. & Juicy J
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
Love And War,Tamar Braxton
Trust And Believe,Keyshia Cole
Representin,Ludacris Featuring Kelly Rowland
PMW (All I Really Need),A$AP Rocky Featuring ScHoolboy Q
Hate Bein' Sober,Chief Keef Featuring 50 Cent & Wiz Khalifa
Loveeeeeee Song,Rihanna Featuring Future
Young & Gettin' It,Meek Mill Featuring Kirko Bangz
Backseat Freestyle,Kendrick Lamar
Brand New Me,Alicia Keys
Money Trees,Kendrick Lamar Featuring Jay Rock
Fashion Killa,A$AP Rocky
My Life,50 Cent Featuring Eminem & Adam Levine
Do My Dance,Tyga Featuring 2 Chainz
My Love Is All I Have,Charlie Wilson
LVL,A$AP Rocky
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
Suit & Tie,Justin Timberlake Featuring JAY Z
Started From The Bottom,Drake
Girl On Fire,Alicia Keys Featuring Nicki Minaj
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
Love Me,Lil Wayne Featuring Drake & Future
Diamonds,Rihanna
Pour It Up,Rihanna
Adorn,Miguel
I'm Different,2 Chainz
Swimming Pools (Drank),Kendrick Lamar
All Gold Everything,Trinidad James
Poetic Justice,Kendrick Lamar Featuring Drake
Wicked Games,The Weeknd
Thinkin Bout You,Frank Ocean
No Worries,Lil Wayne Featuring Detail
Neva End,Future
Loveeeeeee Song,Rihanna Featuring Future
R.I.P.,Young Jeezy Featuring 2 Chainz
Who Booty,Jonn Hart Featuring IamSU!
Clique,"Kanye West, Jay-Z, Big Sean"
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz
Don't Judge Me,Chris Brown
Ball,T.I. Featuring Lil Wayne
Bugatti,Ace Hood Featuring Future & Rick Ross
Love Sosa,Chief Keef
Dope,Tyga Featuring Rick Ross
Battle Scars,Lupe Fiasco & Guy Sebastian
Power Trip,J. Cole Featuring Miguel
Love And War,Tamar Braxton
Guap,Big Sean
She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank
Bad,Wale Featuring Tiara Thomas Or Rihanna
Next To Me,Emeli Sande
