,Title,Artist
1677,Shut Up And Dance,WALK THE MOON
1678,Earned It (Fifty Shades Of Grey),The Weeknd
1679,Surrender,Cash Cash
1680,See You Again,Wiz Khalifa
1681,Want To Want Me,Jason Derulo
1682,Shut Up And Dance,WALK THE MOON
1683,Earned It (Fifty Shades Of Grey),The Weeknd
1684,Love Me Like You Do,Ellie Goulding
1685,Talking Body,Tove Lo
1686,Chains,Nick Jonas
1687,Hey Mama,David Guetta
1688,You Know You Like It,DJ Snake
1689,Sugar,Maroon 5
1690,Somebody,Natalie La Rose
1691,Worth It,Fifth Harmony
1692,Bad Blood,Taylor Swift
1693,Style,Taylor Swift
1694,Uptown Funk!,Mark Ronson
1695,One Last Time,Ariana Grande
1696,G.D.F.R.,Flo Rida
1697,"Honey, I'm Good.",Andy Grammer
1698,Dear Future Husband,Meghan Trainor
1699,Bright,Echosmith
1700,This Summer's Gonna Hurt...,Maroon 5
1701,Where Are U Now,Skrillex
1702,Trap Queen,Fetty Wap
1703,The Night Is Still Young,Nicki Minaj
1704,Budapest,George Ezra
1705,I Need Your Love,Shaggy
1706,Elastic Heart,Sia
1707,Pretty Girls,Britney Spears
1708,Cheerleader,OMI
1709,Geronimo,Sheppard
1710,I Really Like You,Carly Rae Jepsen
1711,Fun,Pitbull
1712,Pray To God,Calvin Harris
1713,Photograph,Ed Sheeran
1714,OctaHate,Ryn Weaver
1715,American Oxygen,Rihanna
1716,Lean On,Major Lazer
1717,Don't Look Down,Martin Garrix
1718,Ghost Town,Adam Lambert
1719,Uma Thurman,Fall Out Boy
1720,Bad Blood,Taylor Swift
1721,Shut Up And Dance,WALK THE MOON
1722,See You Again,Wiz Khalifa
1723,Want To Want Me,Jason Derulo
1724,Talking Body,Tove Lo
1725,Hey Mama,David Guetta
1726,You Know You Like It,DJ Snake
1727,Worth It,Fifth Harmony
1728,"Honey, I'm Good.",Andy Grammer
1729,Cheerleader,OMI
1730,This Summer's Gonna Hurt...,Maroon 5
1731,Where Are U Now,Skrillex
1732,Lean On,Major Lazer
1733,The Night Is Still Young,Nicki Minaj
1734,Elastic Heart,Sia
1735,Can't Feel My Face,The Weeknd
1736,Earned It (Fifty Shades Of Grey),The Weeknd
1737,Bright,Echosmith
1738,Budapest,George Ezra
1739,Photograph,Ed Sheeran
1740,Fun,Pitbull
1741,I Need Your Love,Shaggy
1742,Fight Song,Rachel Platten
1743,Uma Thurman,Fall Out Boy
1744,G.D.F.R.,Flo Rida
1745,Trap Queen,Fetty Wap
1746,One Last Time,Ariana Grande
1747,Post To Be,Omarion
1748,Beautiful Now,Zedd
1749,Take Your Time,Sam Hunt
1750,Ghost Town,Adam Lambert
1751,Should've Been Us,Tori Kelly
1752,Stitches,Shawn Mendes
1753,Tonight Belongs To U!,Jeremih
1754,Pray To God,Calvin Harris
1755,Like I Can,Sam Smith
1756,King,Years
1757,"I Don't Like It, I Love It",Flo Rida
1758,Beautiful Life,Nick Fradiani
1759,Good Thing,Sage The Gemini
1760,Good For You,Selena Gomez
1761,Lean On,Major Lazer
1762,Cool For The Summer,Demi Lovato
1763,Locked Away,R. City
1764,Can't Feel My Face,The Weeknd
1765,Photograph,Ed Sheeran
1766,The Hills,The Weeknd
1767,Uma Thurman,Fall Out Boy
1768,What Do You Mean?,Justin Bieber
1769,Wildest Dreams,Taylor Swift
1770,Stitches,Shawn Mendes
1771,Cheerleader,OMI
1772,Drag Me Down,One Direction
1773,Downtown,Macklemore
1774,Marvin Gaye,Charlie Puth
1775,Love Myself,Hailee Steinfeld
1776,Bad Blood,Taylor Swift
1777,Levels,Nick Jonas
1778,Fight Song,Rachel Platten
1779,Ghost Town,Adam Lambert
1780,Renegades,X Ambassadors
1781,How Deep Is Your Love,Calvin Harris
1782,Ex's & Oh's,Elle King
1783,Black Magic,Little Mix
1784,Here,Alessia Cara
1785,She's Kinda Hot,5 Seconds Of Summer
1786,Powerful,Major Lazer
1787,Back Together,Robin Thicke
1788,Like I'm Gonna Lose You,Meghan Trainor
1789,Hold Each Other,A Great Big World
1790,Hold My Hand,Jess Glynne
1791,Hide Away,Daya
1792,On My Mind,Ellie Goulding
1793,"I Don't Like It, I Love It",Flo Rida
1794,Firestone,Kygo
1795,Same Old Love,Selena Gomez
1796,Beautiful Now,Zedd
1797,Watch Me,Silento
1798,El Perdon (Forgiveness),Nicky Jam
1799,Hotline Bling,Drake
1800,Wildest Dreams,Taylor Swift
1801,What Do You Mean?,Justin Bieber
1802,The Hills,The Weeknd
1803,Stitches,Shawn Mendes
1804,Locked Away,R. City
1805,Drag Me Down,One Direction
1806,Hotline Bling,Drake
1807,Good For You,Selena Gomez
1808,Renegades,X Ambassadors
1809,On My Mind,Ellie Goulding
1810,Downtown,Macklemore
1811,Ex's & Oh's,Elle King
1812,Lean On,Major Lazer
1813,Here,Alessia Cara
1814,Can't Feel My Face,The Weeknd
1815,Same Old Love,Selena Gomez
1816,How Deep Is Your Love,Calvin Harris
1817,Love Myself,Hailee Steinfeld
1818,Levels,Nick Jonas
1819,Like I'm Gonna Lose You,Meghan Trainor
1820,Confident,Demi Lovato
1821,Lay It All On Me,Rudimental
1822,Cool For The Summer,Demi Lovato
1823,Powerful,Major Lazer
1824,Hide Away,Daya
1825,679,Fetty Wap
1826,Hold Me Up,Conrad Sewell
1827,Hold My Hand,Jess Glynne
1828,Sorry,Justin Bieber
1829,El Perdon (Forgiveness),Nicky Jam
1830,Hey Everybody!,5 Seconds Of Summer
1831,Cake By The Ocean,DNCE
1832,Something Better,Audien
1833,Feelings,Maroon 5
1834,Hello,Adele
1835,Perfect,One Direction
1836,Roses,The Chainsmokers
1837,Break A Sweat,Becky G
1838,That's How You Know,Nico
1839,Hula Hoop,OMI
1840,Hello,Adele
1841,Stitches,Shawn Mendes
1842,Hotline Bling,Drake
1843,Wildest Dreams,Taylor Swift
1844,On My Mind,Ellie Goulding
1845,Same Old Love,Selena Gomez
1846,Ex's & Oh's,Elle King
1847,Here,Alessia Cara
1848,The Hills,The Weeknd
1849,What Do You Mean?,Justin Bieber
1850,Sorry,Justin Bieber
1851,Like I'm Gonna Lose You,Meghan Trainor
1852,Focus,Ariana Grande
1853,Confident,Demi Lovato
1854,Renegades,X Ambassadors
1855,Locked Away,R. City
1856,Lay It All On Me,Rudimental
1857,Drag Me Down,One Direction
1858,679,Fetty Wap
1859,Perfect,One Direction
1860,Hide Away,Daya
1861,In The Night,The Weeknd
1862,Hey Everybody!,5 Seconds Of Summer
1863,Roses,The Chainsmokers
1864,Cake By The Ocean,DNCE
1865,Used To Love You,Gwen Stefani
1866,How Deep Is Your Love,Calvin Harris
1867,Irresistible,Fall Out Boy
1868,New Americana,Halsey
1869,The Fix,Nelly
1870,Downtown,Macklemore
1871,Something Better,Audien
1872,One Call Away,Charlie Puth
1873,Stressed Out,twenty one pilots
1874,Hold Me Up,Conrad Sewell
1875,That's How You Know,Nico
1876,My House,Flo Rida
1877,Hollow,Tori Kelly
1878,Only Love,Shaggy
1879,Can't Sleep Love,Pentatonix
1880,The Monster,Eminem
1881,Counting Stars,OneRepublic
1882,Timber,Pitbull
1883,Demons,Imagine Dragons
1884,Wake Me Up!,Avicii
1885,Stay The Night,Zedd
1886,Sweater Weather,The Neighbourhood
1887,Do What U Want,Lady Gaga
1888,Burn,Ellie Goulding
1889,Wrecking Ball,Miley Cyrus
1890,Let Her Go,Passenger
1891,Royals,Lorde
1892,Story Of My Life,One Direction
1893,"Hold On, We're Going Home",Drake
1894,White Walls,Macklemore
1895,Unconditionally,Katy Perry
1896,Team,Lorde
1897,Say Something,A Great Big World
1898,Applause,Lady Gaga
1899,Roar,Katy Perry
1900,Pompeii,Bastille
1901,Marry Me,Jason Derulo
1902,Slow Down,Selena Gomez
1903,Love Me Again,John Newman
1904,Dark Horse,Katy Perry
1905,Perfume,Britney Spears
1906,Replay,Zendaya
1907,Alone Together,Fall Out Boy
1908,Brave,Sara Bareilles
1909,TKO,Justin Timberlake
1910,How I Feel,Flo Rida
1911,Thinking About You,Calvin Harris
1912,Young Girls,Bruno Mars
1913,Neon Lights,Demi Lovato
1914,Old School Love,Lupe Fiasco
1915,Heart Attack,Enrique Iglesias
1916,Hey Brother,Avicii
1917,Best Day Of My Life,American Authors
1918,Harlem,New Politics
1919,Feel Good,Robin Thicke
1920,Timber,Pitbull
1921,Counting Stars,OneRepublic
1922,The Monster,Eminem
1923,Burn,Ellie Goulding
1924,Dark Horse,Katy Perry
1925,Story Of My Life,One Direction
1926,Stay The Night,Zedd
1927,Do What U Want,Lady Gaga
1928,Let Her Go,Passenger
1929,Demons,Imagine Dragons
1930,Team,Lorde
1931,Say Something,A Great Big World
1932,Wake Me Up!,Avicii
1933,Sweater Weather,The Neighbourhood
1934,White Walls,Macklemore
1935,Pompeii,Bastille
1936,Love Me Again,John Newman
1937,Young Girls,Bruno Mars
1938,XO,Beyonce
1939,Wrecking Ball,Miley Cyrus
1940,Adore You,Miley Cyrus
1941,Replay,Zendaya
1942,Talk Dirty,Jason Derulo
1943,Neon Lights,Demi Lovato
1944,Brave,Sara Bareilles
1945,Thinking About You,Calvin Harris
1946,Take Me Home,Cash Cash
1947,How I Feel,Flo Rida
1948,Chocolate,The 1975
1949,Hey Brother,Avicii
1950,Can't Remember To Forget You,Shakira
1951,Best Day Of My Life,American Authors
1952,Alone Together,Fall Out Boy
1953,Animals,Martin Garrix
1954,TKO,Justin Timberlake
1955,Keep Me Crazy,Chris Wallace
1956,Perfume,Britney Spears
1957,Unconditionally,Katy Perry
1958,Classic,MKTO
1959,Show Me,Kid Ink
1960,Dark Horse,Katy Perry
1961,Counting Stars,OneRepublic
1962,Burn,Ellie Goulding
1963,Timber,Pitbull
1964,Story Of My Life,One Direction
1965,Team,Lorde
1966,Pompeii,Bastille
1967,Say Something,A Great Big World
1968,Let Her Go,Passenger
1969,Talk Dirty,Jason Derulo
1970,The Monster,Eminem
1971,Happy,Pharrell Williams
1972,Young Girls,Bruno Mars
1973,Love Me Again,John Newman
1974,Adore You,Miley Cyrus
1975,The Man,Aloe Blacc
1976,Take Me Home,Cash Cash
1977,Neon Lights,Demi Lovato
1978,Stay The Night,Zedd
1979,Hey Brother,Avicii
1980,Replay,Zendaya
1981,Best Day Of My Life,American Authors
1982,Thinking About You,Calvin Harris
1983,Can't Remember To Forget You,Shakira
1984,Chocolate,The 1975
1985,Brave,Sara Bareilles
1986,Show Me,Kid Ink
1987,Drunk In Love,Beyonce
1988,Animals,Martin Garrix
1989,All Of Me,John Legend
1990,Do What U Want,Lady Gaga
1991,La La La,Naughty Boy
1992,White Walls,Macklemore
1993,Classic,MKTO
1994,Keep Me Crazy,Chris Wallace
1995,Pumpin Blood,NONONO
1996,Turn Down For What,DJ Snake
1997,Mmm Yeah,Austin Mahone
1998,Ain't It Fun,Paramore
1999,XO,Beyonce
2000,All Of Me,John Legend
2001,Talk Dirty,Jason Derulo
2002,Happy,Pharrell Williams
2003,Dark Horse,Katy Perry
2004,Not A Bad Thing,Justin Timberlake
2005,Best Day Of My Life,American Authors
2006,Neon Lights,Demi Lovato
2007,Pompeii,Bastille
2008,Team,Lorde
2009,Hey Brother,Avicii
2010,The Man,Aloe Blacc
2011,Animals,Martin Garrix
2012,Ain't It Fun,Paramore
2013,La La La,Naughty Boy
2014,Counting Stars,OneRepublic
2015,Me And My Broken Heart,Rixton
2016,Red Lights,Tiesto
2017,Wild Wild Love,Pitbull
2018,Sing,Ed Sheeran
2019,Turn Down For What,DJ Snake
2020,Classic,MKTO
2021,Mmm Yeah,Austin Mahone
2022,She Looks So Perfect,5 Seconds Of Summer
2023,#SELFIE,The Chainsmokers
2024,Summer,Calvin Harris
2025,Am I Wrong,Nico
2026,Fancy,Iggy Azalea
2027,Sleeping With A Friend,Neon Trees
2028,Latch,Disclosure
2029,Headlights,Eminem
2030,John Doe,B.o.B
2031,Show Me,Kid Ink
2032,Birthday,Katy Perry
2033,G.U.Y.,Lady Gaga
2034,Don't Say Goodnight,Hot Chelle Rae
2035,The Big Bang,Katy Tiz
2036,Take Me Home,Cash Cash
2037,Drunk In Love,Beyonce
2038,Young Girls,Bruno Mars
2039,Empire,Shakira
2040,Not A Bad Thing,Justin Timberlake
2041,All Of Me,John Legend
2042,Ain't It Fun,Paramore
2043,Fancy,Iggy Azalea
2044,Talk Dirty,Jason Derulo
2045,Sing,Ed Sheeran
2046,Turn Down For What,DJ Snake
2047,Me And My Broken Heart,Rixton
2048,Best Day Of My Life,American Authors
2049,Summer,Calvin Harris
2050,Problem,Ariana Grande
2051,Birthday,Katy Perry
2052,Dark Horse,Katy Perry
2053,La La La,Naughty Boy
2054,Am I Wrong,Nico
2055,Happy,Pharrell Williams
2056,Classic,MKTO
2057,Wild Wild Love,Pitbull
2058,She Looks So Perfect,5 Seconds Of Summer
2059,Red Lights,Tiesto
2060,Latch,Disclosure
2061,Rude,MAGIC!
2062,Sleeping With A Friend,Neon Trees
2063,Stay With Me,Sam Smith
2064,You & I,One Direction
2065,Come With Me Now,KONGOS
2066,Wiggle,Jason Derulo
2067,The Big Bang,Katy Tiz
2068,Empire,Shakira
2069,Love Runs Out,OneRepublic
2070,Ten Feet Tall,Afrojack
2071,Animals,Martin Garrix
2072,Human,Christina Perri
2073,Tennis Court,Lorde
2074,I'm Ready,AJR
2075,First Love,Jennifer Lopez
2076,Love Never Felt So Good,Michael Jackson
2077,Chandelier,Sia
2078,The Man,Aloe Blacc
2079,Na Na,Trey Songz
2080,Fancy,Iggy Azalea
2081,Problem,Ariana Grande
2082,Summer,Calvin Harris
2083,Am I Wrong,Nico
2084,Ain't It Fun,Paramore
2085,Rude,MAGIC!
2086,Turn Down For What,DJ Snake
2087,Birthday,Katy Perry
2088,Me And My Broken Heart,Rixton
2089,All Of Me,John Legend
2090,Latch,Disclosure
2091,Classic,MKTO
2092,Not A Bad Thing,Justin Timberlake
2093,Stay With Me,Sam Smith
2094,Sing,Ed Sheeran
2095,Wiggle,Jason Derulo
2096,Love Runs Out,OneRepublic
2097,Maps,Maroon 5
2098,Come Get It Bae,Pharrell Williams
2099,Come With Me Now,KONGOS
2100,Really Don't Care,Demi Lovato
2101,First Love,Jennifer Lopez
2102,Tennis Court,Lorde
2103,You & I,One Direction
2104,Ten Feet Tall,Afrojack
2105,The Big Bang,Katy Tiz
2106,Chandelier,Sia
2107,Na Na,Trey Songz
2108,Love Never Felt So Good,Michael Jackson
2109,Sleeping With A Friend,Neon Trees
2110,Shower,Becky G
2111,Wasted,Tiesto
2112,I'm Ready,AJR
2113,Empire,Shakira
2114,Boom Clap,Charli XCX
2115,She Looks So Perfect,5 Seconds Of Summer
2116,Forever,HAIM
2117,Bailando,Enrique Iglesias
2118,I Will Never Let You Down,Rita Ora
2119,Loyal,Chris Brown
2120,Am I Wrong,Nico
2121,Rude,MAGIC!
2122,Problem,Ariana Grande
2123,Summer,Calvin Harris
2124,Stay With Me,Sam Smith
2125,Latch,Disclosure
2126,Fancy,Iggy Azalea
2127,Maps,Maroon 5
2128,Love Runs Out,OneRepublic
2129,Really Don't Care,Demi Lovato
2130,Classic,MKTO
2131,Boom Clap,Charli XCX
2132,Ain't It Fun,Paramore
2133,Come Get It Bae,Pharrell Williams
2134,All Of Me,John Legend
2135,Come With Me Now,KONGOS
2136,Chandelier,Sia
2137,Wiggle,Jason Derulo
2138,Rather Be,Clean Bandit
2139,Break Free,Ariana Grande
2140,Shower,Becky G
2141,Wasted,Tiesto
2142,Ten Feet Tall,Afrojack
2143,Black Widow,Iggy Azalea
2144,Bailando,Enrique Iglesias
2145,Tennis Court,Lorde
2146,Me And My Broken Heart,Rixton
2147,Birthday,Katy Perry
2148,I Will Never Let You Down,Rita Ora
2149,I'm Ready,AJR
2150,Na Na,Trey Songz
2151,Sing,Ed Sheeran
2152,Hideaway,Kiesza
2153,First Love,Jennifer Lopez
2154,This Is How We Roll,Florida Georgia Line
2155,We Are Done,The Madden Brothers
2156,Cool Kids,Echosmith
2157,2 On,Tinashe
2158,Girls Chase Boys,Ingrid Michaelson
2159,Habits (Stay High),Tove Lo
2160,Stay With Me,Sam Smith
2161,Rude,MAGIC!
2162,Boom Clap,Charli XCX
2163,Maps,Maroon 5
2164,Am I Wrong,Nico
2165,Latch,Disclosure
2166,Really Don't Care,Demi Lovato
2167,Rather Be,Clean Bandit
2168,Break Free,Ariana Grande
2169,All About That Bass,Meghan Trainor
2170,Chandelier,Sia
2171,Shake It Off,Taylor Swift
2172,Problem,Ariana Grande
2173,Black Widow,Iggy Azalea
2174,Bailando,Enrique Iglesias
2175,Bang Bang,"Jessie J, Ariana Grande"
2176,Hideaway,Kiesza
2177,Love Runs Out,OneRepublic
2178,Shower,Becky G
2179,Cool Kids,Echosmith
2180,Amnesia,5 Seconds Of Summer
2181,Don't Tell 'Em,Jeremih
2182,This Is How We Do,Katy Perry
2183,Don't,Ed Sheeran
2184,Habits (Stay High),Tove Lo
2185,I Will Never Let You Down,Rita Ora
2186,Girls Chase Boys,Ingrid Michaelson
2187,A Sky Full Of Stars,Coldplay
2188,2 On,Tinashe
2189,This Is How We Roll,Florida Georgia Line
2190,Fireball,Pitbull
2191,Anaconda,Nicki Minaj
2192,Delirious (Boneless),"Steve Aoki, Chris Lake"
2193,We Are Done,The Madden Brothers
2194,Girls,The 1975
2195,Come Get It Bae,Pharrell Williams
2196,Bo$$,Fifth Harmony
2197,First Flight Home,Jake Miller
2198,Sing,Ed Sheeran
2199,Waves,Mr. Probz
2200,All About That Bass,Meghan Trainor
2201,Boom Clap,Charli XCX
2202,Shake It Off,Taylor Swift
2203,Maps,Maroon 5
2204,Break Free,Ariana Grande
2205,Black Widow,Iggy Azalea
2206,Rather Be,Clean Bandit
2207,Bang Bang,"Jessie J, Ariana Grande"
2208,Stay With Me,Sam Smith
2209,Bailando,Enrique Iglesias
2210,Don't Tell 'Em,Jeremih
2211,Rude,MAGIC!
2212,Cool Kids,Echosmith
2213,Habits (Stay High),Tove Lo
2214,Am I Wrong,Nico
2215,Don't,Ed Sheeran
2216,Chandelier,Sia
2217,This Is How We Do,Katy Perry
2218,A Sky Full Of Stars,Coldplay
2219,Amnesia,5 Seconds Of Summer
2220,Fireball,Pitbull
2221,2 On,Tinashe
2222,Waves,Mr. Probz
2223,Trumpets,Jason Derulo
2224,Girls Chase Boys,Ingrid Michaelson
2225,Anaconda,Nicki Minaj
2226,Hideaway,Kiesza
2227,Blame,Calvin Harris
2228,Jealous,Nick Jonas
2229,Really Don't Care,Demi Lovato
2230,Girls,The 1975
2231,First Flight Home,Jake Miller
2232,American Dream,MKTO
2233,Secrets,Mary Lambert
2234,Love Runs Out,OneRepublic
2235,Undressed,Kim Cesarion
2236,Wait On Me,Rixton
2237,Bend Ova,Lil Jon
2238,V. 3005,Childish Gambino
2239,Heroes (We Could Be),Alesso
2240,Black Widow,Iggy Azalea
2241,Shake It Off,Taylor Swift
2242,All About That Bass,Meghan Trainor
2243,Bang Bang,"Jessie J, Ariana Grande"
2244,Don't Tell 'Em,Jeremih
2245,Habits (Stay High),Tove Lo
2246,Don't,Ed Sheeran
2247,Break Free,Ariana Grande
2248,Cool Kids,Echosmith
2249,Blame,Calvin Harris
2250,Animals,Maroon 5
2251,Boom Clap,Charli XCX
2252,Jealous,Nick Jonas
2253,Rather Be,Clean Bandit
2254,Trumpets,Jason Derulo
2255,Waves,Mr. Probz
2256,Amnesia,5 Seconds Of Summer
2257,A Sky Full Of Stars,Coldplay
2258,Fireball,Pitbull
2259,Maps,Maroon 5
2260,I'm Not The Only One,Sam Smith
2261,Steal My Girl,One Direction
2262,Anaconda,Nicki Minaj
2263,In Your Arms,Nico
2264,Bailando,Enrique Iglesias
2265,L.A.LOVE (la la),Fergie
2266,Heroes (We Could Be),Alesso
2267,Love Me Harder,Ariana Grande
2268,Secrets,Mary Lambert
2269,2 On,Tinashe
2270,i,Kendrick Lamar
2271,Centuries,Fall Out Boy
2272,Undressed,Kim Cesarion
2273,Dangerous,David Guetta
2274,Wait On Me,Rixton
2275,Break The Rules,Charli XCX
2276,I Can't Stop Drinking About You,Bebe Rexha
2277,All About You,Hilary Duff
2278,Take Me To Church,Hozier
2279,First Flight Home,Jake Miller
2280,Animals,Maroon 5
2281,Habits (Stay High),Tove Lo
2282,Don't,Ed Sheeran
2283,Blame,Calvin Harris
2284,Waves,Mr. Probz
2285,Shake It Off,Taylor Swift
2286,Blank Space,Taylor Swift
2287,Jealous,Nick Jonas
2288,All About That Bass,Meghan Trainor
2289,Bang Bang,"Jessie J, Ariana Grande"
2290,Trumpets,Jason Derulo
2291,Love Me Harder,Ariana Grande
2292,I'm Not The Only One,Sam Smith
2293,Black Widow,Iggy Azalea
2294,Don't Tell 'Em,Jeremih
2295,Beg For It,Iggy Azalea
2296,Heroes (We Could Be),Alesso
2297,Take Me To Church,Hozier
2298,Lips Are Movin,Meghan Trainor
2299,L.A.LOVE (la la),Fergie
2300,Ba,Don't Lie'
2301,The Heart Wants What It Wants,Selena Gomez
2302,Centuries,Fall Out Boy
2303,In Your Arms,Nico
2304,Break Free,Ariana Grande
2305,Uptown Funk!,Mark Ronson
2306,Dangerous,David Guetta
2307,Steal My Girl,One Direction
2308,Break The Rules,Charli XCX
2309,Burnin' Up,Jessie J
2310,New Flame,Chris Brown
2311,I Lived,OneRepublic
2312,Ghost,Ella Henderson
2313,I Can't Stop Drinking About You,Bebe Rexha
2314,Sledgehammer,Fifth Harmony
2315,Too Cool To Dance,Eden XO
2316,I Don't F**k With You,Big Sean
2317,Stolen Dance,Milky Chance
2318,Prayer In C,Lillywood
2319,"Touchin, Lovin",Trey Songz
2320,Locked Out Of Heaven,Bruno Mars
2321,Diamonds,Rihanna
2322,Ho Hey,The Lumineers
2323,I Cry,Flo Rida
2324,Die Young,Ke$ha
2325,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
2326,One More Night,Maroon 5
2327,Home,Phillip Phillips
2328,Beauty And A Beat,Justin Bieber
2329,I Knew You Were Trouble.,Taylor Swift
2330,Try,P!nk
2331,The A Team,Ed Sheeran
2332,Don't You Worry Child,Swedish House Mafia
2333,Some Nights,fun.
2334,Girl On Fire,Alicia Keys
2335,Don't Stop The Party,Pitbull
2336,Scream & Shout,will.i.am
2337,Little Things,One Direction
2338,Daylight,Maroon 5
2339,Hall Of Fame,The Script
2340,Catch My Breath,Kelly Clarkson
2341,Sweet Nothing,Calvin Harris
2342,Va Va Voom,Nicki Minaj
2343,It's Time,Imagine Dragons
2344,We Are Never Ever Getting Back Together,Taylor Swift
2345,Wanted,Hunter Hayes
2346,Rest Of My Life,Ludacris
2347,Thrift Shop,Macklemore
2348,Remember When (Push Rewind),Chris Wallace
2349,C'mon,Ke$ha
2350,Give Me Your Hand (Best Song Ever),The Ready Set
2351,Feel Again,OneRepublic
2352,Anything Could Happen,Ellie Goulding
2353,Little Talks,Of Monsters And Men
2354,Adorn,Miguel
2355,Ready Or Not,Bridgit Mendler
2356,Turn Around,Conor Maynard
2357,Gangnam Style,PSY
2358,Oath,Cher Lloyd
2359,50 Ways To Say Good,e'
2360,I Knew You Were Trouble.,Taylor Swift
2361,Locked Out Of Heaven,Bruno Mars
2362,Ho Hey,The Lumineers
2363,Beauty And A Beat,Justin Bieber
2364,I Cry,Flo Rida
2365,Don't You Worry Child,Swedish House Mafia
2366,Try,P!nk
2367,Diamonds,Rihanna
2368,The A Team,Ed Sheeran
2369,Scream & Shout,will.i.am
2370,One More Night,Maroon 5
2371,Girl On Fire,Alicia Keys
2372,Home,Phillip Phillips
2373,Suit & Tie,Justin Timberlake
2374,Don't Stop The Party,Pitbull
2375,Die Young,Ke$ha
2376,Daylight,Maroon 5
2377,Thrift Shop,Macklemore
2378,Sweet Nothing,Calvin Harris
2379,C'mon,Ke$ha
2380,Catch My Breath,Kelly Clarkson
2381,Little Things,One Direction
2382,It's Time,Imagine Dragons
2383,Hall Of Fame,The Script
2384,Rest Of My Life,Ludacris
2385,Wanted,Hunter Hayes
2386,Remember When (Push Rewind),Chris Wallace
2387,Little Talks,Of Monsters And Men
2388,Troublemaker,Olly Murs
2389,Va Va Voom,Nicki Minaj
2390,Give Me Your Hand (Best Song Ever),The Ready Set
2391,Turn Around,Conor Maynard
2392,Who Booty,Jonn Hart
2393,I Will Wait,Mumford
2394,Feel Again,OneRepublic
2395,Gold,Britt Nicole
2396,When I Was Your Man,Bruno Mars
2397,Adorn,Miguel
2398,Gangnam Style,PSY
2399,"Lessons In Love (All Day, All Night)",Neon Trees
2400,I Knew You Were Trouble.,Taylor Swift
2401,Don't You Worry Child,Swedish House Mafia
2402,Scream & Shout,will.i.am
2403,Thrift Shop,Macklemore
2404,Locked Out Of Heaven,Bruno Mars
2405,Daylight,Maroon 5
2406,Ho Hey,The Lumineers
2407,Beauty And A Beat,Justin Bieber
2408,Sweet Nothing,Calvin Harris
2409,Try,P!nk
2410,C'mon,Ke$ha
2411,Suit & Tie,Justin Timberlake
2412,It's Time,Imagine Dragons
2413,Catch My Breath,Kelly Clarkson
2414,Girl On Fire,Alicia Keys
2415,When I Was Your Man,Bruno Mars
2416,Hall Of Fame,The Script
2417,Troublemaker,Olly Murs
2418,Feel This Moment,Pitbull
2419,Little Talks,Of Monsters And Men
2420,Kiss You,One Direction
2421,Stay,Rihanna
2422,I Will Wait,Mumford
2423,Wanted,Hunter Hayes
2424,Remember When (Push Rewind),Chris Wallace
2425,Hey Porsche,Nelly
2426,Carry On,fun.
2427,Don't Stop The Party,Pitbull
2428,Gold,Britt Nicole
2429,Alive,Krewella
2430,Who Booty,Jonn Hart
2431,Madness,Muse
2432,C'mon Let Me Ride,Skylar Grey
2433,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
2434,As Your Friend,Afrojack
2435,With Ur Love,Cher Lloyd
2436,I Love It,Icona Pop
2437,Simply Amazing,Trey Songz
2438,Va Va Voom,Nicki Minaj
2439,Forever Now,Ne-Yo
2440,Daylight,Maroon 5
2441,When I Was Your Man,Bruno Mars
2442,Thrift Shop,Macklemore
2443,Suit & Tie,Justin Timberlake
2444,Sweet Nothing,Calvin Harris
2445,I Knew You Were Trouble.,Taylor Swift
2446,Stay,Rihanna
2447,Don't You Worry Child,Swedish House Mafia
2448,Scream & Shout,will.i.am
2449,Feel This Moment,Pitbull
2450,It's Time,Imagine Dragons
2451,Troublemaker,Olly Murs
2452,Locked Out Of Heaven,Bruno Mars
2453,Ho Hey,The Lumineers
2454,Heart Attack,Demi Lovato
2455,Just Give Me A Reason,P!nk
2456,I Will Wait,Mumford
2457,Alive,Krewella
2458,Little Talks,Of Monsters And Men
2459,22,Taylor Swift
2460,Carry On,fun.
2461,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
2462,I Love It,Icona Pop
2463,Try,P!nk
2464,All Around The World,Justin Bieber
2465,Madness,Muse
2466,C'mon,Ke$ha
2467,Kiss You,One Direction
2468,Next To Me,Emeli Sande
2469,With Ur Love,Cher Lloyd
2470,As Your Friend,Afrojack
2471,Can't Hold Us,Macklemore
2472,Wings,Little Mix
2473,Girl On Fire,Alicia Keys
2474,Forever Now,Ne-Yo
2475,If I Lose Myself,OneRepublic
2476,Tonight I'm Getting Over You,Carly Rae Jepsen
2477,Clarity,Zedd
2478,Lego House,Ed Sheeran
2479,Harlem Shake,Baauer
2480,Stay,Rihanna
2481,When I Was Your Man,Bruno Mars
2482,Just Give Me A Reason,P!nk
2483,Feel This Moment,Pitbull
2484,Suit & Tie,Justin Timberlake
2485,Thrift Shop,Macklemore
2486,Daylight,Maroon 5
2487,Heart Attack,Demi Lovato
2488,Mirrors,Justin Timberlake
2489,Troublemaker,Olly Murs
2490,Sweet Nothing,Calvin Harris
2491,Can't Hold Us,Macklemore
2492,Alive,Krewella
